"","cover","species","climsim"
"1",0.0533234030323604,"BOGR","obs"
"2",0.0146382927107782,"BOGR","obs"
"3",0.00988704227106542,"BOGR","obs"
"4",0.0112275250654534,"BOGR","obs"
"5",0.0554232373556606,"BOGR","obs"
"6",0.0782633879538416,"BOGR","obs"
"7",0.0179721907217928,"BOGR","obs"
"8",0.0791570198434256,"BOGR","obs"
"9",0.0143585051175315,"BOGR","obs"
"10",0.00709301234681391,"BOGR","obs"
"11",0.00219965163766515,"BOGR","obs"
"12",0.00125720710031704,"BOGR","obs"
"13",0.000540244636747727,"BOGR","obs"
"14",0.00239175524605545,"BOGR","obs"
"15",0.00245508161012601,"BOGR","obs"
"16",0.000492532468367104,"BOGR","obs"
"17",0.00048272979084362,"BOGR","obs"
"18",0.00443879368855527,"BOGR","obs"
"19",0.00458608751024869,"BOGR","obs"
"20",0.00154185050639479,"BOGR","obs"
"21",0.000721220648186768,"BOGR","obs"
"22",0.000516967590306678,"BOGR","obs"
"23",0.00116026801455035,"BOGR","obs"
"24",0.00542881562376956,"BOGR","obs"
"25",0.00625322013057828,"BOGR","obs"
"26",0.00255665197133818,"BOGR","obs"
"27",0.000908639146141857,"BOGR","obs"
"28",0.00171707565855946,"BOGR","obs"
"29",0.0125690635248673,"BOGR","obs"
"30",0.010301899909958,"BOGR","obs"
"31",0.00925742246492382,"BOGR","obs"
"32",0.00938435480646047,"BOGR","obs"
"33",0.00705091346640112,"BOGR","obs"
"34",0.00686331239081175,"BOGR","obs"
"35",0.0173540181424932,"BOGR","obs"
"36",0.00952472556506754,"BOGR","obs"
"37",0.0047420914756562,"BOGR","obs"
"38",0.00526150177439796,"BOGR","obs"
"39",0.0199305310156274,"BOGR","obs"
"40",0.0352008815692877,"BOGR","obs"
"41",0.211349874985748,"BOGR","obs"
"42",0.699556462619465,"BOGR","obs"
"43",0.138891604470109,"BOGR","obs"
"44",0.257238245739227,"BOGR","obs"
"45",0.669897838535733,"BOGR","obs"
"46",0.327501586997069,"BOGR","obs"
"47",0.500140507389571,"BOGR","obs"
"48",0.456206167214489,"BOGR","obs"
"49",0.134406109482405,"BOGR","obs"
"50",0.147267802428097,"BOGR","obs"
"51",0.135153180145231,"BOGR","obs"
"52",0.13040397294046,"BOGR","obs"
"53",0.258367551054584,"BOGR","obs"
"54",0.305758461098783,"BOGR","obs"
"55",0.669850466179996,"BOGR","obs"
"56",0.316162549965568,"BOGR","obs"
"57",0.21571512353096,"BOGR","obs"
"58",0.210462110249848,"BOGR","obs"
"59",0.129849586676651,"BOGR","obs"
"60",0.120247971489482,"BOGR","obs"
"61",0.0601964469632644,"BOGR","obs"
"62",0.0839328149233174,"BOGR","obs"
"63",0.0274855926374947,"BOGR","obs"
