"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"intcpt.yr[22,1]",-1.533697808125,1.20375035022277,-4.141075,-2.24275,-1.5155,-0.715075,0.669664999999998,1.00382313855291,1600
"intcpt.yr[22,2]",2.1912022625,0.863312252674919,0.4836675,1.63525,2.2045,2.7645,3.8262,1.00644514710727,250
"intcpt.yr[22,3]",4.3249425,0.568676912964063,3.23494998492431,3.9487499762563,4.29699988363975,4.68374981989433,5.46807497994735,1.00205003950817,1600
"intcpt.yr[22,4]",2.9564163875,0.82984773717201,1.354725,2.4155,2.9535,3.50175,4.56515,1.00440801599704,530
"yr.tau[1]",0.4277048875,0.182923626174273,0.150692492711913,0.293249679942874,0.396749921235027,0.525149992860089,0.845751966231474,1.00278395221559,1600
"yr.tau[2]",0.7709490625,0.356119632138369,0.262787488391565,0.526049992870496,0.704249998225062,0.948471085582478,1.62017463241102,1.00362049625379,460
"yr.tau[3]",1.706904625,0.697572919164785,0.64522268947462,1.203,1.6049987538936,2.10224995541199,3.26824962781505,1.00054543964231,1600
"yr.tau[4]",0.6928363125,0.271388756580669,0.301092496354716,0.506674953727313,0.652499624520965,0.833974864039498,1.335,1.00037665892896,1600
"intcpt.gr[1,1]",-0.1710506743125,0.258593727595402,-0.6719175,-0.340025,-0.18065,-0.0107825,0.3698875,1.00319550957843,1600
"intcpt.gr[1,2]",-0.00899905844375,0.260863513389732,-0.4991225,-0.180825,-0.012755,0.1658,0.51328,1.00157120870069,1300
"intcpt.gr[1,3]",-0.0631696909875,0.226517769956316,-0.5113475,-0.2024,-0.065705,0.0755425,0.369517499999999,1.00523316055132,1600
"intcpt.gr[1,4]",-0.0822618365,0.207637379460429,-0.4821175,-0.216525,-0.08111,0.0497275,0.331419999999999,1.00434574857059,380
"intcpt.gr[2,1]",0.534604809125,0.307549104308203,-0.0076318,0.316975,0.5167,0.725325,1.191025,1.00085711920074,1600
"intcpt.gr[2,2]",0.018709226625,0.237973070083003,-0.443445,-0.1387,0.02244,0.180275,0.451524999999999,1.00403856907066,410
"intcpt.gr[2,3]",0.31266681193125,0.23635316494589,-0.136135,0.170675,0.3097,0.454325,0.7726175,1.0073249476544,1600
"intcpt.gr[2,4]",0.28098259518125,0.22107417194365,-0.135005,0.13875,0.27245,0.41855,0.749067499999999,1.00105986604869,1600
"intcpt.gr[3,1]",0.118491677625,0.264940199333539,-0.420395,-0.04254,0.11795,0.2811,0.629777499999998,1.00047830038271,1600
"intcpt.gr[3,2]",0.0725050279375,0.224669729770736,-0.3790175,-0.071515,0.07419,0.2115,0.53813,1.00091023967089,1600
"intcpt.gr[3,3]",0.22400107225,0.234623955422297,-0.2190375,0.0815275,0.21905,0.362725,0.699012499999999,1.00238228811585,1600
"intcpt.gr[3,4]",0.089352057,0.215280567038525,-0.3172475,-0.0477825,0.08754,0.2213,0.5336075,1.00090551887774,1600
"intcpt.gr[4,1]",-0.239030240125,0.277875100284219,-0.8007675,-0.4072,-0.2381,-0.05649,0.28393,1.00092623399826,1600
"intcpt.gr[4,2]",-0.0641294576875,0.216858339824516,-0.4732325,-0.201725,-0.066885,0.073815,0.358305,1.00045296739693,1600
"intcpt.gr[4,3]",-0.208081516375,0.233337385632827,-0.670005,-0.34975,-0.19975,-0.066235,0.259205,1.01365929706568,1600
"intcpt.gr[4,4]",-0.0086732876625,0.211778776661651,-0.395375,-0.153425,-0.017405,0.1264,0.4324125,1.0013029311888,1600
"intcpt.gr[5,1]",-0.121574279,0.390764637220957,-0.90081,-0.3733,-0.117,0.128825,0.629142499999998,1.00377929906233,800
"intcpt.gr[5,2]",-0.0096647164375,0.348534626039831,-0.6849075,-0.2312,-0.01805,0.21095,0.674332499999999,1.00059724284055,1600
"intcpt.gr[5,3]",0.13082826440625,0.302265343621218,-0.4266125,-0.0644025,0.13,0.3249,0.71522,1.00085261205884,1600
"intcpt.gr[5,4]",-0.098395476,0.2904127337505,-0.6864575,-0.289275,-0.09491,0.089395,0.462915,1.00177879828989,1600
"intcpt.gr[6,1]",-0.10250543575,0.286339707600831,-0.6618225,-0.28425,-0.1112,0.0863725,0.4445375,1.00124886180124,1600
"intcpt.gr[6,2]",0.01345388712375,0.21761098253857,-0.41263,-0.1251,0.015555,0.15405,0.45154,1.00062459857005,1600
"intcpt.gr[6,3]",-0.3302836828125,0.233331230648583,-0.809635,-0.48065,-0.3197,-0.179175,0.0976739999999999,1.00721087739606,1600
"intcpt.gr[6,4]",-0.1790333758125,0.214238024762346,-0.59271,-0.318225,-0.179,-0.0437925,0.2548825,1.00037723133715,1600
"g.tau[1]",5.626913375,2.94097465943491,1.50987479777925,3.42449901387856,5.137,7.23399917088893,12.6114965314791,1.00263571979215,660
"g.tau[2]",7.4217825,3.61478917842508,2.22329566774081,4.73524284322699,6.94699992802649,9.36349995995372,16.2709988034114,1.00151791732346,1300
"g.tau[3]",6.3672795,3.2871356859302,1.71672413748575,4.00649990638652,5.74549997824384,8.09749884271155,14.6317459308744,1.0003729804924,1600
"g.tau[4]",7.2760314375,3.51125479157025,2.23347257914826,4.62474997972717,6.63599992465341,9.34249995986372,15.4302499210479,1.0018550326862,1000
"dd[1]",-0.55098910625,0.139854475982345,-0.792405,-0.6498,-0.55885,-0.46425,-0.2422,1.00041379465573,1600
"dd[2]",-1.671144375,0.1438614562869,-1.946075,-1.766,-1.67,-1.57375,-1.390975,1.00206347576729,890
"dd[3]",-2.39347,0.235774542989593,-2.846,-2.551,-2.395,-2.24375,-1.90485,1.00329696101908,510
"dd[4]",-1.787948125,0.165052288973204,-2.09705,-1.89825,-1.7865,-1.674,-1.478975,1.00231925158223,770
"theta[1]",0.5947009375,0.0676212491655381,0.473754916448838,0.5471,0.591849997887978,0.638949994131608,0.738237462902671,1.00047811601386,1600
"theta[2]",1.2108171875,0.170219864880218,0.9090899978544,1.086,1.203,1.321,1.56202499220079,1.00112370671044,1600
"theta[3]",1.2280576875,0.135236555411627,0.9852,1.139,1.21849989741485,1.315,1.51502499195894,1.00253676848992,830
"theta[4]",1.161981125,0.122927700116346,0.941377489507019,1.07374991266206,1.156,1.24024992443071,1.42,1.00043082709426,1600
"u[1]",0.832645125,0.113435101115517,0.518659939727195,0.786874798538744,0.8652,0.9122,0.962607498860742,1.00369176322764,1600
"u[2]",0.999266125,0.000787489728136158,0.9971,0.999,0.9995,0.9998,1,1.01260073193664,1000
"u[3]",0.80065729375,0.114887495978441,0.49089499900666,0.750474998750736,0.827449998489335,0.883949995757998,0.939824987040892,1.00599223183513,1600
"u[4]",0.90011670625,0.131903585639394,0.507249903652868,0.8753,0.9508,0.9834,0.9985,1.01480417321667,1500
"lambda[1,1]",0.741537530625,1.26531610012249,0.0296984985207596,0.1824,0.392749971355823,0.810074388366727,3.75347383158038,1.00157053967717,1300
"lambda[1,2]",0.8009060188125,1.02771313722973,0.0340952370501662,0.21327499560358,0.474098217672246,0.981874495301612,3.48534931636976,1.01462192005017,150
"lambda[1,3]",2.0729079375,1.41343643882467,0.53829499909415,1.12049966512867,1.69349933569518,2.57849985460419,5.63202137906005,1.00185491934634,1000
"lambda[1,4]",6.8582275,5.58093375188759,1.79491225148989,3.61874789981253,5.51599963741841,8.2262497151466,19.5269515075768,1.00091466174836,1600
"lambda[2,1]",0.3910214375,0.650459345483054,0.016564765759447,0.0976199938520388,0.215199976765798,0.4416,1.90376891062275,1.00178599053239,1100
"lambda[2,2]",0.0053498361633125,0.00920668827851679,4.05854902431232e-05,0.000683799978059483,0.00218649948547901,0.00608349993836461,0.0299562247058859,1.00407068926225,460
"lambda[2,3]",4.890313625,3.13849272130595,1.42084969037759,2.853,4.06949923209232,6.06624961374715,12.9504996239344,1.00066970217327,1600
"lambda[2,4]",2.471122875,1.95854562811608,0.64335688104699,1.29724645246812,2.00599900299078,2.992,7.19082819222657,1.00090099848324,1600
"lambda[3,1]",0.580387575625,0.973438560282482,0.0241496642425508,0.146349974364814,0.318749996078431,0.649949302655698,2.80201775548427,1.00178858243661,1100
"lambda[3,2]",0.8846538733125,1.15354410895973,0.0404767224458398,0.2389,0.531899990599737,1.08999862553339,3.75134936473026,1.01181423749479,160
"lambda[3,3]",3.155785375,2.07162027328769,0.890132399994742,1.81574994835896,2.63349957281181,3.896,8.69317493133888,1.00044008063137,1600
"lambda[3,4]",1.333375375,1.092909959915,0.327012040333239,0.703874998668024,1.065,1.61149976739375,3.85306919251219,1.00145355377389,1400
"lambda[4,1]",0.307809215625,0.523579639698247,0.00308261290341823,0.0492299237235656,0.140649991112691,0.344174975491975,1.59207493118617,1.00077678020507,1600
"lambda[4,2]",1.68195190625,1.73381364967412,0.239939705559938,0.693374998647853,1.197,2.05124995430359,5.80889850902578,1.00037286131794,1600
"lambda[4,3]",3.396098,1.82253429618182,1.2306480448517,2.17574995690481,2.965,4.1062499771708,7.89547444360616,1.00148320805775,1400
"lambda[4,4]",7.032075625,4.10895024443292,2.3718247477444,4.32199965283133,6.12949997960682,8.52449257309294,17.4107493706879,1.00071060046854,1600
"lambda[5,1]",0.38049277156875,0.646175177474465,0.00369692497031482,0.0610298424246416,0.171499970845479,0.42734999122636,1.92047759646419,1.00082110322116,1600
"lambda[5,2]",1.51733033125,1.56634450840798,0.214187485753663,0.61837433065481,1.07,1.84524994920305,5.34919985432177,1.00037533920585,1600
"lambda[5,3]",3.3108558125,1.79637528657296,1.19279934328526,2.105749955472,2.87449995651418,3.99224997651896,7.90917492453663,1.00176330779825,1100
"lambda[5,4]",7.010044375,4.09677372565967,2.36677458189032,4.31,6.11049997954341,8.49173940332395,17.3512482472007,1.00071481337211,1600
"lambda[6,1]",0.083229197,0.151110013515892,0.000881644723577654,0.012254972415162,0.0360248164464442,0.0905324998964498,0.456319982925687,1.0007783124109,1600
"lambda[6,2]",0.002275114805875,0.00316115525849622,3.50607020915591e-05,0.000390147214116719,0.0010949995433789,0.00279049986564757,0.0114914961945386,1.00064362915753,1600
"lambda[6,3]",2.3044915625,1.26225570580581,0.814041902849175,1.46174993584992,2.0029990014975,2.81949986702913,5.3911998554556,1.00111734548865,1600
"lambda[6,4]",5.2982181875,3.23037824968656,1.69584974069897,3.21849988346195,4.56699956207574,6.43974986899817,13.2504996324407,1.00042519200122,1600
"lambda[7,1]",0.4956984400625,0.83264768392288,0.00548883316219344,0.082609954569301,0.220749994337486,0.5593,2.63977059590869,1.00064224326699,1600
"lambda[7,2]",1.67372064375,1.70183914763144,0.235992495348331,0.682749334693257,1.2004990628901,2.05874959036286,5.8981952636198,1.00037750998699,1600
"lambda[7,3]",2.2189476875,1.21581998652943,0.78617248122555,1.409,1.92149993494666,2.71324913671366,5.20249906522565,1.00108984962488,1600
"lambda[7,4]",4.2747968125,2.6218956008339,1.3508496742879,2.58,3.659997814207,5.15249818167083,10.7202498863804,1.00053390345739,1600
"lambda[8,1]",0.18555865,0.111442431572984,0.0559713797549386,0.107074991241728,0.157949928774913,0.231424995949595,0.478629963390963,1.00194530778991,960
"lambda[8,2]",0.0021349117366875,0.00255983436088824,4.66304620632042e-05,0.000541024984401719,0.0013124999047619,0.00271599503675883,0.00919057429960993,1.00038294362557,1600
"lambda[8,3]",0.9843794375,0.424304804857987,0.414557414816104,0.693924987839152,0.905149987571121,1.18774929022055,2.06339849531695,1.00199026057389,930
"lambda[8,4]",4.919763125,1.51542741608552,2.6558498345619,3.85124978085838,4.71299989391046,5.685248665011,8.22999058041905,1.00082517118288,1600
"lambda[9,1]",0.16887041875,0.102191714580208,0.0497082487975423,0.097512407509931,0.142749991243432,0.21242499558737,0.444309472258899,1.00195385517307,950
"lambda[9,2]",0.6088925375,0.304213609700101,0.220454819950074,0.400724978939157,0.539299916558495,0.736924998727879,1.38134828173284,1.00465151926424,350
"lambda[9,3]",2.985191875,0.918874020050865,1.58,2.341,2.83499982363315,3.45224997284642,5.25642433129649,1.00165739152942,1200
"lambda[9,4]",2.4283775625,0.862732254521748,1.19,1.822,2.30799978336221,2.84724917731871,4.45607497539522,1.00305991777377,780
"lambda[10,1]",0.1480141,0.0911176992563114,0.0433164944740432,0.0845099928980071,0.1252,0.187349820047875,0.392654850303634,1.00196356429166,940
"lambda[10,2]",1.73148175,0.854116859047991,0.639202208869477,1.161,1.5194999177361,2.11624995570692,3.75227460771657,1.00356663423178,470
"lambda[10,3]",4.220738125,1.31888882705587,2.24472434099698,3.309499886667,4.00349996877732,4.91124998091247,7.39349934176447,1.00127412870634,1600
"lambda[10,4]",6.52173,2.09508746608145,3.55092496909362,5.063,6.225,7.5999998026662,11.4402498935272,1.00038693515427,1600
"lambda[11,1]",0.79774828125,0.483263087966175,0.235511860045317,0.463649991910839,0.671149983237726,1.00449962692745,2.0841248540273,1.00289385724722,950
