"","x"
"a_mu",1.00927499940443
"a[1]",1.00219955402738
"a[2]",1.00521835904448
"a[3]",1.00316001707076
"a[4]",1.00786611887594
"a[5]",1.00772719096772
"a[6]",1.00775691335518
"a[7]",1.00710019511113
"a[8]",1.00642584168503
"a[9]",1.00279288663422
"a[10]",1.00585853376856
"a[11]",1.01085186910559
"a[12]",1.00888410683655
"a[13]",1.00747920036457
"b1_mu",1.01255721833791
"b1[1]",1.00410847358175
"b1[2]",1.00725522428692
"b1[3]",1.00380330099294
"b1[4]",1.01695270932384
"b1[5]",1.01133375051778
"b1[6]",1.00815611460489
"b1[7]",1.00960061540018
"b1[8]",1.00673808005739
"b1[9]",1.00462823126701
"b1[10]",1.00652807467149
"b1[11]",1.00914169228377
"b1[12]",1.00621397002018
"b1[13]",1.00435865500749
"b2[1]",1.00620698951527
"b2[2]",1.00099523295633
"b2[3]",0.999764776708642
"b2[4]",0.99994463934144
"b2[5]",1.00188931900961
"b2[6]",1.00075167785451
"b2[7]",1.00276075798592
"tau",1.00286474626806
"gint[1]",1.00436971304835
"gint[2]",1.00338127708373
"gint[3]",1.00609476446924
"gint[4]",1.00321168128938
"gint[5]",1.0059194157895
"gint[6]",1.00323584940792
"sig_a",1.00372954023788
"sig_b1",1.02093646187165
"sig_G",1.01097741224117
"lp__",1.01909116049759
