"","Mean","SD","Naive SE","Time-series SE","species"
"beta[3,10]",0.817728184006454,0.0436016742801413,0.000112579038902498,0.00110467277708424,"PASM"
"beta[4,10]",0.656781281456828,0.0925832815730945,0.000239049005113218,0.00186615009540542,"POSE"
"beta[1,11]",0.946879024724059,0.0893194163289796,0.00023062174129007,0.000829243339968859,"BOGR"
"beta[2,11]",0.876887690466604,0.071058407210921,0.000183472018490615,0.00120544037491717,"HECO"
"beta[3,11]",0.827604399627225,0.0457869689885998,0.000118221445577442,0.00110027795722313,"PASM"
"beta[4,11]",0.742097780553548,0.0854394081224365,0.000220603603178677,0.00174637875776691,"POSE"
"beta[1,12]",0.886578691930199,0.0863934932049484,0.000223067040268966,0.000656466380222074,"BOGR"
"beta[2,12]",0.888169006877271,0.0739080292483691,0.000190829710953296,0.00126668092836998,"HECO"
"beta[3,12]",0.866866254416919,0.0496608409936717,0.000128223740084763,0.00118992688749671,"PASM"
"beta[4,12]",0.739137831374952,0.0824929388254722,0.000212995852167174,0.00168724081322303,"POSE"
"beta[1,13]",0.907747366291691,0.0969708665527225,0.000250377700817331,0.00083479677075157,"BOGR"
"beta[2,13]",0.903934335686687,0.0768365532068884,0.000198391127300173,0.00130618838559858,"HECO"
"beta[3,13]",0.874185171409019,0.0525951156423142,0.000135800004649691,0.00115435169684176,"PASM"
"beta[4,13]",0.716602506427703,0.0858937319753833,0.000221776662322842,0.00192277970081144,"POSE"
"betaSpp[1]",0.896865980305583,0.0539307520375237,0.000139248602993181,0.000571660048237747,"BOGR"
"betaSpp[2]",0.873491484409331,0.0511768363950742,0.000132138023379803,0.0011947990477829,"HECO"
"betaSpp[3]",0.848258038072918,0.0381743284993951,9.85656923538723e-05,0.00117135981404224,"PASM"
"betaSpp[4]",0.73330923143721,0.058644918907583,0.000151420529512502,0.00153167481998716,"POSE"
"intG[1,1]",-0.0301756450693554,0.190589530479553,0.000492100051672534,0.00249180943992725,"BOGR"
"intG[2,1]",0.0316533021340407,0.194512343088956,0.000502228710276873,0.00220491581906351,"HECO"
"intG[3,1]",0.11958331233852,0.193258009043458,0.000498990033697677,0.00450311695664035,"PASM"
"intG[4,1]",0.0577169084756104,0.195003425301153,0.000503496679096511,0.00308256568228651,"POSE"
"intG[1,2]",0.0265906355850951,0.201023079952113,0.000519039360571903,0.00244370153116902,"BOGR"
"intG[2,2]",0.0339885288464773,0.2079169174016,0.000536839172327452,0.00217530709961786,"HECO"
"intG[3,2]",-0.125105546047362,0.200148174145744,0.000516780363493525,0.0034409037286965,"PASM"
"intG[4,2]",-0.191086052838112,0.213955732351749,0.000552431325482623,0.00263277567050559,"POSE"
"intG[1,3]",0.0288409288643217,0.194084181747147,0.000501123202445996,0.00271508433995801,"BOGR"
"intG[2,3]",0.00199475594774862,0.191529785601188,0.000494527779957385,0.00214075795943098,"HECO"
"intG[3,3]",0.0137755370831142,0.190924656108067,0.000492965342324615,0.00372017520741565,"PASM"
"intG[4,3]",0.0849191974685394,0.195117605165535,0.000503791490238661,0.0030274502745539,"POSE"
"intG[1,4]",0.0906493182575527,0.196254665575147,0.000506727367592034,0.00260310234947193,"BOGR"
"intG[2,4]",-0.0107741014998186,0.195790874669078,0.000505529864621816,0.00215857166664458,"HECO"
"intG[3,4]",-0.228536554712502,0.202100168172011,0.000521820390397278,0.00327102414181337,"PASM"
"intG[4,4]",-0.185642574512441,0.211755154103492,0.000546749456877606,0.00265572088453081,"POSE"
"intG[1,5]",-0.00130097875323576,0.207502308395299,0.000535768656476393,0.00243659929778914,"BOGR"
"intG[2,5]",-0.018058950907579,0.203753841172764,0.00052609015572527,0.00218904037399468,"HECO"
"intG[3,5]",0.0712919427807424,0.203849230400944,0.00052633644965337,0.00389141646240743,"PASM"
"intG[4,5]",0.162698222525355,0.208306525011311,0.000537845134850097,0.00308348785149047,"POSE"
"intG[1,6]",-0.116771755256612,0.196178647292812,0.00050653108923104,0.00242664864604759,"BOGR"
"intG[2,6]",-0.0280107665708973,0.214680914518632,0.00055430373778616,0.00222924754065527,"HECO"
"intG[3,6]",0.0964824020732356,0.197012130278491,0.000508683133046294,0.00405297019919972,"PASM"
"intG[4,6]",0.0668657586135336,0.199907329401627,0.000516158505038201,0.00295658776869219,"POSE"
"intYr[1,1]",-0.269282791059841,0.494045751404286,0.00127562064496889,0.00671534994010901,"BOGR"
"intYr[2,1]",-1.01552775148856,0.558483546147105,0.0014419983155724,0.00956058613019695,"HECO"
"intYr[3,1]",-0.990433920100782,0.321393966678147,0.000829835653677338,0.0122572682304083,"PASM"
"intYr[4,1]",-1.64448007685346,0.557812554374035,0.00144026582226404,0.0117746202987493,"POSE"
"intYr[1,2]",0.271491980736451,0.505589356230364,0.00130542610446662,0.00781989704593259,"BOGR"
"intYr[2,2]",-0.557404754866085,0.55185494047623,0.00142488332932448,0.0095702493659135,"HECO"
"intYr[3,2]",-0.91586166482245,0.327418608956503,0.00084539121315129,0.0119100745225507,"PASM"
"intYr[4,2]",-1.26042577382092,0.547781393188209,0.00141436547545349,0.0127207821869688,"POSE"
"intYr[1,3]",-0.345029954896444,0.56674229473039,0.00146332231272145,0.0106795845001893,"BOGR"
"intYr[2,3]",-0.644231667955709,0.5860622069361,0.00151320611153672,0.0103345403282082,"HECO"
"intYr[3,3]",-1.00208110460036,0.326473392268173,0.000842950674156316,0.0124477712013141,"PASM"
"intYr[4,3]",-0.841978187856814,0.694828542125664,0.00179403958141485,0.0188953603111309,"POSE"
"intYr[1,4]",-0.436449198123885,0.592584896853186,0.00153004762448429,0.0110631606037248,"BOGR"
"intYr[2,4]",-0.789869106540727,0.614442459894424,0.00158648360958255,0.011339548823115,"HECO"
"intYr[3,4]",-1.02003427963657,0.332494996868545,0.00085849839037944,0.011958651541758,"PASM"
"intYr[4,4]",-1.47194413184407,0.545154532774328,0.00140758295102964,0.0121986491116667,"POSE"
"intYr[1,5]",-2.31585549280001,0.531566232820736,0.00137249811141395,0.0093478204490981,"BOGR"
"intYr[2,5]",-2.27861430993906,0.604862427114167,0.00156174807130651,0.0117703767728339,"HECO"
"intYr[3,5]",-1.06224138588596,0.33053352578916,0.000853433893829757,0.0121252426717446,"PASM"
"intYr[4,5]",-1.31147413696037,0.532792428066092,0.00137566413392359,0.013421547470889,"POSE"
"intYr[1,6]",0.354934197227196,0.567262040860721,0.00146466429145947,0.00876445886951601,"BOGR"
"intYr[2,6]",0.410078224096415,0.632822865657515,0.00163394161319387,0.0122988401153584,"HECO"
"intYr[3,6]",-0.885612043227857,0.329223510070252,0.000850051447788024,0.0125205598506391,"PASM"
"intYr[4,6]",-0.866972700244429,0.566959069947025,0.00146388202392405,0.0149274352131961,"POSE"
"intYr[1,7]",-0.421126076130396,0.433041337993337,0.00111810792684505,0.0053755743072804,"BOGR"
"intYr[2,7]",-0.262361232708946,0.494057123914671,0.00127565000866444,0.00870568371219405,"HECO"
"intYr[3,7]",-0.971568735906781,0.315310172731592,0.000814127365252826,0.0130392571120001,"PASM"
"intYr[4,7]",-1.78767500317866,0.391563577823691,0.00101101281059503,0.00900501374722536,"POSE"
"intYr[1,8]",0.131954312753675,0.401112660768031,0.00103566843673835,0.00505377169952592,"BOGR"
"intYr[2,8]",-0.409594558677456,0.427284621689285,0.00110324414926209,0.00777018353929357,"HECO"
"intYr[3,8]",-0.915678785706961,0.31870980581565,0.000822905180131341,0.0124502864343351,"PASM"
"intYr[4,8]",-1.53510158496848,0.403613578694103,0.00104212577905696,0.00888473433393036,"POSE"
"intYr[1,9]",-0.211703413269684,0.384269936493844,0.000992180709659227,0.00495975966357654,"BOGR"
"intYr[2,9]",-0.635683736622671,0.41407081548932,0.00106912624836044,0.00728687192063809,"HECO"
"intYr[3,9]",-0.966483955770118,0.31404517935085,0.000810861166388376,0.0128276369511742,"PASM"
"intYr[4,9]",-1.40639577914794,0.416170838003637,0.00107454848317685,0.00971062142137154,"POSE"
"intYr[1,10]",0.15872787655714,0.391996142463738,0.00101212968769307,0.00543883396138647,"BOGR"
"intYr[2,10]",-0.129164843957461,0.443586146795445,0.00114533450609805,0.00789383663553478,"HECO"
"intYr[3,10]",-0.882600674130507,0.32225210989469,0.00083205136993489,0.0123636319972985,"PASM"
"intYr[4,10]",-1.94518768940493,0.514217944548499,0.0013277050237049,0.0114630971508049,"POSE"
"intYr[1,11]",-0.149983480773784,0.467061594555495,0.00120594785157768,0.0071929718339696,"BOGR"
"intYr[2,11]",-0.833915616762369,0.486425261618804,0.00125594462494948,0.00853188601592096,"HECO"
"intYr[3,11]",-0.933771386299126,0.321792281511246,0.000830864098154097,0.0125706910188919,"PASM"
"intYr[4,11]",-1.55689628681903,0.500525708881287,0.00129235182323059,0.01118988371527,"POSE"
"intYr[1,12]",-0.489698667505571,0.51879750033252,0.00133952938589459,0.00814526093866744,"BOGR"
"intYr[2,12]",-0.89680664372291,0.554100017863989,0.00143068009421364,0.0101419178932437,"HECO"
"intYr[3,12]",-1.03470317720093,0.326961306199453,0.000844210462509803,0.0123065392323374,"PASM"
"intYr[4,12]",-1.54121854727014,0.533795199786477,0.00137825327937232,0.0114655520459524,"POSE"
"intYr[1,13]",-0.664388727623386,0.595547359964083,0.00153769667134579,0.00994975482590647,"BOGR"
"intYr[2,13]",-0.904493444265842,0.604335973453915,0.00156038877380071,0.0107032173720754,"HECO"
"intYr[3,13]",-1.00198133107225,0.328748971715389,0.000848826195024342,0.0119197774573319,"PASM"
"intYr[4,13]",-1.25352148269667,0.568389761664277,0.0014675760540537,0.0126428855884609,"POSE"
"intercept[1]",-0.33726880974484,0.329079234282773,0.000849678929306578,0.00396060822006847,"BOGR"
"intercept[2]",-0.687155054940056,0.381319390770585,0.000984562433360289,0.00756022725003395,"HECO"
"intercept[3]",-0.968055307258606,0.289137091086685,0.000746548759033058,0.0133022940898508,"PASM"
"intercept[4]",-1.41693671163254,0.36368482238087,0.000939030173566342,0.010891111985709,"POSE"
"rain1[1]",0.401269766661733,0.248427898894185,0.000641438076766987,0.00609462655290999,"BOGR"
"rain1[2]",0.355774607870973,0.230876367248856,0.000596120216925124,0.00503715217074479,"HECO"
"rain1[3]",0.350789009137682,0.157986771512097,0.000407920089991619,0.00369595480172319,"PASM"
"rain1[4]",0.0911642126989695,0.277420287159726,0.000716296101379798,0.00760741611205808,"POSE"
"rain2[1]",0.164993085348003,0.186309518218878,0.000481049107534429,0.00348438341413204,"BOGR"
"rain2[2]",0.187295394048471,0.185062156136106,0.000477828432485583,0.00328799064693162,"HECO"
"rain2[3]",0.150457243470523,0.104295937918308,0.000269290953756458,0.00142719250572525,"PASM"
"rain2[4]",-0.0132260509198123,0.210025060373914,0.00054228237407625,0.00469570391727305,"POSE"
"rainLag[1]",-0.285386971022845,0.168124457353861,0.000434095482281107,0.00291698691546314,"BOGR"
"rainLag[2]",-0.32128748836028,0.172352981847941,0.000445013485577509,0.00301834524295883,"HECO"
"rainLag[3]",-0.241375461463222,0.109784070694425,0.000283461251652243,0.001652875753078,"PASM"
"rainLag[4]",-0.351877021014941,0.171395013237237,0.000442540021260547,0.0032960970954828,"POSE"
"tau[1]",1.9909076085599,0.227193430286848,0.000586610914579132,0.00102955059645949,"BOGR"
"tau[2]",1.80955983569992,0.209941549022852,0.000542066748694996,0.000953002692576562,"HECO"
"tau[3]",2.41620189083663,0.242849541904434,0.000627034820953314,0.000904311609075673,"PASM"
"tau[4]",2.10405141454133,0.230188560605728,0.000594344307808962,0.00130246702196784,"POSE"
"temp1[1]",-0.142253585871891,0.223175127411217,0.000576235701167575,0.00550066606910463,"BOGR"
"temp1[2]",-0.123304599387613,0.210349745158864,0.000543120706586169,0.00455978527142347,"HECO"
"temp1[3]",-0.0661616567716476,0.130988946577826,0.000338212005755449,0.00290075946366063,"PASM"
"temp1[4]",0.102818777625454,0.213179963104905,0.000550428297900272,0.00484813114238202,"POSE"
"temp2[1]",0.118113034032585,0.182925422282137,0.000472311409397784,0.00401979836732567,"BOGR"
"temp2[2]",0.0870991721671775,0.180585371683023,0.00046626942473135,0.00384565151980495,"HECO"
"temp2[3]",0.123781344887035,0.13068628007815,0.000337430524213648,0.00288253210512724,"PASM"
"temp2[4]",0.0515905329467896,0.184697061076014,0.000476885761093904,0.00419383334149941,"POSE"
