"","x"
"a_mu",1.00053980854485
"a[1]",1.0015581031883
"a[2]",0.999646108134297
"a[3]",1.0006341439777
"a[4]",1.00200213309106
"a[5]",1.00291549566276
"a[6]",1.00316643927135
"a[7]",0.999607256318563
"a[8]",1.00015845999554
"a[9]",1.00418151027019
"a[10]",1.00158951083003
"a[11]",1.00028146663616
"a[12]",1.00154899598631
"a[13]",0.999588787918827
"b1_mu",1.00061582698204
"b1[1]",1.00117208817036
"b1[2]",1.00022985952225
"b1[3]",1.00023721603154
"b1[4]",1.00030313381845
"b1[5]",1.00110130560182
"b1[6]",1.00083690023137
"b1[7]",0.999524285186361
"b1[8]",1.00008964394169
"b1[9]",1.00419799711994
"b1[10]",1.00037751528116
"b1[11]",0.999756908181814
"b1[12]",1.00307735913727
"b1[13]",1.00250681662137
"b2[1]",1.00018250013942
"b2[2]",1.00358822190372
"b2[3]",0.999916955084738
"b2[4]",1.00389422811864
"b2[5]",1.00044803084299
"b2[6]",1.00262878392207
"b2[7]",0.99983296915473
"tau",0.999520121337186
"gint[1]",0.999245971239245
"gint[2]",1.00316990705026
"gint[3]",1.0017385946697
"gint[4]",1.00397234885347
"gint[5]",0.999591494513114
"gint[6]",0.999547837401352
"sig_a",1.02079803573313
"sig_b1",1.02161403495748
"sig_G",1.00172986696104
"lp__",1.05214373745201
