"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",0.8908744150152,0.137826068421235,0.000355865378445792,0.000842960066907535,"BOGR"
"beta[2,1]",0.873219368110498,0.077507419612538,0.000200123296911247,0.00125171562330416,"HECO"
"beta[3,1]",0.823019212275556,0.0522633199176152,0.000134943311772289,0.00122555351483208,"PASM"
"beta[4,1]",0.743366937756492,0.0860642978426337,0.00022221706149837,0.00143683330438372,"POSE"
"beta[1,2]",0.949227763333556,0.0998664152396376,0.000257853975379034,0.000748215300404573,"BOGR"
"beta[2,2]",0.869868846572135,0.074306120667759,0.00019185757857834,0.00122184920784451,"HECO"
"beta[3,2]",0.843174044767603,0.0528437872495495,0.000136442071978689,0.00126289072915691,"PASM"
"beta[4,2]",0.747377277948865,0.0819691999698839,0.00021164356425687,0.00144645111475519,"POSE"
"beta[1,3]",0.8419932623702,0.0925945966326913,0.000239078220471471,0.000633478077629159,"BOGR"
"beta[2,3]",0.873158243029126,0.0730190475548001,0.000188534370090445,0.00129698394867208,"HECO"
"beta[3,3]",0.861753089839049,0.0543753059675181,0.000140396436304754,0.00125087884965417,"PASM"
"beta[4,3]",0.706521186388358,0.0927130631665074,0.000239384099746506,0.00181130333664959,"POSE"
"beta[1,4]",0.908753169293173,0.0984948010618542,0.000254312482800383,0.000974313354239596,"BOGR"
"beta[2,4]",0.864080601900996,0.0698735706764064,0.000180412783713179,0.001185761100397,"HECO"
"beta[3,4]",0.82744121907559,0.0488743456258148,0.000126193017777044,0.00115635290419899,"PASM"
"beta[4,4]",0.818623652977081,0.101339902078875,0.000261658502038516,0.00201636332996809,"POSE"
"beta[1,5]",0.999819830395714,0.116601615899047,0.000301064077678589,0.00144012680862179,"BOGR"
"beta[2,5]",0.880676566586425,0.074745057725013,0.000192990909186858,0.00131986362764545,"HECO"
"beta[3,5]",0.87290618142913,0.0476850114669333,0.000123122170183428,0.00114133880895623,"PASM"
