"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",0.907116293325912,0.13837421097458,0.000357280676432761,0.000841369209784152,"BOGR"
"beta[2,1]",0.89516568583964,0.0814169398648488,0.000210217634797153,0.00140391757890263,"HECO"
"beta[3,1]",0.853159648064861,0.054733468705646,0.000141321208518088,0.00135177083900641,"PASM"
"beta[4,1]",0.774225086013825,0.0857161192635502,0.000221318068272839,0.0015798445137067,"POSE"
"beta[1,2]",0.941284717940343,0.0991676092583288,0.000256049666093808,0.000697818759975974,"BOGR"
"beta[2,2]",0.862849645520065,0.0760618736270803,0.00019639091322601,0.00130312833289645,"HECO"
"beta[3,2]",0.820874557474925,0.0554236177588551,0.000143103165711074,0.00125834400626713,"PASM"
"beta[4,2]",0.702432690045531,0.0832375853328534,0.000214918521181773,0.00161739746897425,"POSE"
"beta[1,3]",0.840608690043102,0.0937180367794319,0.000241978930457329,0.000668281662426844,"BOGR"
"beta[2,3]",0.877573873594792,0.0747286562759874,0.000192948560827572,0.0013049484918996,"HECO"
"beta[3,3]",0.863068971196371,0.0548792821394925,0.000141697697185382,0.00137472379242575,"PASM"
"beta[4,3]",0.67961104689062,0.0911268658150218,0.000235288555795772,0.00182630428308373,"POSE"
"beta[1,4]",0.917530485922688,0.0997801123877028,0.000257631142373518,0.000974115556837318,"BOGR"
"beta[2,4]",0.876882452533846,0.0716690116164217,0.000185048592286365,0.00128111541968149,"HECO"
"beta[3,4]",0.845008794688481,0.0504424159862545,0.000130241758038154,0.00128521644870162,"PASM"
"beta[4,4]",0.817528536507192,0.100460767040282,0.000259388585129491,0.00197004196637086,"POSE"
"beta[1,5]",1.0046325259044,0.116152515295573,0.000299904504906572,0.00137696870515876,"BOGR"
"beta[2,5]",0.898390991608754,0.0836511516976918,0.000215986344944154,0.0017221976344982,"HECO"
"beta[3,5]",0.872625436734697,0.0470451586598982,0.000121470077339648,0.00124162388297722,"PASM"
"beta[4,5]",0.793776671778003,0.0872796233015328,0.000225355018340062,0.00171254828294099,"POSE"
"beta[1,6]",1.0102604008438,0.0871827810478818,0.000225104972716329,0.00124547462658598,"BOGR"
"beta[2,6]",0.8578713670552,0.0698234896570972,0.000180283475077349,0.00139826305827242,"HECO"
"beta[3,6]",0.824289935363218,0.0433466960997014,0.000111920688071505,0.00116895366383373,"PASM"
"beta[4,6]",0.641368133613529,0.0963022715693082,0.00024865139599325,0.00200405939098512,"POSE"
"beta[1,7]",0.769796062485678,0.0708061698495983,0.000182820744424152,0.000783777229427421,"BOGR"
"beta[2,7]",0.820776940034676,0.0686282884874637,0.00017719747892711,0.00123046150405524,"HECO"
"beta[3,7]",0.836891049155533,0.0413722938420098,0.000106822803363002,0.00116099418193482,"PASM"
"beta[4,7]",0.764009552707173,0.0872267611272904,0.000225218528793072,0.00146800228806316,"POSE"
"beta[1,8]",0.864814134524014,0.0749615875616077,0.000193549986820917,0.000780405112182782,"BOGR"
"beta[2,8]",0.869441033779086,0.0673594103582974,0.000173921249685358,0.00118665178344152,"HECO"
"beta[3,8]",0.837130041490584,0.0416456720887285,0.00010752866296084,0.00117432862216257,"PASM"
"beta[4,8]",0.751346598742398,0.0788914312485358,0.000203696799589364,0.00145881034830217,"POSE"
"beta[1,9]",0.961870917827439,0.0851931984911953,0.000219967892644362,0.000870941475633729,"BOGR"
"beta[2,9]",0.876649472028671,0.0688203661255534,0.00017769342125611,0.00120105454297111,"HECO"
"beta[3,9]",0.866409448711557,0.044384941050261,0.000114601425006706,0.00127757041178236,"PASM"
"beta[4,9]",0.749343995778206,0.0725613424742775,0.00018735258065422,0.00142289420334259,"POSE"
"beta[1,10]",0.755240032731946,0.0740059103366169,0.000191082438836424,0.000708393016919415,"BOGR"
"beta[2,10]",0.860338338227903,0.0723016190366876,0.000186681977621949,0.00127517714747157,"HECO"
"beta[3,10]",0.814775081145557,0.043562520017908,0.000112477943032123,0.00116145880772883,"PASM"
"beta[4,10]",0.656355577790773,0.0916234849342772,0.000236570820847961,0.00179909838195726,"POSE"
"beta[1,11]",0.959435159910145,0.0859161172997847,0.000221834460981913,0.000719514852557199,"BOGR"
"beta[2,11]",0.878274043133085,0.0718411583952281,0.000185493073357978,0.00116322066904592,"HECO"
"beta[3,11]",0.824949438206772,0.0459152452651294,0.00011855265349925,0.00116473391028903,"PASM"
"beta[4,11]",0.740250174421678,0.0842293468473577,0.000217479238401163,0.0016537209131795,"POSE"
"beta[1,12]",0.889933337921665,0.0823455352825323,0.000212615257855855,0.000613156085358177,"BOGR"
"beta[2,12]",0.890391736208511,0.0744843132875999,0.00019231766994438,0.00124322755396263,"HECO"
"beta[3,12]",0.864429165250639,0.0501304888572543,0.000129436365654255,0.00129906607774784,"PASM"
"beta[4,12]",0.737988661324622,0.0808618038501844,0.000208784279770703,0.00151090850605256,"POSE"
"beta[1,13]",0.94656103686368,0.0929750220226044,0.000240060474604543,0.000780617825661513,"BOGR"
"beta[2,13]",0.908602534611575,0.0788328565680435,0.00020354556041466,0.00133828950220912,"HECO"
"beta[3,13]",0.872450745537741,0.0540654560269616,0.000139596407198354,0.00122048492787476,"PASM"
"beta[4,13]",0.712950249051477,0.0887739006736295,0.000229213225924559,0.00199986205274941,"POSE"
"betaSpp[1]",0.905229955204983,0.0529974316894987,0.000136838780216796,0.000515217647146294,"BOGR"
"betaSpp[2]",0.874843663335421,0.0512009625853564,0.00013220031693525,0.00120554161246408,"HECO"
"betaSpp[3]",0.845870733609798,0.03887998491553,0.000100387689385762,0.0013074626458349,"PASM"
"betaSpp[4]",0.732404907423141,0.0575507971427418,0.0001485955192632,0.00145951827670817,"POSE"
"intG[1,1]",-0.015116985070558,0.187921922106719,0.000485212316471073,0.00261820579812609,"BOGR"
"intG[2,1]",0.0291596430462495,0.196457404399745,0.000507250836986231,0.00218984947677106,"HECO"
"intG[3,1]",0.133371237322027,0.192716879566498,0.000497592843396073,0.00438865330605162,"PASM"
"intG[4,1]",0.0594798877668397,0.195429718053836,0.000504597362251012,0.00308032390735005,"POSE"
"intG[1,2]",0.0436784078754612,0.197229391580845,0.000509244099316823,0.00253505686337076,"BOGR"
"intG[2,2]",0.0301151971428185,0.209788016928702,0.000541670330532496,0.00221240294548731,"HECO"
"intG[3,2]",-0.116242491805692,0.197679239685269,0.000510405602127993,0.00328084727169311,"PASM"
"intG[4,2]",-0.188951287031977,0.212506885854126,0.000548690419911619,0.00262901782789883,"POSE"
"intG[1,3]",0.028950675389201,0.191134274288236,0.000493506574138519,0.0027932345692387,"BOGR"
"intG[2,3]",0.00110041603817892,0.193808715144271,0.000500411950735747,0.00217065408369403,"HECO"
"intG[3,3]",0.0247048008657992,0.190798956731212,0.000492640787929155,0.00366298287570003,"PASM"
"intG[4,3]",0.0880021485199095,0.196398050407977,0.000507097585638467,0.00310762864902183,"POSE"
"intG[1,4]",0.0815098504986546,0.194393349006611,0.000501921468877394,0.00266314731805155,"BOGR"
"intG[2,4]",-0.0121570915400561,0.197354624861065,0.000509567450255943,0.00216540189328343,"HECO"
"intG[3,4]",-0.220423402496385,0.199576725985735,0.000515304890688902,0.00319470386316027,"PASM"
"intG[4,4]",-0.184351073037588,0.210959658485484,0.000544695496023923,0.00265807206827365,"POSE"
"intG[1,5]",0.00443801132842637,0.20234216305998,0.00052244521851126,0.00255535082879822,"BOGR"
"intG[2,5]",-0.0201389903853021,0.205590617499692,0.000530832691808537,0.0022142339741885,"HECO"
"intG[3,5]",0.0837502625809322,0.202444737138221,0.000522710063642445,0.00387890721400301,"PASM"
"intG[4,5]",0.165452740563549,0.209038512313974,0.000539735117938665,0.00307124696031432,"POSE"
"intG[1,6]",-0.13625528122248,0.192992829938175,0.000498305344191995,0.00257478617888075,"BOGR"
"intG[2,6]",-0.0316589099010015,0.216999582410461,0.000560290512539786,0.002296769445199,"HECO"
"intG[3,6]",0.108785334072288,0.196242350742926,0.000506695570831966,0.00417268210496562,"PASM"
"intG[4,6]",0.0691653903902899,0.199676327829704,0.000515562061544197,0.00298540607830853,"POSE"
"intYr[1,1]",-0.221652760943862,0.478389701851915,0.0012351968988464,0.0070313866391381,"BOGR"
"intYr[2,1]",-1.01477579159703,0.55583730435276,0.00143516574863938,0.00933100202624599,"HECO"
"intYr[3,1]",-1.02015235218956,0.326671964211345,0.000843463384708936,0.0129677978074245,"PASM"
"intYr[4,1]",-1.63514644959393,0.544363950041,0.00140554167518965,0.0108532992489792,"POSE"
"intYr[1,2]",0.30004038760247,0.492184469063653,0.00127081483463031,0.00811456123473503,"BOGR"
"intYr[2,2]",-0.557018913987657,0.554287553117701,0.00143116430815661,0.00952655427176451,"HECO"
"intYr[3,2]",-0.948474925501081,0.333403607892705,0.000860844413955942,0.0129607752455445,"PASM"
"intYr[4,2]",-1.27112421551912,0.537393195937256,0.00138754326548678,0.0119709563700704,"POSE"
"intYr[1,3]",-0.343776630568556,0.54201578892405,0.00139947874925621,0.0100872438099953,"BOGR"
"intYr[2,3]",-0.623338677016393,0.584142026646432,0.00150824822734765,0.0100761045281528,"HECO"
"intYr[3,3]",-1.02604500319486,0.331062850622483,0.000854800604672555,0.0129563246338703,"PASM"
"intYr[4,3]",-0.868654121882865,0.689740382845912,0.00178090201064596,0.0184887855158567,"POSE"
"intYr[1,4]",-0.408850191250816,0.598134795637536,0.00154437740152757,0.0113037652245158,"BOGR"
"intYr[2,4]",-0.754253949313654,0.621616300674762,0.00160500638682961,0.0110047932577859,"HECO"
"intYr[3,4]",-1.04170649887946,0.334243832720193,0.000863013865131896,0.0124259918810649,"PASM"
"intYr[4,4]",-1.47977304379165,0.546536765111433,0.00141115185957777,0.0122164194348573,"POSE"
"intYr[1,5]",-2.25639053779902,0.510306889419553,0.00131760672278456,0.00895327255717624,"BOGR"
"intYr[2,5]",-2.2370445249479,0.622619619302521,0.00160759694438711,0.012521168195174,"HECO"
"intYr[3,5]",-1.08743156490784,0.337906552862525,0.000872470967873945,0.0131423272274785,"PASM"
"intYr[4,5]",-1.32677571234718,0.520466896076634,0.00134383974717138,0.013075047191275,"POSE"
"intYr[1,6]",0.434927126217305,0.556217658333876,0.00143614781839573,0.00866265131006457,"BOGR"
"intYr[2,6]",0.401640156985753,0.649101434018148,0.00167597269596776,0.0124593377663137,"HECO"
"intYr[3,6]",-0.914964521621819,0.333881646778877,0.000862078705052598,0.0129001415553314,"PASM"
"intYr[4,6]",-0.888217773537515,0.559003004028947,0.00144333955005602,0.014440417290069,"POSE"
