"(Intercept).yr","crowd.yr","logarea.yr","Group","GrpName","(Intercept)","logarea","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha"
0.00768502416811074,-0.00717097534919006,0.00296586198864964,-0.102410207959427,"E1",-2.81521369674077,1.34121740928955,-1.78428188012677,0.00273964755200948,0.00731894220043296,0.0912512840921627,0.00318097811017282,0.0650467135107242,0.012
0.270234220135554,-0.384814599094915,0.115967244041413,0.136544687927408,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06
0.0394003425601961,0.30555807114998,0.079157428720835,0.143758368878449,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05
-1.0971339211411,0.838421731459354,-0.214418306351288,-0.228445988372001,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03
-0.0604442846014628,0.131325748422152,-0.036868149124588,-0.00447736528356694,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.657388432988125,0.963285950686582,-0.135929273496,0.0659793113978601,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0141551929504684,-0.0731792830877566,-0.251692767709803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0334938215801076,0.221543433251543,-0.0672279348186175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.499586775356388,-0.95930214516498,0.573406192472894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.692923697531824,-0.74934059671949,0.0518651903690684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.543094134051364,1.20204656302172,-0.0707359715953055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.41494016344103,-0.633421598392249,-0.0176558859713344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.930545713349319,-0.913707210770633,0.272996630511151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.624059691289717,-1.20969503910403,0.317697124192357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.918600367376804,0.203034903871936,-0.254932199857256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.800676250748331,-0.427796938755193,0.138166681072166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.574769665348526,0.624336654927425,-0.217972416948783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.498198470823446,-0.492790809564244,0.020280251615459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0500997831685672,0.204638836786812,-0.0319980123512535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.146338933395357,-0.0197285161120473,-0.0511578866407437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.2907163464217,1.13382802446766,-0.362653869188684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.47683368579686,1.33582957223607,-0.370337033290005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
