"(Intercept).yr","logarea.yr","(Intercept)","logarea","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha"
-0.152405693863544,0.0520912093063114,3.60514092578386,0.6771634951741,-0.100111806084711,-0.0032500683866104,-0.00622015573835162,-0.040276365696977,0.00243163725749321,-0.158397403882656,0.012
-0.281332157158761,0.0961573804209334,NA,NA,NA,NA,NA,NA,NA,NA,0.06
0.124218851194733,-0.0424571419435808,NA,NA,NA,NA,NA,NA,NA,NA,0.05
-0.140840186275598,0.0481381990136853,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0.682280007432433,-0.233198575274333,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.458430943055071,-0.156688517349966,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.444471102278911,0.151917140577095,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.5641229127045,0.192813299655895,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.24953440231261,0.427082193822634,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00599487083316149,-0.00204900527938356,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.779458072034495,0.26641336387469,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.154541106024696,-0.0528210783749922,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.347685852649285,-0.118836613410345,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.240299794525177,0.0821328034114143,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.10816051186124,-0.378761578422636,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.615872022753496,-0.21050078661679,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.482754387811523,-0.165002102096958,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0979581053186125,0.0334814011080864,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0747042009189042,0.0255333778383081,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.676972789841456,-0.231384605104601,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.697087476226757,0.238259665425941,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.587151248242188,-0.200684225052841,NA,NA,NA,NA,NA,NA,NA,NA,NA
