"(Intercept).yr","crowd.yr","logarea.yr","Group","GrpName","(Intercept)","logarea","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha"
-0.696507440957718,-0.00335475759064405,-0.241878990643971,2.66121832432853e-14,"E1",2.92349207237659,1.73072108737653,-0.438542368628692,-4.09562326928969e-05,0.00647301653447434,-0.222877149310016,0.00971383364687268,-0.200575857067979,0.012
0.615892348962698,-0.0474321098200374,-0.0124237827103952,-5.60251841450787e-14,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06
-0.788981921834965,0.269178242702436,0.18462001275354,1.05763365976971e-14,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05
-1.02771139165473,0.198973982010776,-0.308375933824824,1.37814995569093e-14,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03
-1.16312471277221,0.187613393757364,-0.162687767597611,-2.22045461915159e-14,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.406190577909286,0.200408018048703,-0.0096376330419891,2.85382777460838e-14,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA
0.204675929818162,0.114638810952183,-0.34384802910543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.737913036271146,-0.334386679107906,0.117540475739904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.856518081553956,-0.0342023735424431,1.14633277222632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.278475649170294,-0.0120735675372595,-0.0256831076799714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.142016146308277,-0.10444274994183,-0.0488571132641965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.07188873401385,-0.0122559327373357,0.0510862347222704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.90820300359572,0.00364111615044628,0.32102984862599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.333258929912291,0.177422075706463,0.377043603471445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.462850890899262,-0.265785762010342,-0.00764999737944533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.468926838457164,0.28971636978482,-0.160213491622224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.73913103080402,-0.145484464921286,0.248430259511419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.826236248641129,-0.0435589157065331,-0.0695305125740609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.126910604529867,-0.170988513356856,-0.320762534458856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0958264128072343,-0.117482666800405,-0.135492496507192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.06092659821998,0.0185032233200009,-0.596752933606185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.55669758923629,0.0297249522689036,-0.704677071848166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
