"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",1.06790555187822,0.044699596126625,0.000115413860920411,0.000454625630234361,"BOGR"
"beta[2,1]",0.530984616727994,0.0889564984063624,0.000229684691243179,0.0003470283130802,"HECO"
"beta[3,1]",0.553190250286172,0.0313404036770196,8.09205743363431e-05,8.13413947971272e-05,"PASM"
"beta[4,1]",0.456456201105143,0.122157564903539,0.000315409476323105,0.00047228816951089,"POSE"
"beta[1,2]",0.946331169780386,0.0326933143494099,8.44137746717257e-05,0.000322261092272204,"BOGR"
"beta[2,2]",0.698118662594675,0.0969502999414699,0.000250324598055418,0.000631776802529725,"HECO"
"beta[3,2]",0.420675825909424,0.0216631213613689,5.59339388396346e-05,6.31755537964526e-05,"PASM"
"beta[4,2]",0.426359869539225,0.0930890405110501,0.000240354869075816,0.000453803313271743,"POSE"
"beta[1,3]",0.890276357936136,0.0346403535980698,8.9441008394707e-05,0.00036383885956628,"BOGR"
"beta[2,3]",0.377495972732214,0.0879199982476208,0.00022700845934108,0.000528977074717274,"HECO"
"beta[3,3]",0.330373640105854,0.0290857991304542,7.50992104289221e-05,8.4797481987806e-05,"PASM"
"beta[4,3]",0.495788708626908,0.0804988324252592,0.000207847091581447,0.000369340960733061,"POSE"
"beta[1,4]",0.997619536056946,0.0289884892509039,7.48479574003091e-05,0.000198146975915679,"BOGR"
"beta[2,4]",0.61702898187699,0.0507452067485091,0.000131023560424552,0.000169187272402775,"HECO"
"beta[3,4]",0.48706471513191,0.0299343145496488,7.72900678206162e-05,0.000106031378632796,"PASM"
"beta[4,4]",0.843344476714064,0.0530769235423561,0.000137044027298313,0.000335823614639514,"POSE"
"beta[1,5]",0.646478723864343,0.0418090063254157,0.000107950390146544,0.000388028778700894,"BOGR"
"beta[2,5]",0.334295344442854,0.0838866530687467,0.000216594406869557,0.000265558237604778,"HECO"
"beta[3,5]",0.423398285222444,0.0350868246658693,9.05937917348077e-05,0.000124995867871304,"PASM"
"beta[4,5]",0.56111998144801,0.0460773824897789,0.000118971290013162,0.00022605720714797,"POSE"
"beta[1,6]",0.866634377193274,0.0442656573265175,0.000114293435756351,0.000152132412519159,"BOGR"
"beta[2,6]",0.655632540770205,0.11783236355593,0.00030424185446425,0.000564115558840301,"HECO"
"beta[3,6]",0.670487721923156,0.0450011140976762,0.000116192376974053,0.000199362939930036,"PASM"
"beta[4,6]",0.662913688151934,0.0405822941537569,0.000104783032938927,0.000179561258005631,"POSE"
"beta[1,7]",0.688976218752759,0.0368070495163797,9.50353931999803e-05,0.000144293692703602,"BOGR"
"beta[2,7]",0.422983381973729,0.0643584763635163,0.000166172871428788,0.000193186755321928,"HECO"
"beta[3,7]",0.64966797473005,0.0325043838672549,8.39259582644074e-05,0.000120388085505565,"PASM"
"beta[4,7]",0.596187309281674,0.0392080467688353,0.00010123474144868,0.000260679738971902,"POSE"
"beta[1,8]",0.733676839896104,0.0369110181344674,9.53038390175682e-05,0.000197966421917587,"BOGR"
"beta[2,8]",0.888987264824968,0.0420561757714327,0.000108588578911954,0.000148095749331568,"HECO"
"beta[3,8]",0.656386277930307,0.0303252212030409,7.82993844596222e-05,0.000122886021276555,"PASM"
"beta[4,8]",0.607719236018889,0.035872066688413,9.26212779188435e-05,0.000144589608936189,"POSE"
"beta[1,9]",0.845734389777118,0.0415479529932067,0.000107276353341132,0.000343652485506911,"BOGR"
"beta[2,9]",0.717871527891846,0.0398547125970081,0.000102904425437397,0.000154411079632351,"HECO"
"beta[3,9]",0.71850072215722,0.026429539640093,6.8240777916006e-05,0.000100119637970529,"PASM"
"beta[4,9]",0.611359988261759,0.0293639915344243,7.5817500127334e-05,8.18956679982672e-05,"POSE"
"beta[1,10]",0.792389634946497,0.0423146967209658,0.000109256077133412,0.000377729376391637,"BOGR"
"beta[2,10]",0.743027670265526,0.0359730786796961,9.2882089758848e-05,0.000131264782982816,"HECO"
"beta[3,10]",0.674287873524703,0.0259658720255205,6.70435932830626e-05,8.51754909057114e-05,"PASM"
"beta[4,10]",0.328973523114217,0.0372380854951722,9.61483233116333e-05,0.000122870160193934,"POSE"
"beta[1,11]",0.911916754158633,0.0421355766717866,0.000108793591155117,0.000422118052100902,"BOGR"
"beta[2,11]",0.695483503764409,0.0335786184660682,8.66996200718234e-05,0.000132772062003536,"HECO"
"beta[3,11]",0.642671048956752,0.024925171671803,6.43565165241693e-05,7.76057354319494e-05,"PASM"
"beta[4,11]",0.516249738367377,0.0493566421051,0.000127438301931848,0.000132498602585738,"POSE"
"beta[1,12]",0.770722649287351,0.0442640675250031,0.000114289330906492,0.000448044667106588,"BOGR"
"beta[2,12]",0.782208803823368,0.0376182496311915,9.7129902890052e-05,0.000140032793215848,"HECO"
"beta[3,12]",0.681303986614318,0.0236451630460664,6.10515484638495e-05,8.1035887398633e-05,"PASM"
"beta[4,12]",0.460789865580508,0.0548346181230506,0.000141582375190812,0.000153332862226894,"POSE"
"beta[1,13]",0.748882573642489,0.0401126276739857,0.000103570359302644,0.000369476136643325,"BOGR"
"beta[2,13]",0.635519442629926,0.0355280882768213,9.17331294791438e-05,0.000135012628940327,"HECO"
"beta[3,13]",0.707607058052238,0.0241339024357958,6.23134681418879e-05,7.84011438681597e-05,"PASM"
"beta[4,13]",0.570760738591159,0.0519800789661707,0.00013421198678035,0.000142743009247149,"POSE"
"betaSpp[1]",0.839151412356284,0.0412281607608974,0.000106450653347812,0.000152646239909785,"BOGR"
"betaSpp[2]",0.622969042143841,0.0578134058306305,0.000149273571979709,0.000189759541127097,"HECO"
"betaSpp[3]",0.585845734725559,0.0412435826054557,0.00010649047237924,0.000113542963092411,"PASM"
"betaSpp[4]",0.549008893138833,0.0469413742071791,0.000121202107034997,0.000156449489517669,"POSE"
"intG[1,1]",-0.0348407359627968,0.170361192253173,0.000439870706957719,0.00748441370398898,"BOGR"
"intG[2,1]",0.0771024376080088,0.164052665475684,0.000423582160858841,0.00400862468688741,"HECO"
"intG[3,1]",0.0313192541401758,0.154698342008843,0.000399429401524099,0.0123197335281769,"PASM"
"intG[4,1]",-0.00220064526923454,0.163573046585422,0.000422343790209166,0.00515384902642985,"POSE"
"intG[1,2]",0.0481972346259721,0.171169156560949,0.00044195686182995,0.00741224986737742,"BOGR"
"intG[2,2]",0.0738212205844114,0.165209908272533,0.000426570148911985,0.0039540438335416,"HECO"
"intG[3,2]",-0.0605429737618856,0.155540627498966,0.000401604173308097,0.0122642636095607,"PASM"
"intG[4,2]",-0.106424783369323,0.175997554865219,0.000454423732644146,0.00493336188305518,"POSE"
"intG[1,3]",0.0173400279733169,0.169703173474476,0.000438171709776796,0.00741201221141148,"BOGR"
"intG[2,3]",-0.131828945384552,0.162073823797424,0.000418472813615719,0.00402352000026768,"HECO"
"intG[3,3]",-0.0806665309615679,0.154987734389769,0.000400176609438663,0.0123088244160892,"PASM"
"intG[4,3]",-0.0184936454111474,0.162698072763083,0.000420084617514309,0.0052638014357195,"POSE"
"intG[1,4]",0.0423772878204154,0.17026835272396,0.000439630996324045,0.00746549363870155,"BOGR"
"intG[2,4]",0.00176944434063865,0.166512193510501,0.000429932634937759,0.00394657801758286,"HECO"
"intG[3,4]",0.010662136177105,0.156665315088842,0.000404508104178281,0.0119612717186331,"PASM"
"intG[4,4]",0.00451701308270916,0.17360269588663,0.000448240233350418,0.00492167027662413,"POSE"
"intG[1,5]",0.117401075700715,0.171136175824212,0.000441871705933865,0.00744389299773898,"BOGR"
"intG[2,5]",-0.00901578031243309,0.162824097022182,0.000420410010752113,0.00399040116146643,"HECO"
"intG[3,5]",0.0795697441529234,0.155354709586834,0.000401124135323132,0.0121792808091884,"PASM"
"intG[4,5]",0.246819028078048,0.164688943114456,0.000425225022657858,0.00514206673656462,"POSE"
"intG[1,6]",-0.186144516722811,0.170923526963958,0.000441322648937629,0.00739212685384069,"BOGR"
"intG[2,6]",-0.0314703046810897,0.166625202939021,0.000430224424027507,0.0038833744571593,"HECO"
"intG[3,6]",0.0663749039855749,0.154820595733234,0.00039974505928315,0.012193356302497,"PASM"
"intG[4,6]",-0.0544758995850304,0.164016252837805,0.000423488143832109,0.00514981644251253,"POSE"
"intYr[1,1]",-0.0272472686461441,0.31949157004061,0.000824923686680629,0.0154039078955096,"BOGR"
"intYr[2,1]",0.931878264716149,0.316595476647156,0.00081744600569269,0.00705021644764907,"HECO"
"intYr[3,1]",-0.0650421084624248,0.185395084280587,0.00047868804925829,0.0107433664513992,"PASM"
"intYr[4,1]",0.715217454902704,0.342012406400794,0.000883072236124399,0.00917468804509076,"POSE"
"intYr[1,2]",0.323601368948852,0.359476333817436,0.000928163902820419,0.0161289100647481,"BOGR"
"intYr[2,2]",0.450348292970033,0.373057462897033,0.000963230227319066,0.00768730276605935,"HECO"
"intYr[3,2]",-0.260643290176979,0.192411619012953,0.000496804664035982,0.00859320464304369,"PASM"
"intYr[4,2]",0.662021849885447,0.345009266302732,0.000890810095118481,0.00857118922599784,"POSE"
"intYr[1,3]",-0.0834791888125533,0.490476216607873,0.00126640414575541,0.024748011376488,"BOGR"
"intYr[2,3]",0.152032754762812,0.469261710673585,0.00121162852696773,0.0118575141159958,"HECO"
"intYr[3,3]",-0.194418442442579,0.222637365156481,0.000574847204996366,0.0091772560460749,"PASM"
"intYr[4,3]",1.01292302941482,0.446673080013337,0.00115330493339388,0.0132563572270392,"POSE"
"intYr[1,4]",0.284489748436272,0.526695360068785,0.00135992157204742,0.0319900423183962,"BOGR"
"intYr[2,4]",0.481989013440014,0.495369850242947,0.00127903945346946,0.0172705246008356,"HECO"
"intYr[3,4]",-0.111791331272936,0.228389488037011,0.000589699122410789,0.00970971055945366,"PASM"
"intYr[4,4]",0.382686721540801,0.478713890911539,0.00123603395139903,0.0170578561067913,"POSE"
"intYr[1,5]",-0.795000260786696,0.372713751708688,0.000962342768846823,0.0176917509714024,"BOGR"
