"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",0.120324802851915,0.00952585805379321,2.45956597337846e-05,0.000157641302539019,"BOGR"
"beta[2,1]",1.08018939282612,0.331428012218698,0.000855743447859763,0.00244026193769516,"HECO"
"beta[3,1]",1.67362698866808,0.330817932820445,0.000854168229626899,0.0032452385047492,"PASM"
"beta[4,1]",1.27308276894563,0.733677212860018,0.00189434641793248,0.00481804874914075,"POSE"
"beta[1,2]",0.0795540254480939,0.00473989766502782,1.22383631462535e-05,5.68947806214169e-05,"BOGR"
"beta[2,2]",1.05679494121189,0.249786109223749,0.000644944960758351,0.00224801471258453,"HECO"
"beta[3,2]",1.39386416145865,0.247925619281232,0.000640141196382914,0.00303126463681435,"PASM"
"beta[4,2]",1.61602382488348,0.72582192186502,0.00187406414379699,0.00626525239568263,"POSE"
"beta[1,3]",0.0842958993151972,0.00807324745212745,2.0845035287934e-05,7.76776995528766e-05,"BOGR"
"beta[2,3]",1.15582099271468,0.260263499907255,0.000671997467177636,0.00220771860997198,"HECO"
"beta[3,3]",2.15749967230532,0.50085808818528,0.00129321002290325,0.0060606953296106,"PASM"
"beta[4,3]",1.70590115659427,0.489368445389218,0.0012635438927679,0.00415425868823536,"POSE"
"beta[1,4]",0.212002913473997,0.0161790448813517,4.17741142553449e-05,0.000129118722693759,"BOGR"
"beta[2,4]",1.03903743108019,0.292338764970702,0.000754815445454915,0.00188507361938594,"HECO"
"beta[3,4]",2.22150842359648,0.508334587499616,0.00131251426112482,0.00604043847746774,"PASM"
"beta[4,4]",1.02496196209786,0.163169859285153,0.000421302765076269,0.0014918389085447,"POSE"
"beta[1,5]",0.181503267986268,0.0422413057009513,0.00010906658233456,0.000416088757300963,"BOGR"
"beta[2,5]",0.845275484641692,0.301871241362539,0.000779428193664048,0.00148419160333198,"HECO"
"beta[3,5]",1.79580209251288,0.550404761319979,0.0014211389828437,0.003335455249004,"PASM"
"beta[4,5]",0.934013453608519,0.130492787146151,0.000336930927611489,0.000926320461054603,"POSE"
"beta[1,6]",0.591304287374829,0.112073921840162,0.000289373621887399,0.000655911241425658,"BOGR"
"beta[2,6]",0.933888377887006,0.320405325206631,0.000827282992374303,0.00164141518322044,"HECO"
"beta[3,6]",2.1780006879638,0.574187010345125,0.00148254448578353,0.00520340446300603,"PASM"
"beta[4,6]",0.639281870522442,0.0647821414509825,0.000167266769980872,0.000484023231294378,"POSE"
"beta[1,7]",0.417860205951151,0.0491276733934831,0.000126847107260585,0.00031668716060216,"BOGR"
