"","Mean","SD","Naive SE","Time-series SE"
"beta[1]",77.1108391928827,18.05785717183,0.0601928572394334,0.235756947252975
"beta[2]",40.1756332715333,13.0396864137848,0.0434656213792828,0.183776469848464
"beta[3]",175.435797027149,30.7289069233428,0.102429689744476,0.358986182683758
"beta[4]",189.657418934898,41.2915183546435,0.137638394515478,0.461741706693044
"beta[5]",115.108516985516,45.7431723431036,0.152477241143679,0.394299758032113
"beta[6]",309.266924334268,73.6860859736579,0.24562028657886,0.912420663482518
"beta[7]",192.042939079193,44.1475649459078,0.147158549819693,0.585226248016365
"beta[8]",254.138337773446,49.227788700652,0.164092629002173,0.798064211229695
"beta[9]",181.714696326482,27.6268331922494,0.0920894439741647,0.365983781511852
"beta[10]",178.631313879404,22.1582650071183,0.0738608833570611,0.227594088053042
"beta[11]",116.808727507524,16.352105195163,0.0545070173172101,0.140943006202425
"beta[12]",137.909637190869,20.3644109220131,0.0678813697400437,0.204803630080788
"beta[13]",137.796433713066,20.9656828705675,0.0698856095685583,0.231620694259086
"intG[1]",0.129755637286581,0.197558226587802,0.000658527421959339,0.00630910756341934
"intG[2]",-0.183749268095756,0.20645472558671,0.000688182418622367,0.00665283468282116
"intG[3]",0.0880667000928626,0.195709909784771,0.000652366365949238,0.00682141119740511
"intG[4]",-0.469070001398215,0.213114678956546,0.000710382263188485,0.00666832194955791
"intG[5]",0.237690919872779,0.200505283708347,0.000668350945694488,0.00630607938032977
"intG[6]",0.198596399329118,0.196694902682303,0.000655649675607676,0.00638297120517284
"intYr[1]",-6.33975567720066,0.2892421921104,0.000964140640367999,0.00801221101099989
"intYr[2]",-6.2427305604675,0.292945465782414,0.00097648488594138,0.00744464184647248
"intYr[3]",-6.31451855648188,0.3201050147093,0.00106701671569767,0.00878615116782645
"intYr[4]",-6.41276112919285,0.323127804255841,0.0010770926808528,0.00876982134788814
"intYr[5]",-6.57024946099351,0.280007446444403,0.000933358154814677,0.00761257067436217
"intYr[6]",-6.40510338612317,0.251002795221583,0.000836675984071945,0.00791035426633939
"intYr[7]",-6.5803484226039,0.265831388224251,0.000886104627414169,0.00837114204251325
"intYr[8]",-6.60983131156517,0.273651245419143,0.00091217081806381,0.00863564729841424
"intYr[9]",-6.59188261646669,0.262520897360735,0.000875069657869117,0.00846303592576187
"intYr[10]",-6.34110005364109,0.246113794150036,0.000820379313833455,0.00736303026234854
"intYr[11]",-6.30118846580518,0.25253122348376,0.000841770744945867,0.00775806042664498
"intYr[12]",-6.31814573769502,0.298159414584383,0.000993864715281277,0.00827368724181485
"intYr[13]",-6.45083528604211,0.318541347362001,0.00106180449120667,0.00901591786012901
"interceptMu",-6.42128310938696,0.207789165159381,0.000692630550531271,0.00772058200906712
"rain1",0.555182963253346,0.195313756224347,0.000651045854081156,0.00618450556062143
"rain2",-0.0223498870604077,0.121798139336203,0.000405993797787343,0.00269227472602359
"temp1",0.183263899864463,0.159964904191514,0.000533216347305046,0.00452846409073509
"temp2",0.402055652499819,0.170880162439708,0.000569600541465692,0.00535564066103023
