"","Mean","SD","Naive SE","Time-series SE"
"beta[1]",59.1072847549277,43.7332285979083,0.145777428659694,0.347296857330506
"beta[2]",67.5145454617212,35.7113011885514,0.119037670628505,0.375005109754376
"beta[3]",102.685956429225,38.0346995261642,0.126782331753881,0.599824411399254
"beta[4]",48.9221197745629,9.0652058236004,0.0302173527453347,0.0965808677099377
"beta[5]",49.7901082688477,8.56546973477002,0.0285515657825667,0.0826774650546306
"beta[6]",33.7305213526315,4.93414481846339,0.016447149394878,0.0480918064552903
"beta[7]",13.4552621387895,2.36644339117166,0.00788814463723887,0.0222576963951465
"beta[8]",48.4122416997171,6.90189808644738,0.0230063269548246,0.0706219219144918
"beta[9]",33.9997085263673,4.78585191172424,0.0159528397057475,0.0353291914328415
"beta[10]",15.2859905483585,9.18639240718087,0.0306213080239362,0.0688862501040527
"beta[11]",47.2929838086718,33.9497711983764,0.113165903994588,0.269642575714466
"beta[12]",75.5265287630188,43.7523597823769,0.14584119927459,0.517665605721234
"beta[13]",96.6469592824851,44.4262421972429,0.14808747399081,0.649365290808727
"intG[1]",0.0173925954857505,0.197436659124912,0.000658122197083038,0.00502562583853106
"intG[2]",-0.348278387851637,0.228138253696148,0.000760460845653828,0.00479491995095182
"intG[3]",0.187081350496073,0.196567270376355,0.000655224234587851,0.00519765176495011
"intG[4]",-0.198961311778439,0.217850423524866,0.000726168078416219,0.00496585630795253
"intG[5]",0.116807024371267,0.204697651165896,0.000682325503886319,0.00481905837508696
"intG[6]",0.238679136008191,0.199322063003309,0.000664406876677696,0.00517714197528799
"intYr[1]",-5.43354432593347,0.475236938420631,0.00158412312806877,0.0131833939013451
"intYr[2]",-5.41481085789226,0.494094196647041,0.00164698065549014,0.0126935490374455
"intYr[3]",-5.57235687309399,0.577389653088444,0.00192463217696148,0.0174981727398048
"intYr[4]",-5.5157060503566,0.611874524502426,0.00203958174834142,0.0198221599038324
"intYr[5]",-5.66904501388603,0.390328726512189,0.00130109575504063,0.00988002114763168
"intYr[6]",-4.08063839658128,0.293695112366033,0.000978983707886778,0.00892253953106167
"intYr[7]",-4.9082165065141,0.284181405931264,0.000947271353104214,0.00590001649293271
"intYr[8]",-5.36332961082858,0.304244217923332,0.00101414739307777,0.00637842835305011
"intYr[9]",-5.02317790789978,0.292375476376919,0.000974584921256396,0.00728117949050423
"intYr[10]",-5.41166315306729,0.332468112748635,0.00110822704249545,0.00685860626729974
"intYr[11]",-5.6349703280107,0.384406421847394,0.00128135473949131,0.0082514307192984
"intYr[12]",-5.64854913542474,0.544560148934899,0.00181520049644966,0.0132953406618375
"intYr[13]",-5.16230672238551,0.628338380728153,0.00209446126909384,0.0160047104256006
"interceptMu",-5.29662155466567,0.272424863474612,0.000908082878248706,0.00581555722851815
"rain1",-0.465680937676754,0.345426994658577,0.00115142331552859,0.0152963757194024
"rain2",-0.00327372829045098,0.237021431935213,0.000790071439784044,0.0065344568094043
"temp1",-0.0733298474032315,0.288513582895833,0.000961711942986111,0.0117040368510994
"temp2",-0.21308675023066,0.291214614816681,0.000970715382722271,0.0106158351878104
