"","quad","year","NRquad","totPnumber","totOldPnumber","QuadName","Grazing","Group"
"1","Q1",32,0,1,0,"E1 Q1","no","E1"
"2","Q1",33,0,1,1,"E1 Q1","no","E1"
"3","Q1",34,1,1,1,"E1 Q1","no","E1"
"4","Q1",35,1,2,1,"E1 Q1","no","E1"
"5","Q1",36,0,3,2,"E1 Q1","no","E1"
"6","Q1",37,0,2,2,"E1 Q1","no","E1"
"7","Q1",38,0,1,1,"E1 Q1","no","E1"
"8","Q1",39,0,1,1,"E1 Q1","no","E1"
"9","Q1",40,2,1,1,"E1 Q1","no","E1"
"10","Q1",41,0,3,1,"E1 Q1","no","E1"
"11","Q1",45,0,3,0,"E1 Q1","no","E1"
"12","Q10",30,0,7,0,"P1 E1 Q4","no","P1E1"
"13","Q10",31,0,4,4,"P1 E1 Q4","no","P1E1"
"14","Q10",32,0,2,2,"P1 E1 Q4","no","P1E1"
"15","Q10",33,2,3,3,"P1 E1 Q4","no","P1E1"
"16","Q10",34,2,5,3,"P1 E1 Q4","no","P1E1"
"17","Q10",35,0,4,2,"P1 E1 Q4","no","P1E1"
"18","Q10",36,3,3,3,"P1 E1 Q4","no","P1E1"
"19","Q10",37,16,6,3,"P1 E1 Q4","no","P1E1"
"20","Q10",38,2,21,5,"P1 E1 Q4","no","P1E1"
"21","Q10",39,2,11,9,"P1 E1 Q4","no","P1E1"
"22","Q10",40,12,12,10,"P1 E1 Q4","no","P1E1"
"23","Q10",41,22,23,11,"P1 E1 Q4","no","P1E1"
"24","Q10",45,10,28,0,"P1 E1 Q4","no","P1E1"
"25","Q10",46,0,28,18,"P1 E1 Q4","no","P1E1"
"26","Q10",49,10,14,5,"P1 E1 Q4","no","P1E1"
"27","Q10",50,0,21,11,"P1 E1 Q4","no","P1E1"
"28","Q10",51,0,3,3,"P1 E1 Q4","no","P1E1"
"29","Q10",54,8,4,2,"P1 E1 Q4","no","P1E1"
"30","Q10",55,9,9,1,"P1 E1 Q4","no","P1E1"
"31","Q10",56,1,17,8,"P1 E1 Q4","no","P1E1"
"32","Q11",30,1,1,0,"P1 Q1","yes","P1"
"33","Q11",31,0,1,0,"P1 Q1","yes","P1"
"34","Q11",38,0,1,0,"P1 Q1","yes","P1"
"35","Q12",30,0,7,0,"P1 Q2","yes","P1"
"36","Q12",31,2,6,6,"P1 Q2","yes","P1"
"37","Q12",32,10,5,3,"P1 Q2","yes","P1"
"38","Q12",33,1,15,5,"P1 Q2","yes","P1"
"39","Q12",34,1,7,6,"P1 Q2","yes","P1"
"40","Q12",35,1,8,7,"P1 Q2","yes","P1"
"41","Q12",36,5,8,7,"P1 Q2","yes","P1"
"42","Q12",37,4,11,6,"P1 Q2","yes","P1"
"43","Q12",38,3,14,10,"P1 Q2","yes","P1"
"44","Q12",39,0,14,11,"P1 Q2","yes","P1"
"45","Q12",40,3,11,11,"P1 Q2","yes","P1"
"46","Q12",45,5,41,0,"P1 Q2","yes","P1"
"47","Q12",46,4,22,17,"P1 Q2","yes","P1"
"48","Q12",49,8,22,19,"P1 Q2","yes","P1"
"49","Q12",50,1,24,16,"P1 Q2","yes","P1"
"50","Q12",51,1,20,19,"P1 Q2","yes","P1"
"51","Q12",54,2,19,15,"P1 Q2","yes","P1"
"52","Q12",55,0,17,15,"P1 Q2","yes","P1"
"53","Q13",33,0,3,0,"P1 Q3","yes","P1"
"54","Q13",34,0,1,1,"P1 Q3","yes","P1"
"55","Q13",35,0,1,1,"P1 Q3","yes","P1"
"56","Q13",36,0,1,1,"P1 Q3","yes","P1"
"57","Q13",37,1,1,1,"P1 Q3","yes","P1"
"58","Q13",38,0,2,1,"P1 Q3","yes","P1"
"59","Q13",39,0,2,2,"P1 Q3","yes","P1"
"60","Q13",40,1,1,1,"P1 Q3","yes","P1"
"61","Q13",41,0,2,1,"P1 Q3","yes","P1"
"62","Q13",45,1,4,0,"P1 Q3","yes","P1"
"63","Q13",46,0,4,3,"P1 Q3","yes","P1"
"64","Q13",49,1,2,1,"P1 Q3","yes","P1"
