"","Mean","SD","Naive SE","Time-series SE"
"beta[1]",301.956867636439,154.246134048766,0.514153780162552,21.6999473179934
"beta[2]",289.199015567462,147.290852353736,0.490969507845788,22.2621173893236
"beta[3]",286.056152425009,157.088262563878,0.523627541879592,21.9994026266669
"beta[4]",291.60239249683,143.249306814434,0.477497689381446,20.4507742691498
"beta[5]",297.517726925401,134.832615778506,0.449442052595019,19.8822616038954
"beta[6]",296.751398012937,147.968928652778,0.493229762175927,22.616450311349
"beta[7]",304.597492851271,144.662618249332,0.482208727497774,23.9846238688536
"beta[8]",293.364393934129,157.947764908558,0.526492549695193,21.9653035405096
"beta[9]",289.509663051789,152.475184467241,0.508250614890803,23.7695450109801
"beta[10]",299.905605875382,142.297448135454,0.474324827118179,21.755826135869
"beta[11]",305.725173860598,131.344284605566,0.437814282018555,21.2288541391126
"beta[12]",288.001609106619,153.223865673126,0.510746218910422,22.2007818497329
"beta[13]",296.393751577503,167.937082608465,0.55979027536155,23.9315661698992
"intG[1]",0.176399855193091,0.606996159129458,0.00202332053043153,0.00341173116403417
"intG[2]",-0.494144886172275,0.694829713454501,0.00231609904484834,0.0050065298254524
"intG[3]",0.323107889583973,0.608921271188537,0.00202973757062846,0.00389662105047306
"intG[4]",0.143964686010167,0.595875936772037,0.00198625312257346,0.00324695664441821
"intG[5]",0.4025525598501,0.695894920668744,0.00231964973556248,0.00484096478835144
"intG[6]",-0.543533082625934,0.671419726491679,0.00223806575497226,0.00489542900131988
"intYr[1]",262.403627843404,391.851351131167,1.30617117043722,17.5587503908773
"intYr[2]",291.697763319258,391.790020902423,1.30596673634141,18.8804435816984
"intYr[3]",226.027142874501,323.462511602568,1.07820837200856,11.0371320658856
"intYr[4]",295.140414666496,381.21710405967,1.2707236801989,17.512004908655
"intYr[5]",3.49591119093393,62.0755182457279,0.206918394152426,15.6453112089594
"intYr[6]",8.54789176664379,76.1639363850836,0.253879787950279,14.298399882793
"intYr[7]",18.7038933272477,18.5565862013096,0.0618552873376986,3.87927345609425
"intYr[8]",258.647003157766,376.753593688176,1.25584531229392,17.6724650724826
"intYr[9]",247.928218473706,335.460220554444,1.11820073518148,12.5307520980779
"intYr[10]",251.560433147917,362.115136450822,1.20705045483607,16.3044571560775
"intYr[11]",9.49515925327685,54.9534398448274,0.183178132816091,23.5953046180039
"intYr[12]",270.463824366023,309.163168544121,1.03054389514707,11.0478807046407
"intYr[13]",220.708707837968,316.22685797057,1.05408952656857,9.19205330115449
"interceptMu",178.493760117277,195.760669305244,0.652535564350812,10.1614087067792
"rain1",8.54087052155315,124.138697437234,0.413795658124115,23.6032910515493
"rain2",-15.0327823151369,104.940843600673,0.349802812002244,33.3551417024926
"temp1",17.6745668203263,34.5129555836596,0.115043185278865,6.92851710957294
"temp2",-49.3272088853295,110.39311901374,0.367977063379133,13.2641009155798
