"","Point est.","Upper C.I."
"beta[1]",1.12775096593671,1.18233796554597
"beta[2]",1.10643731164847,1.19789096677987
"beta[3]",1.07363342645038,1.14633033876756
"beta[4]",1.14958996194708,1.18908585066032
"beta[5]",1.13280544942455,1.21011011513393
"beta[6]",1.10885225972097,1.16702545301037
"beta[7]",1.08957992359286,1.16752855060195
"beta[8]",1.13183240269707,1.16847394531235
"beta[9]",1.11916750312033,1.16562650479378
"beta[10]",1.07155556340565,1.14033288500235
"beta[11]",1.13101030719308,1.21508542564574
"beta[12]",1.08485089947473,1.1237702055283
"beta[13]",1.16568912890328,1.26032480753354
"intG[1]",1.00004625165432,1.00007964470208
"intG[2]",1.00009382130063,1.00023692463971
"intG[3]",1.00023747578606,1.000851893106
"intG[4]",1.00018103162381,1.00046623076651
"intG[5]",1.00057882212291,1.00101964659652
"intG[6]",1.00010332389638,1.00018167091748
"intYr[1]",1.46110890130546,2.24039254219095
"intYr[2]",1.20712149343696,1.6716365411383
"intYr[3]",1.09418435885178,1.28650254813436
"intYr[4]",1.09730254046933,1.2504896668065
"intYr[5]",1.35657799746145,2.12386771726632
"intYr[6]",2.96667790906638,6.77108240891712
"intYr[7]",1.22798207901485,1.72590486726972
"intYr[8]",1.29107197020133,1.94179280498596
"intYr[9]",2.03547629279002,4.24667590782707
"intYr[10]",1.26801734067645,1.8990821213479
"intYr[11]",1.35225469937475,2.06826543443416
"intYr[12]",1.23064310691957,1.73261836250528
"intYr[13]",2.08418919912368,4.39955171544141
"interceptMu",1.30492554526221,1.9267507939285
"rain1",3.41152035302044,8.35522801205907
"rain2",1.13483902099024,1.36854746567957
"temp1",2.81959217890029,6.23932518156865
"temp2",2.37963730375901,4.69529377367169
