"","Point est.","Upper C.I."
"beta[1]",1.26486823126841,1.79551950480345
"beta[2]",1.43735134247584,2.13391808394003
"beta[3]",1.35112133409749,1.98952918276254
"beta[4]",1.45340477879977,2.24716663822158
"beta[5]",1.304970114758,1.90652303548451
"beta[6]",1.53031519225809,2.39646791038317
"beta[7]",1.26236932105769,1.77187922387626
"beta[8]",1.41926592728184,2.17582580687051
"beta[9]",1.3520017580516,1.94549539776275
"beta[10]",1.19715655880414,1.63000167939938
"beta[11]",1.45814928069203,2.28132507126103
"beta[12]",1.42675855978229,2.19201698840751
"beta[13]",1.47817483723139,2.33343322434783
"intG[1]",1.14407574805799,1.38184574040527
"intG[2]",1.16579597382388,1.47152106392561
"intG[3]",1.0635035257139,1.10088861988576
"intG[4]",1.14071509992743,1.3564693042737
"intG[5]",1.06556723634382,1.09047059610171
"intG[6]",1.07482188067259,1.12555050131184
"intYr[1]",1.0661182981485,1.20828202463826
"intYr[2]",1.05071531805626,1.16122223171015
"intYr[3]",1.04331598609828,1.12662774998853
"intYr[4]",1.15516480647377,1.4591324046724
"intYr[5]",1.03599006023998,1.10577119398001
"intYr[6]",3.73942179775397,9.03583433731916
"intYr[7]",1.05741641702194,1.18194708521111
"intYr[8]",1.06643312649311,1.20695347051629
"intYr[9]",1.06930743242329,1.21235524456329
"intYr[10]",1.05083505817301,1.16051930080866
"intYr[11]",2.34432571033589,4.80510169395153
"intYr[12]",1.02722850522209,1.06815615054778
"intYr[13]",1.28143281860759,1.78396751957443
"interceptMu",1.1368439246892,1.4064853861609
"rain1",2.6089568524681,5.93413923194852
"rain2",2.24520007389462,4.3704496013509
"temp1",2.25470132323211,4.13708548067669
"temp2",1.34261728391511,1.94746690601809
