"","2.5%","25%","50%","75%","97.5%"
"beta[1]",67.3141715346138,188.848063144069,301.040106400113,401.794633211531,567.222705767212
"beta[2]",20.7382249017083,181.875682664674,297.825293511208,398.102380987322,562.887611129965
"beta[3]",-18.7220179889064,183.247175128785,297.322495792072,398.1654286366,562.156098654628
"beta[4]",30.3139217060684,185.120603807842,298.072325065775,398.376021441784,562.694211429042
"beta[5]",74.3819762077552,190.852014306071,299.493303076256,398.824076080588,563.102719521467
"beta[6]",25.3292015456398,186.547269028126,300.548737883376,401.608206257798,565.966665132776
"beta[7]",74.3002290500172,192.605681540459,301.209594622683,404.231874362879,568.892301070618
"beta[8]",36.0013201433025,186.336426897018,298.496103153789,399.273849904809,565.268838456833
"beta[9]",32.0004812193746,182.855378032261,297.836432448444,398.326749577546,563.34321517481
"beta[10]",73.8114768111429,190.874021428259,298.917522870644,399.930695031313,565.630934636097
"beta[11]",97.1364848118896,198.772375756213,302.142460119525,402.285414812645,565.850494085758
"beta[12]",-1.27607197965766,182.597506867468,297.991707951557,398.316486202595,563.018866959489
"beta[13]",33.0380252164212,186.353424621727,300.076515017482,404.064201813796,568.263554710752
"intG[1]",-0.955496850644186,-0.196252521456742,0.145438735372101,0.513401108997068,1.49815510582652
"intG[2]",-2.14168428715268,-0.854487086488038,-0.403581798810061,-0.0363194802980922,0.639663351819094
"intG[3]",-0.75768083308548,-0.0667782468209544,0.272577277215452,0.656191865813693,1.70204817044077
"intG[4]",-0.980198394623155,-0.22291954044683,0.116529576681814,0.482522808716339,1.42514649539807
"intG[5]",-0.728347930504964,-0.0387594995133798,0.319406495144758,0.742656824891093,2.04255594620021
"intG[6]",-2.1101355268341,-0.899030103177523,-0.46048259840832,-0.101279341323297,0.558368038946505
"intYr[1]",-31.0919863977543,35.1998188357118,132.317066749482,333.962893889398,1330.07973933264
"intYr[2]",-22.9057286062943,43.3353782590551,153.488210196658,382.52275684622,1354.97986626986
"intYr[3]",-106.958215009444,40.5942013752508,130.698209138569,298.675131807342,1146.49450900967
"intYr[4]",-4.69235677322012,59.7418935515641,177.85715181722,382.596312504789,1332.84592103929
"intYr[5]",-106.50145618749,-32.8509962797868,5.10859499564133,27.1930304628253,150.936266386988
"intYr[6]",-151.124212260766,-33.1815419683434,19.4048805634463,66.1492163450788,134.32515917274
"intYr[7]",-12.1953169415836,4.29045252187298,17.9354914196059,30.4180792030552,61.4577594342417
"intYr[8]",2.34192480140713,44.9752617870657,135.430743574718,316.641366262074,1274.41216177518
"intYr[9]",3.58418747497416,49.641602618168,142.06428219699,307.030965977809,1164.93130564961
"intYr[10]",-15.7706002875139,42.3861599874722,134.307445705001,300.930904928897,1383.28314768057
"intYr[11]",-116.13061424384,-13.1401690761039,8.57267210013677,51.3930747310079,104.024409438204
"intYr[12]",-15.9740779608002,61.8346565364652,199.142149065804,368.876140685504,1116.69630244938
"intYr[13]",-54.5756445933925,31.0451851576334,116.939586277297,287.440231541407,1116.42353568669
"interceptMu",6.00883953208491,48.202314394564,122.80625156911,228.641607143232,728.530408000261
"rain1",-252.180130091959,-71.1623207161936,29.4792238464377,106.294931961088,208.778701875556
"rain2",-180.123241330475,-84.493876113577,-22.2085195042899,4.53377856721852,234.593179845777
"temp1",-57.0886725698545,-2.04325606640592,14.6247353412599,42.1549042854721,85.1324358487364
"temp2",-295.424684616361,-115.697382579604,-10.3060592395664,16.7524122196062,130.222938149315
