"","Mean","SD","Naive SE","Time-series SE"
"beta[1]",1319.00858839548,414.019055867394,1.38006351955798,58.2451940564796
"beta[2]",1328.091881085,415.060728182514,1.38353576060838,48.2675595228964
"beta[3]",1317.5681907461,458.076492793972,1.52692164264657,57.110032749724
"beta[4]",1302.72502571094,463.548286502823,1.54516095500941,60.9858579952256
"beta[5]",1350.02565952471,393.576123371338,1.31192041123779,52.8538215444121
"beta[6]",1320.52520309822,370.179844428198,1.23393281476066,48.9431092569206
"beta[7]",1316.38865856811,408.765637783498,1.36255212594499,51.6872097780817
"beta[8]",1327.27451229051,402.060712525096,1.34020237508365,52.5824355230178
"beta[9]",1331.4191504039,381.499617098485,1.27166539032828,48.9399023930453
"beta[10]",1319.58161298323,431.102695909843,1.43700898636614,58.0529269721119
"beta[11]",1340.99850306065,388.71503913189,1.2957167971063,49.2621878539438
"beta[12]",1333.1718501452,401.027918319052,1.33675972773017,51.0044294247505
"beta[13]",1363.88889619601,422.381467197472,1.40793822399157,49.7182558736586
"intG[1]",0.199895967993517,0.67121900731795,0.00223739669105983,0.00383735151649438
"intG[2]",-0.559288044632951,0.678077643772402,0.00226025881257467,0.00596595450934436
"intG[3]",-0.0798586818052358,0.625988723204133,0.00208662907734711,0.00356192936772615
"intG[4]",0.117892041274341,0.608740148772219,0.00202913382924073,0.0032722853011205
"intG[5]",0.182048227342274,0.663252057311373,0.00221084019103791,0.00368353265221252
"intG[6]",0.141344977286104,0.661022837191422,0.00220340945730474,0.00339852681997737
"intYr[1]",169.156511497738,167.110872773858,0.557036242579527,7.21255814161069
"intYr[2]",140.512909718007,170.841020956933,0.569470069856444,7.50965930365894
"intYr[3]",134.830936238655,161.800353185769,0.53933451061923,9.74366443768387
"intYr[4]",116.345206801176,160.223938312936,0.534079794376453,5.91111932268466
"intYr[5]",-18.2666242450371,36.122270407919,0.120407568026397,6.72737278226415
"intYr[6]",-31.1784683605393,35.583531402049,0.118611771340163,7.06841962727793
"intYr[7]",126.480917705079,152.280070438674,0.507600234795579,5.12406534030848
"intYr[8]",138.527121583119,153.726064774201,0.512420215914004,5.38095640986762
"intYr[9]",11.0387387605741,25.3050190934004,0.0843500636446681,5.5548921537643
"intYr[10]",140.791488810628,163.735774740966,0.545785915803221,6.18218228343262
"intYr[11]",-9.53990678202606,33.2520100264547,0.110840033421516,5.5626213189593
"intYr[12]",143.974167512379,172.602226568567,0.575340755228557,7.38082227400493
"intYr[13]",80.8122813454809,91.9201978161524,0.306400659387175,23.437012741481
"interceptMu",87.4849670660599,86.0188281358689,0.286729427119563,4.88833860542919
"rain1",-64.6925938881919,79.7472333893007,0.265824111297669,18.693361690403
"rain2",-1.4967241172352,45.5786760754249,0.151928920251416,9.42684502014931
"temp1",-51.0250203491255,68.456453003036,0.228188176676787,14.165644201768
"temp2",-18.5388315243134,42.1504468236346,0.140501489412115,8.14512691473065
