"","quad","year","NRquad","totPnumber","totOldPnumber","QuadName","Grazing","Group"
"78","Q5",46,20,151,0,"E1 Q5","no","E1"
"79","Q5",49,32,121,69,"E1 Q5","no","E1"
"80","Q5",50,11,102,53,"E1 Q5","no","E1"
"81","Q5",51,11,77,39,"E1 Q5","no","E1"
"82","Q5",54,14,49,30,"E1 Q5","no","E1"
"83","Q5",55,4,50,29,"E1 Q5","no","E1"
"84","Q6",34,8,17,0,"E1 Q6","no","E1"
"85","Q6",35,5,21,0,"E1 Q6","no","E1"
"86","Q6",36,3,17,0,"E1 Q6","no","E1"
"87","Q6",37,3,15,6,"E1 Q6","no","E1"
"88","Q6",38,4,17,10,"E1 Q6","no","E1"
"89","Q6",39,5,16,10,"E1 Q6","no","E1"
"90","Q6",40,7,20,10,"E1 Q6","no","E1"
"91","Q6",41,6,23,9,"E1 Q6","no","E1"
"92","Q6",45,15,60,0,"E1 Q6","no","E1"
"93","Q6",46,33,51,0,"E1 Q6","no","E1"
"94","Q6",49,30,65,19,"E1 Q6","no","E1"
"95","Q6",50,27,72,24,"E1 Q6","no","E1"
"96","Q6",51,13,75,21,"E1 Q6","no","E1"
"97","Q6",54,21,62,35,"E1 Q6","no","E1"
"98","Q6",55,19,67,34,"E1 Q6","no","E1"
