"","Point est.","Upper C.I."
"beta[1]",1.50468650760082,2.71991293657322
"beta[2]",1.73585582347568,2.91471755776804
"beta[3]",1.73641611640905,3.15686828127713
"beta[4]",1.76640689047642,2.96517102061126
"beta[5]",1.7674459961605,2.90196201892659
"beta[6]",1.56848917435923,2.61750875955168
"beta[7]",1.44910466474441,2.29985341136696
"beta[8]",1.59907313344128,2.94552159624074
"beta[9]",1.68864047573855,2.93204630403534
"beta[10]",1.61700634458037,2.73072650185489
"beta[11]",1.57073535449765,2.48993813284331
"beta[12]",1.75107184711094,3.07216552903388
"beta[13]",1.44273763763852,2.53344904590857
"intG[1]",1.00161966635216,1.00257979583493
"intG[2]",1.00501952744855,1.01496059240355
"intG[3]",1.00223320793806,1.00714689304954
"intG[4]",1.00039056559838,1.0007694443327
"intG[5]",1.00216850076197,1.00433638778585
"intG[6]",1.00153081050232,1.00359688488738
"intYr[1]",1.62655816387374,4.63018143080798
"intYr[2]",1.8270970152905,5.39359068936257
"intYr[3]",1.35202133040813,2.82395412140546
"intYr[4]",1.62092970966589,4.30050427590904
"intYr[5]",1.88623324729639,3.95444567427678
"intYr[6]",3.85147160744029,9.52304517716678
"intYr[7]",1.38370153019624,2.84330357505487
"intYr[8]",1.50784969021962,3.83517536021663
"intYr[9]",1.57940021203335,4.30458424900732
"intYr[10]",1.39150216501637,2.86172383779407
"intYr[11]",1.29270070668008,2.15273810115778
"intYr[12]",1.44686488513968,3.39207665412643
"intYr[13]",1.46995962981666,3.26482082502465
"interceptMu",1.66576194592103,4.49925248960232
"rain1",4.14154118150772,10.1262656398436
"rain2",2.12249407115051,6.61991083366572
"temp1",2.00619563495022,3.61648927784911
"temp2",2.95795352286658,6.40307604336428
