"size","frequency"
-1.54068112413916,0.023935272101826
-1.40316754754927,0.0263967685803116
-1.26565397095938,0.0283335469909689
-1.1281403943695,0.029622555885041
-0.990626817779609,0.0302042915811854
-0.853113241189722,0.0300921071174392
-0.715599664599835,0.0293696662221013
-0.578086088009948,0.0281771108207513
-0.440572511420061,0.0266889970357747
-0.303058934830174,0.0250886824509821
-0.165545358240287,0.0235442120840915
-0.0280317816503995,0.0221898589949842
0.109481794939487,0.0211157095053145
0.246995371529375,0.020365633065901
0.384508948119262,0.0199422241173957
0.522022524709149,0.0198162388287044
0.659536101299036,0.0199377898497805
0.797049677888922,0.0202469742278591
0.934563254478809,0.0206824117431163
1.0720768310687,0.0211870556058665
1.20959040765858,0.0217113680888509
1.34710398424847,0.0222144102812587
1.48461756083836,0.0226635683950863
1.62213113742824,0.0230335942701566
1.75964471401813,0.0233054690478759
1.89715829060802,0.0234653933986212
2.03467186719791,0.0235040258627574
2.17218544378779,0.0234159629474103
2.30969902037768,0.0231993864468124
2.44721259696757,0.0228557862656916
2.58472617355745,0.0223896841998782
2.72223975014734,0.0218083185086276
2.85975332673723,0.0211212852736884
2.99726690332711,0.0203401585826622
3.134780479917,0.0194781210833996
3.27229405650689,0.0185496280736563
3.40980763309678,0.0175701066544509
3.54732120968666,0.0165556649082852
3.68483478627655,0.0155227646821608
3.82234836286644,0.0144878036507857
3.95986193945632,0.0134665643196041
4.09737551604621,0.0124735186334007
4.2348890926361,0.0115210242320281
4.37240266922599,0.0106185023736772
4.50991624581587,0.00977173479697368
4.64742982240576,0.00898244063923758
4.78494339899565,0.00824827679667788
4.92245697558553,0.0075633385330409
5.05997055217542,0.00691913003423638
5.19748412876531,0.00630586220961235
