"size","frequency"
-1.54133198893826,0.00535626678076696
-1.40512014194658,0.00586086674255328
-1.2689082949549,0.00635434126466472
-1.13269644796322,0.00682768207847603
-0.996484600971539,0.00727229490812623
-0.860272753979859,0.00768042977599421
-0.724060906988178,0.00804559067972198
-0.587849059996498,0.0083628969162245
-0.451637213004818,0.00862937061274471
-0.315425366013138,0.00884412955538829
-0.179213519021457,0.00900847083137619
-0.0430016720297769,0.00912583856373172
0.0932101749619034,0.00920167740817714
0.229422021953584,0.0092431817227725
0.365633868945264,0.0092589576493934
0.501845715936944,0.00925862110292139
0.638057562928624,0.0092523583634544
0.774269409920305,0.00925047734647308
0.910481256911985,0.00926297666672217
1.04669310390367,0.00929915653201245
1.18290495089535,0.00936729071669782
1.31911679788703,0.0094743729257363
1.45532864487871,0.00962594440060357
1.59154049187039,0.00982600325819269
1.72775233886207,0.0100769903465409
1.86396418585375,0.0103798417813429
2.00017603284543,0.010734095065696
2.13638787983711,0.0111380337503547
2.27259972682879,0.0115888552333959
2.40881157382047,0.0120828469580543
2.54502342081215,0.012615557895533
2.68123526780383,0.0131819545156659
2.81744711479551,0.0137765524581063
2.95365896178719,0.014393518580663
3.08987080877887,0.0150267412124154
3.22608265577055,0.0156698691677155
3.36229450276223,0.016316322379359
3.49850634975391,0.0169592842432923
3.63471819674559,0.0175916864883141
3.77093004373727,0.0182061990058026
3.90714189072895,0.0187952456343656
4.04335373772063,0.0193510550146527
4.17956558471231,0.0198657634644517
4.31577743170399,0.0203315693936061
4.45198927869567,0.0207409380833108
4.58820112568735,0.0210868385980506
4.72441297267903,0.0213629911814602
4.86062481967071,0.0215640928844345
4.99683666666239,0.0216859913497567
5.13304851365407,0.0217257788256904
5.26926036064575,0.021681791266711
5.40547220763743,0.0215535165386607
5.54168405462911,0.0213414393400631
5.6778959016208,0.0210468738686446
5.81410774861248,0.0206718471542921
5.95031959560415,0.0202190844914239
6.08653144259583,0.0196921067021964
6.22274328958752,0.0190953856122385
6.3589551365792,0.0184344490085655
6.49516698357088,0.0177158167500754
6.63137883056256,0.0169467236605532
6.76759067755424,0.0161347272262304
6.90380252454592,0.0152874470661641
7.0400143715376,0.0144127304973253
7.17622621852928,0.0135194002025236
7.31243806552096,0.0126184231062794
7.44864991251264,0.0117239778730517
7.58486175950432,0.0108537048277902
7.721073606496,0.0100275697026223
7.85728545348768,0.00926527233792032
7.99349730047936,0.00858279119596027
8.12970914747104,0.0079891571350405
8.26592099446272,0.00748460696873435
8.4021328414544,0.00706076496321219
8.53834468844608,0.00670258218876445
