"size","frequency"
-1.54268666126389,0.026168759688476
-1.40918415892347,0.0290093134328549
-1.27568165658305,0.0317754891175181
-1.14217915424263,0.0343998223439944
-1.00867665190221,0.03681711122663
-0.87517414956179,0.0389676172673358
-0.74167164722137,0.0407998813828716
-0.60816914488095,0.0422729280895092
-0.47466664254053,0.04335770157878
-0.34116414020011,0.0440376657195322
-0.20766163785969,0.0443085928345254
-0.0741591355192699,0.0441776498463737
0.0593433668211502,0.0436619533655877
0.19284586916157,0.0427867997058301
0.32634837150199,0.0415837789331043
0.459850873842411,0.0400889564564382
0.59335337618283,0.0383412585253805
0.72685587852325,0.0363811393213068
0.86035838086367,0.0342495479148952
0.99386088320409,0.0319871631200171
1.12736338554451,0.0296338301204138
1.26086588788493,0.0272281178631972
1.39436839022535,0.0248069202902572
1.52787089256577,0.0224050434503033
1.66137339490619,0.0200547487344737
1.79487589724661,0.0177852530344427
1.92837839958703,0.0156222135650689
2.06188090192745,0.0135872437146487
2.19538340426787,0.0116975142534365
2.32888590660829,0.00996549124413237
2.46238840894871,0.00839884975590674
2.59589091128913,0.00700058407886849
2.72939341362955,0.00576931403422911
2.86289591596997,0.0046997667732221
2.99639841831039,0.00378339705529578
3.12990092065081,0.00300909811974642
3.26340342299123,0.00236395082293595
3.39690592533165,0.00183396035882036
3.53040842767207,0.00140473657941001
3.66391093001249,0.00106208416462161
3.79741343235291,0.000792480800610813
3.93091593469333,0.000583433686392027
4.06441843703375,0.000423715517091254
4.19792093937417,0.000303489862907753
4.33142344171459,0.00021434196462274
4.46492594405501,0.000149234404839743
4.59842844639543,0.000102408096294962
4.73193094873585,6.92480489144349e-05
4.86543345107627,4.61309931945829e-05
4.99893595341669,3.02687407400808e-05
