"time","cover"
500,0.00314652286318876
501,0.0371624209622538
502,0.00342793378699615
503,0.00729274983212877
504,0.00212408542512444
505,0.00591540891160455
506,0.00437718478206217
507,0.0056823311619523
508,0.0514334708342774
509,0.0746086140560966
510,0.0704961291319262
511,0.0460375694679367
512,0.0376095328825497
513,0.0051371161536133
514,0.00170613646569285
515,0.000799628448519626
516,0.00152175968768026
517,0.00311465731015213
518,0.00336427081732637
519,0.00552246177680432
520,0.0307599226622404
521,0.0364325457445572
522,0.0196857221624063
523,0.0134955240630442
524,0.0119867383388085
525,0.0690537796255372
526,0.103766204009272
527,0.0700833340889147
528,0.0833541972870332
529,0.0543220111824252
530,0.0277296246163459
531,0.00310479878158925
532,0.0553988252554557
533,0.103056181645049
534,0.0722597151781373
535,0.062583807544066
536,0.118481735593933
537,0.0769167624915267
538,0.00900720460413052
539,0.0731331775489168
540,0.0365075534343631
541,0.0039101374300171
542,0.00165279424362071
543,0.00359721528081935
544,0.00423071923721122
545,0.00921352307104997
546,0.00871935968698276
547,0.035923196537756
548,0.082504139496696
549,0.0535942790880265
550,0.0206715823565102
551,0.0263200947721914
552,0.0191767531458559
553,0.0156071539199076
554,0.0156229494831274
555,0.0158746337997777
556,0.00977319487173691
557,0.00195145026988142
558,0.0451297907989743
559,0.0212993323047018
560,0.0295935431082111
561,0.035530553137383
562,0.0189401899775563
563,0.0252069772568289
564,0.107593558021028
565,0.0478969614607318
566,0.0487695612748112
567,0.0210487616842145
568,0.110543789693977
569,0.049900533793722
570,0.131392389950776
571,0.0836064760591197
572,0.064615984886642
573,0.0273622703583498
574,0.0212468128835007
575,0.0124540265471733
576,0.0213371797210661
577,0.0261114254287552
578,0.0133839460750679
579,0.012356718475444
580,0.0853156250386653
581,0.0104268124429103
582,0.093879799508602
583,0.0446364838856526
584,0.0280685842595194
585,0.0835370589588069
586,0.0106326022160466
587,0.01306459199592
588,0.0205994937894456
589,0.10873302050184
590,0.0500178565148385
591,0.0508612664493426
592,0.033653756654524
593,0.0248002304599872
594,0.00523180540993006
595,0.00201642899690334
596,0.00409381383980799
597,0.00152757473955665
598,0.000736598580325063
599,0.000388391183206268
600,0.000922913388061354
601,0.000388373773002202
602,0.00124452032336555
603,0.00104913634066213
604,0.00127045779103951
605,0.000513048124915274
606,0.000561969393295558
607,0.00123848095585193
608,0.00230530227658075
609,0.00158065679152499
610,0.00278684236978731
611,0.00084462324381924
612,0.00140920778862463
613,0.00239490970057046
614,0.00360887780485244
615,0.0323778090928371
616,0.0258448849806039
617,0.0474940296562912
618,0.0261475234990665
619,0.0124807608903108
620,0.0740682801655201
621,0.0282685668280758
622,0.0791233361779294
623,0.0618840746521518
624,0.0354021214228671
625,0.0244395989243155
626,0.0134362581263113
627,0.00350596462415806
628,0.0470729094739479
629,0.020336564113974
630,0.0186434593537387
631,0.0178691714632418
632,0.0175910372974888
633,0.00280392771656733
634,0.026769860253399
635,0.0321845673860469
636,0.0380131853914628
637,0.0247101971954512
638,0.117887198107808
639,0.152358533140782
640,0.0951754456189807
641,0.0511359937778404
642,0.0224319770954734
643,0.0196092782693159
644,0.109503712329374
645,0.0127381950885058
646,0.0146879643859877
647,0.0224918145581455
648,0.0738434712116419
649,0.0282009112656451
650,0.0843305342223312
651,0.010711360724375
652,0.0179022594251702
653,0.0987636094301391
654,0.0722588797565001
655,0.112378769296314
656,0.105748748042822
657,0.0115811669318272
658,0.0174450026607074
659,0.0114959022323399
660,0.0743841775718592
661,0.060950793283439
662,0.0332191101023329
663,0.00384000825822244
664,0.00601970708261088
665,0.0673136504800047
666,0.118820917063199
