"time","density"
500,12.3406355264598
501,17.3389322097126
502,9.12037147617115
503,12.4776596123307
504,11.4549476319106
505,15.781961772768
506,19.1966176128733
507,19.3638895831132
508,23.8905033817321
509,22.8452850201865
510,20.0164676483488
511,11.3915626234043
512,3.77129920145192
513,3.7323786090207
514,4.33201597358359
515,7.51457774643074
516,11.4303910031717
517,14.1285477194891
518,15.1870144841093
519,16.6621509385638
520,19.78748392451
521,16.903383613835
522,16.5612673150653
523,16.3099959350237
524,16.0444789177463
525,15.2125244820176
526,8.81449095037769
527,8.55796305601901
528,3.48582738902824
529,0.424874760495865
530,1.83512692087536
531,5.64145279201316
532,8.63873425676995
533,10.027230100673
534,10.1837449662645
535,11.3325482461058
536,11.6835507633747
537,8.58216655153169
538,8.11130330448415
539,7.70929191328085
540,7.49715824677053
541,6.84159498683406
542,10.6481979455452
543,13.7090499366515
544,12.5192242675816
545,17.1227227678511
546,16.5367926937181
547,17.5383952618411
548,16.5868341613907
549,16.3393996592243
550,16.0637052661336
551,16.2648488781579
552,15.627854976938
553,15.422862029061
554,15.251278818357
555,14.9697286957897
556,14.9024318878254
557,11.8591393044124
558,16.1197409815961
559,12.7745402714838
560,13.9968329885576
561,13.5195062217404
562,11.9009766099316
563,12.2234274833504
564,12.7494931166776
565,12.0030728861016
566,11.8182235036097
567,11.6977200703717
568,12.368835691128
569,11.7168015062869
570,9.53603125398465
571,9.4789922472081
572,9.45464263775889
573,9.34426633873926
574,9.34082166576553
575,9.46596344679054
576,11.9214443062754
577,11.5896969384995
578,12.1442501839645
579,14.3330541164614
580,17.1512222643948
581,11.9402834674226
582,12.8307212563114
583,11.9747508062392
584,11.7403756557782
585,11.6130200624555
586,11.1704810608015
587,11.3217062919431
588,11.3961736955883
589,11.4966862949072
590,11.0555117343663
591,10.9235948445598
592,10.8225735887558
593,10.7607219572142
594,10.1062738653024
595,10.5707954968509
596,13.8681952029668
597,11.5092310077779
598,11.2174994816936
599,9.94672479498891
600,11.9539922372566
601,10.5400942388901
602,14.4280177129323
603,18.4444003645915
604,14.6141022801284
605,12.324313143459
606,16.4842467314418
607,18.1298344863036
608,21.9256530854845
609,22.3626163466731
610,23.5369857776119
611,15.1448931376559
612,14.0118546404615
613,15.913293097161
614,16.5659924176278
615,19.2090859323437
616,16.9267017521534
617,16.7582045383686
618,16.4481205290466
619,16.2163248379082
620,16.4047040149475
621,15.7626197500919
622,15.1800804975881
623,15.1288375353001
624,15.0348770410818
625,14.9290866379483
626,14.8470298938612
627,13.3622374317178
628,15.6497938335222
629,13.6786685388799
630,13.8939520440598
631,13.6705044514772
632,13.4513265791791
633,10.3186235542827
634,12.0638010606496
635,13.3567512683022
636,14.791554831384
637,13.0601353509744
638,13.4296117729234
639,10.488772069505
640,10.4174258068844
641,10.3115163289916
642,10.2474376370512
643,11.0191328827714
644,11.5061506614815
645,10.1650534375783
646,10.3974753598625
647,10.5331632153369
648,10.7221996819408
649,10.4150022770568
650,10.6988173482433
651,9.84947706694848
652,10.6535488089559
653,11.4807852934904
654,10.7127931284852
655,9.98424519241338
656,5.35318322131771
657,5.26454599489003
658,5.58529930614982
659,5.8462719428047
660,6.47706541473581
661,6.07430922591914
662,5.94408474494628
663,5.3956631286046
664,8.32004370961614
665,11.7907025739132
666,11.7490387872457
667,9.30093299309395
668,10.3877701501594
669,9.29176593417391
670,12.2251819895664
671,11.8209718454139
672,9.98881856860264
673,9.76119441313675
674,10.1441913445413
675,9.6542332644175
676,8.5124263880174
677,15.4156975906797
678,17.2645745880315
679,21.7046399201086
680,19.8643099038197
681,19.2042784296802
682,16.8979316948554
683,16.8252171633308
684,16.5101620496087
685,15.2163131188603
686,15.9025751456678
687,11.7093073135699
688,15.0693294706278
689,13.8178615604344
690,16.4635399536648
691,17.4079340570146
692,19.2799837245572
693,16.7539371475887
694,15.5116126208907
695,15.0475141770115
696,14.8978691787953
697,15.9989108516986
698,16.2708131835211
699,17.2741850482634
700,13.6595754154591
701,17.0113039928102
702,17.2937730898701
703,18.8512297306253
704,16.6929838609699
705,16.1700344945204
706,16.7913237234137
707,19.3731689656327
708,15.4882155612474
709,15.5018446079807
710,15.7878456877031
711,15.311563432274
712,14.9031059794554
713,14.6858927163364
714,11.747093607449
715,13.0481792844201
716,15.9461675707836
717,12.4946101391066
718,15.3810543848242
719,16.2160304648966
720,16.8220319982924
721,19.9691631245323
722,19.0266865658181
723,17.6379565505027
724,17.204768501388
725,15.8602884747809
726,17.9392422052523
727,18.2476473997267
728,13.5949628268986
729,13.728822938755
730,13.0052207464629
731,14.0352708607542
732,14.5585392271573
733,11.2894553069366
734,14.5452456058621
735,15.4308715685284
736,14.8671117362308
737,12.5940460541291
738,10.1532402091848
739,12.8341651391466
740,13.4615057131582
741,12.0279549750049
742,12.8801424832107
743,11.6919901096427
744,12.3878319222276
745,11.5531281450814
746,11.5968683689272
747,11.5911432680259
748,7.63987767067098
749,7.59753241850922
750,7.50913328420146
751,7.3491956344083
752,7.08361561863184
753,6.95536928145555
754,5.78514988379534
755,2.19757313000352
756,2.21857329646157
757,4.03216755712555
758,6.2310100711907
759,5.27660227441195
760,5.62264608320467
761,5.56271689412664
762,9.72519682464501
763,12.2729071471961
764,10.3396341474316
765,15.5661169180501
766,9.19963775181493
767,12.1693426700676
768,14.9511921707874
769,15.959012270016
770,15.270303106934
771,13.8711273643322
772,13.7168658227174
773,13.5275121745089
774,13.068059106648
775,12.9819357584185
776,12.5276911523868
777,12.4806776943697
778,11.6202403734536
779,14.4908766253009
780,15.3673809493297
781,14.0004448784978
782,13.6635556045665
783,11.9144493205317
784,5.53969159320883
785,5.49104238483907
786,3.08261583840556
787,3.05452550496231
788,3.17558014995044
789,3.7812388869265
790,4.21179666434056
791,3.87773581667933
792,3.76850018616102
793,3.96481497493507
794,4.09958702820674
795,3.34842559021433
796,5.1560599294101
797,3.43444626966186
798,6.46551842886801
799,8.61582005258198
800,11.5178503874118
