"size","frequency"
-1.54068112413916,0.036005668228547
-1.40316754754927,0.0395045980026425
-1.26565397095938,0.0422176052794834
-1.1281403943695,0.0439632511426193
-0.990626817779609,0.0446515714890908
-0.853113241189722,0.0442975449843133
-0.715599664599835,0.0430174926835622
-0.578086088009948,0.0410092289641348
-0.440572511420061,0.0385203649721399
-0.303058934830174,0.0358115111981869
-0.165545358240287,0.033121652354952
-0.0280317816503995,0.0306416850633811
0.109481794939487,0.0284995661025331
0.246995371529375,0.0267575658190325
0.384508948119262,0.0254195943485697
0.522022524709149,0.0244450300805105
0.659536101299036,0.0237650985978376
0.797049677888922,0.0232984353829502
0.934563254478809,0.022963612267279
1.0720768310687,0.0226876748518946
1.20959040765858,0.022410787242559
1.34710398424847,0.022087740012423
1.48461756083836,0.0216873362004032
1.62213113742824,0.0211906212371801
1.75964471401813,0.0205886977008391
1.89715829060802,0.0198805932719352
2.03467186719791,0.0190714116886338
2.17218544378779,0.018170821814579
2.30969902037768,0.0171918433053459
2.44721259696757,0.0161498528323079
2.58472617355745,0.0150617358893131
2.72223975014734,0.0139451297904077
2.85975332673723,0.0128177292036028
2.99726690332711,0.011696646981186
3.134780479917,0.0105978386762667
3.27229405650689,0.00953560606021436
3.40980763309678,0.00852219775589979
3.54732120968666,0.00756752190072805
3.68483478627655,0.00667898142735088
3.82234836286644,0.00586143632715881
3.95986193945632,0.00511729008470753
4.09737551604621,0.00444669052651857
4.2348890926361,0.00384782832473007
4.37240266922599,0.00331731035081345
4.50991624581587,0.00285058042657391
4.64742982240576,0.00244235646808865
4.78494339899565,0.00208704974027686
4.92245697558553,0.00177912835458245
5.05997055217542,0.00151338628112001
5.19748412876531,0.00128509831059361
