"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin"
"1","A1",32,164,7.06614452749956,3.36286296384628,1,0,3.81669104171365
"2","A1",32,193,9.87489608778852,3.53460226308526,1,0,22.6233785203897
"3","A1",33,164,6.75014307062117,7.06614452749956,2,0,4.10399242179778
"4","A1",33,193,10.3527760316378,9.87489608778852,2,0,20.8396937895654
"5","A1",33,194,9.9277711201417,15.6617878243252,1,0,35.7164866732273
"6","A1",33,195,2.36948819977457,0.25048851966858,1,1,3.790283203125
"7","A1",34,164,29.9993210346845,6.75014307062117,3,0,4.3539851639042
"8","A1",34,193,23.7708116587893,10.3527760316378,3,0,21.2004778220007
"9","A1",34,194,21.3997515450985,9.9277711201417,2,0,35.152262049468
"10","A1",34,195,9.33590826889187,2.36948819977457,2,1,3.38092329774122
"11","A1",34,196,16.3232995451506,4.00216143391172,1,0,18.0889003911897
"12","A1",35,164,21.0244373660734,29.9993210346845,4,0,2.00685258943567
"13","A1",35,193,40.4143225995935,23.7708116587893,4,0,18.6906165490639
"14","A1",35,194,32.5916286523752,21.3997515450985,3,0,35.1537586478056
"15","A1",35,195,9.97356355248689,9.33590826889187,3,0,1.0993341539578
"16","A1",35,196,27.8944809202048,16.3232995451506,2,0,19.0259466728925
"17","A1",35,198,1.78439061014605,6.47387687419865,1,1,0.468133203943566
"18","A1",35,199,4.90439996995379,6.96820398382088,1,0,10.5052509278192
"19","A1",35,200,4.03691134616802,3.02376772785295,1,0,23.9881664587103
"20","A1",35,201,8.28274993478733,5.42226716170415,1,0,37.2193326385805
"21","A1",35,202,2.11827195917533,3.78531186806064,1,0,39.3996924441107
"22","A1",35,203,6.65175936824153,1.33211235189818,1,0,35.3689562357751
"23","A1",35,205,8.93675220737179,7.30604383440905,1,0,43.4081205967153
"24","A1",35,206,22.242695990935,15.0990735352137,1,0,8.9355781064702
"25","A1",35,207,4.1340268486832,7.76454618395755,1,0,15.9985523243055
"26","A1",35,208,0.25048851966858,0.25048851966858,1,1,0.128173828125
"27","A1",36,164,6.7205689979847,21.0244373660734,5,0,2.0702885163652
"28","A1",36,193,7.39751365132487,40.4143225995935,5,0,18.0266832880829
"29","A1",36,194,7.33147255069913,32.5916286523752,4,0,35.2438703526321
"30","A1",36,195,5.08057476292359,9.97356355248689,4,1,0.599777670203068
"31","A1",36,196,2.24217772483826,27.8944809202048,3,0,17.3479696869134
"32","A1",36,199,2.57176052676903,4.90439996995379,2,0,11.9641283977571
"33","A1",36,201,3.33547394014604,8.28274993478733,2,0,37.9254141307767
"34","A1",36,206,4.1767272482203,22.242695990935,2,0,8.90817690264585
"35","A1",36,207,2.90047535345967,4.1340268486832,2,0,16.071319466477
"36","A1",36,209,2.6422747537733,7.49066326820986,1,1,-0.215974707914168
"37","A1",37,164,72.0902238970257,6.7205689979847,6,0,1.2907631747474
"38","A1",37,193,38.2325894369439,7.39751365132487,6,0,17.449951171875
"39","A1",37,194,16.6125939190557,7.33147255069913,5,0,35.1384901044795
"40","A1",37,195,26.4107741899926,5.08057476292359,5,1,0.169471436181283
"41","A1",37,196,26.4105312583916,2.24217772483826,4,0,19.3115234375
"42","A1",37,199,42.7060198805901,2.57176052676903,3,0,10.0119921812749
"43","A1",37,201,28.7952165179145,3.33547394014604,3,0,38.4887261933783
"44","A1",37,206,33.6935224023275,4.1767272482203,3,0,13.5100492552906
"45","A1",37,207,27.6141327553006,2.90047535345967,3,0,15.6494140625
"46","A1",37,209,11.7112805039542,2.6422747537733,2,0,2.69775998863987
"47","A1",37,211,13.7586771587942,0.250488519668579,1,0,5.828857421875
"48","A1",38,164,56.982237532499,72.0902238970257,7,0,-0.112375563065228
"49","A1",38,193,7.12118287575463,38.2325894369439,7,0,18.0044497229042
"50","A1",38,194,6.53483795569038,16.6125939190557,6,0,33.8815595059121
"51","A1",38,195,20.6864620894598,26.4107741899926,6,1,-0.0475996302786967
"52","A1",38,196,10.0345336999018,26.4105312583916,5,0,17.547607421875
"53","A1",38,199,29.7269153226037,42.7060198805901,4,0,6.57390328622974
"54","A1",38,201,5.21735859540071,28.7952165179145,4,0,37.4979424365453
"55","A1",38,206,10.5626931875358,33.6935224023275,4,0,8.63408300677824
"56","A1",38,209,12.2695512566949,11.7112805039542,3,1,0.0538484808703971
"57","A1",38,211,7.73622247235557,13.7586771587942,2,0,1.16949588416624
"58","A1",38,212,6.46087904275261,6.79386957073492,1,0,11.1453663694303
"59","A1",38,213,3.65247499384352,12.6706872218983,1,0,8.09643628075687
"60","A1",38,216,0.25048851966858,0.25048851966858,1,0,13.14697265625
"61","A1",39,164,20.5295477638941,56.982237532499,8,0,5.52134054032649e-08
"62","A1",39,193,3.14850557267662,7.12118287575463,8,0,20.0742728021766
"63","A1",39,194,1.5091285570335,6.53483795569038,7,0,35.2014587469303
"64","A1",39,195,24.04289526538,20.6864620894598,7,1,-0.137051488376045
"65","A1",39,196,4.57255392327336,10.0345336999018,6,0,19.2279877073983
"66","A1",39,199,19.420870103431,29.7269153226037,5,0,8.79333070635349
"67","A1",39,206,5.23741572554791,10.5626931875358,5,0,11.8352113363298
"68","A1",39,209,0.50097703933716,12.2695512566949,4,1,0.253563044322577
"69","A1",39,211,0.25048851966858,7.73622247235557,3,0,3.67318530303608
"70","A1",39,212,18.3402154470924,6.46087904275261,2,0,11.2757752963042
"71","A1",39,218,1.43084540368186,0.58512134633867,1,1,0.00478835224784291
"72","A1",39,219,1.77881128655529,4.29441793504729,1,0,7.84338704833263
"73","A1",40,164,20.3896924096641,20.5295477638941,9,0,0.347339443574839
