"(Intercept).yr","crowd.yr","logarea.yr","Group","GrpName","(Intercept)","logarea","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha"
-2.14666097685527,0.880131341530212,-0.463984522705742,-0.0278916236570528,"E1",0.0829734472499924,1.17704941166339,-1.25263284904977,-0.000932355593211369,0.00398437769391006,0.147108483947916,0.00465600423484656,-0.156113095032334,0.012
0.244405139048346,-0.139667650366187,0.0454673522992101,0.0746166902452717,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06
-0.348841579073956,0.518891863522085,-0.00530604938611579,0.206265933068015,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05
-1.4050292198165,0.330646725646715,-0.349452674800106,-0.0347444481133252,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03
-1.26206899724193,0.909748051848258,-0.199628776993884,-0.140959168119804,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA
0.857422302009678,0.00122454785112625,0.251111160024221,-0.0451310847476219,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA
0.616786613549333,-0.396967563269516,0.106444112146263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1855509952951,-0.304876155443037,0.290038899637962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.712991872679169,-0.417703040688003,0.130727036839501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.10037965525176,-0.7558898211457,0.181010493536132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.0655760799853,-0.455277244284357,0.226886585648251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.75323934502224,-0.854909246475172,0.35357241435489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.442497078392319,-0.190167415663743,0.0940118569211988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.257039870241798,0.0294282197174969,0.0806980903946476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.313376091435055,-0.0894259032476653,0.0750176557038619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.124737980676033,0.534339999333951,0.0631477757052294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.88440057547159,0.437763235086117,-0.177140509906492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00378788052699457,-0.27209809085112,-0.0496338051303442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.447444297124263,0.0420965167351036,-0.123072383171286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.214445328029282,-0.135561598503986,0.0374667914731167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.41205919079606,0.525128259320541,-0.315241813253035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.29328297222758,0.165805960994702,-0.347495876109962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
