"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",1.6781585442932,0.100521611202681,0.00058036179287243,0.00284386406052478,"BOGR"
"beta[2,1]",0.961520723321513,0.159779734217094,0.000922488725612862,0.00128421927237606,"HECO"
"beta[3,1]",0.822025400928322,0.13264940905867,0.000765851720278681,0.00166787451806018,"PASM"
"beta[4,1]",0.817082973532963,0.172816388666401,0.000997755885169258,0.00141526507910201,"POSE"
"beta[1,2]",1.60324409729536,0.0955155026044184,0.000551459011404434,0.00247897229689849,"BOGR"
"beta[2,2]",0.84030993660536,0.142336054295876,0.000821777592631133,0.00124741668275562,"HECO"
"beta[3,2]",0.97036196060667,0.0729662977841355,0.00042127111667441,0.00104626935557652,"PASM"
"beta[4,2]",0.739405803402856,0.151600436139382,0.000875265526143368,0.0012647594549971,"POSE"
"beta[1,3]",1.62483396789803,0.12825359112565,0.0007404724536093,0.0032323989355985,"BOGR"
"beta[2,3]",0.678016638668811,0.147322884591518,0.00085056907076705,0.00172499510764625,"HECO"
"beta[3,3]",0.883192840962516,0.0961164462448263,0.000554928561130006,0.00131508951303844,"PASM"
"beta[4,3]",0.640267826390851,0.157566920464817,0.000909713039457423,0.00152247311533143,"POSE"
"beta[1,4]",1.77229547453693,0.091704380991013,0.000529455490510293,0.00111869773323854,"BOGR"
"beta[2,4]",0.569587065192117,0.0958471466834826,0.000553373759387662,0.00126758146408104,"HECO"
"beta[3,4]",1.90123575369366,0.217484675576686,0.00125564835988818,0.00654963307673962,"PASM"
"beta[4,4]",1.05641687586526,0.100119149921733,0.000578038181583488,0.00100279255076181,"POSE"
"beta[1,5]",1.01324424206984,0.0764672793287644,0.000441484043046604,0.0015598031393889,"BOGR"
"beta[2,5]",0.280940239092925,0.100731649505064,0.000581574449576639,0.000855556315785356,"HECO"
"beta[3,5]",0.89216052319508,0.117193486910152,0.000676616912148474,0.00183398800212619,"PASM"
"beta[4,5]",0.816012656339416,0.106204340270035,0.000613171044440114,0.00084430201564628,"POSE"
"beta[1,6]",1.50082009075825,0.183454901464691,0.00105917736744796,0.0019466296004046,"BOGR"
"beta[2,6]",0.886239631856085,0.27471407605589,0.00158606245761047,0.00553858562193031,"HECO"
"beta[3,6]",1.40149802282315,0.290503129079947,0.00167722059774736,0.00665515505848845,"PASM"
"beta[4,6]",0.929352298320121,0.109797751213631,0.000633917612196053,0.000957240398447794,"POSE"
"beta[1,7]",1.16534117417838,0.183924237254242,0.00106188707889233,0.00171414674111007,"BOGR"
"beta[2,7]",0.98822438650104,0.245703352069113,0.00141856896457896,0.0029341945454879,"HECO"
"beta[3,7]",1.55890634363599,0.234267253025598,0.00135254261596643,0.00579475032332656,"PASM"
"beta[4,7]",0.773981346635442,0.0743604719436298,0.000429320384937223,0.000571394751759977,"POSE"
"beta[1,8]",0.632065957068138,0.12399352245459,0.000715876935669274,0.00108650297266494,"BOGR"
"beta[2,8]",1.37078857497768,0.218845933529541,0.00126350758634336,0.00453063229325351,"HECO"
