"","2.5%","25%","50%","75%","97.5%","species"
"beta[1,1]",1.49005718139291,1.60757155171839,1.67248065863081,1.73657653699244,1.86697739939043,"BOGR"
"beta[2,1]",0.666268378568661,0.85100754099078,0.958319353739884,1.06660174005768,1.28681658764049,"HECO"
"beta[3,1]",0.567095908871023,0.72757074870883,0.815657613535025,0.907665554275259,1.09366686682281,"PASM"
"beta[4,1]",0.480875185516731,0.702422695572787,0.811300375882739,0.926123051994069,1.176406598973,"POSE"
"beta[1,2]",1.41490824750638,1.53066196941605,1.59327464423904,1.65824642839574,1.78159197864548,"BOGR"
"beta[2,2]",0.56841038356221,0.743828351219612,0.837578623556462,0.934128924747542,1.12812153444486,"HECO"
"beta[3,2]",0.835559533912913,0.921631006942225,0.96980453102873,1.01926885553091,1.1165614262518,"PASM"
"beta[4,2]",0.428610527538067,0.639015055183295,0.739994993310319,0.840888147512349,1.04125971310698,"POSE"
"beta[1,3]",1.38039525684052,1.53863809766257,1.62481578162914,1.71503280581369,1.89279802672398,"BOGR"
"beta[2,3]",0.395146197535308,0.582728043661528,0.680341374839617,0.781131372466006,0.980692401336838,"HECO"
"beta[3,3]",0.697858598149842,0.817968153889451,0.881479707474665,0.94846439645316,1.07854494230967,"PASM"
"beta[4,3]",0.317039964538623,0.544020375774193,0.650822474243301,0.749059624847259,0.935228504344018,"POSE"
"beta[1,4]",1.59958561031749,1.71161298961789,1.770929654475,1.83297267915395,1.95554842156992,"BOGR"
"beta[2,4]",0.384929273562304,0.504383412405478,0.569311559661722,0.633758278748378,0.762187886431897,"HECO"
"beta[3,4]",1.50392539668535,1.76228931936012,1.90943818429707,2.07073148460118,2.4138865404521,"PASM"
"beta[4,4]",0.869629386649894,0.988056558304624,1.05368780197037,1.12302508230357,1.26143830092178,"POSE"
"beta[1,5]",0.865387173428348,0.958085767394301,1.00936809299105,1.06240116306114,1.16585534469624,"BOGR"
"beta[2,5]",0.0835201339481393,0.214736568046727,0.28044119428718,0.346866468628631,0.472620411455717,"HECO"
"beta[3,5]",0.66358971370278,0.804694533136951,0.882024909284605,0.963459398927229,1.12554194471056,"PASM"
"beta[4,5]",0.615442622809843,0.746104379507565,0.814493777343963,0.885749973902729,1.03147409210579,"POSE"
"beta[1,6]",1.1527953414766,1.37207836693223,1.49623651118781,1.62323760684224,1.88057571629262,"BOGR"
"beta[2,6]",0.356229096473255,0.710043321508683,0.883231765906431,1.06783890804881,1.45875168113557,"HECO"
"beta[3,6]",0.848727871571949,1.19113359129172,1.37111163725341,1.56274392544585,1.97246152812956,"PASM"
"beta[4,6]",0.724343696222591,0.852903735571008,0.924539900285049,1.00032601885106,1.15366685960026,"POSE"
"beta[1,7]",0.830759001114183,1.04022910232241,1.15837340675751,1.2835503217824,1.54491850351406,"BOGR"
"beta[2,7]",0.549706902742307,0.820995926837719,0.973436812582566,1.1378904489882,1.48909872255801,"HECO"
"beta[3,7]",1.1051177796207,1.39012458557299,1.54353838508855,1.70207034782951,2.02268949649269,"PASM"
"beta[4,7]",0.632648161326526,0.723871357429173,0.77319132198501,0.823249168519897,0.921794512896245,"POSE"
"beta[1,8]",0.397835989690759,0.547029666241313,0.629181295892648,0.712815678946426,0.880958200741906,"BOGR"
"beta[2,8]",1.00400993623116,1.22093937495592,1.35175645994659,1.5053626234294,1.82498208050491,"HECO"
"beta[3,8]",1.2079866803487,1.47506951254748,1.62494687702828,1.78133214078397,2.08584015392198,"PASM"
"beta[4,8]",0.438169496105421,0.561988118472613,0.626278668025812,0.69222542257714,0.816662489691103,"POSE"
"beta[1,9]",0.804282664560059,0.95923093500123,1.04212203556854,1.1284275364631,1.30659796055835,"BOGR"
"beta[2,9]",0.700941430327012,0.875716140282314,0.974410169478966,1.08127329449766,1.31274085991817,"HECO"
"beta[3,9]",1.42162828342538,1.63960740481285,1.75651709637998,1.87754609356802,2.1248580912619,"PASM"
"beta[4,9]",0.788968948443417,0.888983350029867,0.944476951773981,1.00135582371218,1.11998606216197,"POSE"
"beta[1,10]",0.393042564106265,0.525706743763394,0.595468400221141,0.666735561825167,0.806814094236407,"BOGR"
"beta[2,10]",0.685006769051486,0.86952185019413,0.97858431239925,1.09731551359511,1.35313294288537,"HECO"
"beta[3,10]",1.14324060655916,1.34096975068819,1.44539385328336,1.55300620745644,1.76526486487793,"PASM"
"beta[4,10]",0.432684257659329,0.516409939062406,0.560831311436335,0.605631408055316,0.691860081656164,"POSE"
"beta[1,11]",0.602128723236467,0.746499598090962,0.827739775091049,0.911087654318787,1.08314923733016,"BOGR"
"beta[2,11]",0.686663708171641,0.828306278932862,0.906889548394936,0.989008889979099,1.15750714244363,"HECO"
"beta[3,11]",1.49461378712466,1.70632333357924,1.82061658937729,1.93894298790676,2.18093105877591,"PASM"
"beta[4,11]",0.376463228452058,0.491684023434665,0.554119035838318,0.617037272155523,0.732892891310174,"POSE"
"beta[1,12]",0.112384047789796,0.25069068851773,0.323974383022484,0.39863649290489,0.5388608604095,"BOGR"
"beta[2,12]",0.868781087102498,1.04902851277653,1.14970189670823,1.25971283599434,1.49282151550703,"HECO"
"beta[3,12]",1.75861623575277,1.99574795388475,2.12959462673014,2.26904300837308,2.55628800754758,"PASM"
"beta[4,12]",0.550741333735909,0.708920436472546,0.789838247247147,0.872596675977252,1.04582653520355,"POSE"
"beta[1,13]",0.391304922935167,0.510532500790617,0.573898688179345,0.640422719260543,0.774582709530013,"BOGR"
"beta[2,13]",0.534557091310379,0.681242711732329,0.764253515650054,0.851642251330223,1.0298996355235,"HECO"
"beta[3,13]",1.50383328589819,1.68754164706362,1.78839245254791,1.89414143868985,2.10451650117991,"PASM"
"beta[4,13]",0.654198302611343,0.793577677622115,0.86674320365739,0.943532491293158,1.10238926212712,"POSE"
"betaSpp[1]",0.792262495868333,1.00253860938271,1.10379748730592,1.20326788469727,1.42138249684786,"BOGR"
"betaSpp[2]",0.662133327608082,0.80284210945855,0.874119571764574,0.946916607752011,1.10740081894541,"HECO"
"betaSpp[3]",1.15377797370003,1.35911599677954,1.45834185331683,1.56101381308436,1.7745379073554,"PASM"
"betaSpp[4]",0.641879749812996,0.734343397695202,0.778824580423255,0.822451695344694,0.917121489088255,"POSE"
"intG[1,1]",-0.44476628291211,-0.168111345377845,-0.0437036574552344,0.0739363447680291,0.311870484020603,"BOGR"
"intG[2,1]",-0.334071454332968,-0.0713511975603073,0.057062112965917,0.18713199956972,0.438251224270657,"HECO"
"intG[3,1]",-0.406582275875006,-0.168733633793087,-0.0662939432420705,0.034050696814653,0.24932823241946,"PASM"
"intG[4,1]",-0.56864914400694,-0.280944553875342,-0.149517967056378,-0.0234088744676739,0.249424103029868,"POSE"
"intG[1,2]",-0.0579971280153863,0.218571766774437,0.346251602399245,0.472223392065599,0.723572834007361,"BOGR"
"intG[2,2]",-0.330623199045362,-0.0624997991245085,0.0671215351478626,0.194572142210896,0.457029910042207,"HECO"
"intG[3,2]",-0.431480594288869,-0.18779092551933,-0.0820726714380877,0.0234647481057755,0.24466227463119,"PASM"
"intG[4,2]",-0.941792311259278,-0.621630036942092,-0.472208928763183,-0.328795051524997,-0.0520783947814056,"POSE"
"intG[1,3]",-0.894949692492252,-0.611628057151639,-0.490893257636236,-0.37453161627861,-0.142712253615397,"BOGR"
"intG[2,3]",-0.117496228855508,0.131780855767459,0.25353593712252,0.376769487647287,0.62991708268201,"HECO"
"intG[3,3]",-0.297936729032744,-0.0609738644579305,0.0409094839891008,0.144581518065881,0.36723776435514,"PASM"
"intG[4,3]",-0.299835861296717,-0.0106506331015832,0.119033448394292,0.242865660899048,0.518445853690941,"POSE"
"intG[1,4]",-0.14579455438874,0.130708865257828,0.253378973207111,0.375749867037225,0.612737843499131,"BOGR"
"intG[2,4]",-0.451298382432947,-0.183746912898932,-0.0546815657813723,0.0731276394245039,0.332729471557821,"HECO"
"intG[3,4]",-0.420199501148128,-0.167626910262091,-0.0519012201237739,0.0615989258445306,0.289809946243482,"PASM"
"intG[4,4]",-0.416398121802082,-0.116051877121394,0.0356657361348303,0.188955434118085,0.483161238976177,"POSE"
"intG[1,5]",-0.521212380928516,-0.238752816818629,-0.109140820086132,0.0139194659170645,0.257835366385557,"BOGR"
"intG[2,5]",-0.550560869358668,-0.294699006340542,-0.169091308273176,-0.0448592878953176,0.204271282342346,"HECO"
"intG[3,5]",-0.389859147134653,-0.145349686916369,-0.036254759226314,0.0702729393813848,0.287908185526014,"PASM"
"intG[4,5]",-0.0467088731871744,0.240035766692358,0.376967549475444,0.513491084091186,0.797410248533708,"POSE"
"intG[1,6]",-0.420591021027189,-0.139081368496754,-0.0132516403786573,0.107420181173139,0.350283255720563,"BOGR"
"intG[2,6]",-0.548978965700623,-0.284830382129011,-0.154393795196595,-0.025085851734279,0.225019398816553,"HECO"
"intG[3,6]",-0.223368597328761,0.0158261280152195,0.118716651127409,0.222699664425082,0.441753764738218,"PASM"
"intG[4,6]",-0.382129777963663,-0.0990812876861505,0.0327330069538933,0.162775396869303,0.437626394899348,"POSE"
"intYr[1,1]",-3.70010613717922,-3.12019174683135,-2.80420655851632,-2.50367137305946,-1.85903415618693,"BOGR"
"intYr[2,1]",-0.376293345069569,0.168798259077047,0.4535079865242,0.732465531640984,1.25581891639862,"HECO"
"intYr[3,1]",1.1139135403753,1.59882219053424,1.85884336145074,2.13083838374272,2.63443034207258,"PASM"
"intYr[4,1]",-0.212555958834105,0.339551475459337,0.620460949451136,0.912553232593518,1.52099881415825,"POSE"
"intYr[1,2]",-3.25119315056444,-2.55744276746652,-2.17610602068007,-1.78005680189638,-0.856109662039169,"BOGR"
"intYr[2,2]",0.102953084664815,0.704060918963889,1.00295172750304,1.30815704014552,1.89188269625243,"HECO"
"intYr[3,2]",0.866260160711439,1.35310425190481,1.59075626126871,1.87001123678925,2.32361693907647,"PASM"
"intYr[4,2]",0.438021476310344,0.957801021369501,1.24374989886671,1.55089322066321,2.20236507106832,"POSE"
"intYr[1,3]",-2.99592325151734,-1.9963422765739,-1.45681949268655,-0.896510662629467,0.299301244850495,"BOGR"
"intYr[2,3]",-0.615673076325157,0.177995136971135,0.590502849480706,0.97735032886042,1.66154313492061,"HECO"
"intYr[3,3]",0.873063961438516,1.65072480910869,2.01771980751637,2.38730739599289,3.13810496252776,"PASM"
"intYr[4,3]",0.0787150736745991,0.684478660898409,0.987308911511273,1.31799006087169,2.08641971571111,"POSE"
"intYr[1,4]",-2.64637790904512,-1.48294038373189,-0.959229199235097,-0.413210940065473,0.769315908912741,"BOGR"
"intYr[2,4]",-0.444443003236676,0.286031774380361,0.663419211280642,1.05924281829086,1.81661652224537,"HECO"
