"","quad","year","NRquad","totParea","recArea"
"1","a2",15,1,300.426188961159,0.00332860461818556
"2","a2",16,9,329.303599965802,0.027330402707212
"3","a2",17,0,213.15874974066,0
"4","a2",18,0,44.5126999064153,0
"5","a2",19,0,36.6300001026585,0
"6","a2",20,1,60.4200000352122,0.0165508109800928
"7","a2",21,0,179.367160748014,0
"8","a2",22,0,43.2162000018242,0
"9","a2",23,1,34.367000018303,0.0290976808993344
"10","a2",24,1,40.6940000128411,0.0245736472129662
"11","a2",25,0,23.8025000049582,0
"12","a2",26,8,65.5396001059162,0.122063607148525
"13","a2",27,0,156.600000112876,0
"14","a2",28,2,201.70500025411,0.00991547060053239
"15","a2",29,1,303.428050042409,0.00329567421291549
"16","a2",30,3,274.891700128567,0.0109133887949214
"17","a2",31,4,258.731500136747,0.015460042545596
"18","a2",32,0,275.28870025068,0
"19","a2",33,0,138.533649979186,0
"20","a2",35,1,0.951499995072605,1.05097215468056
"21","a2",36,0,0.818999970582314,0
"22","a2",37,1,2.83799999357481,0.352360818274836
"23","a2",42,0,58.3830000851029,0
"24","a2",43,0,45.0295001374949,0
"25","a2",44,0,16.3030000537545,0
"26","a2",49,0,25.6224999607634,0
"27","a2",50,0,39.7889999512015,0
"28","a4",15,2,479.255999984447,0.00417313502609233
"29","a4",16,2,264.010750025585,0.00757544910503146
"30","a4",17,0,200.780999766389,0
"31","a4",18,17,75.6239999187926,0.224796361185009
"32","a4",19,10,127.892199863012,0.0781908514413793
"33","a4",20,15,318.154296056647,0.0471469352635404
"34","a4",21,0,395.88460040368,0
"35","a4",22,0,135.789999959708,0
"36","a4",23,0,76.4172501973212,0
"37","a4",24,5,113.832000006713,0.0439243797851672
"38","a4",25,3,84.9824998781679,0.0353013856299925
"39","a4",26,1,180.846000182462,0.0055295665869915
"40","a4",27,10,156.594500006823,0.0638592032259388
"41","a4",28,6,280.498500351781,0.0213904886923646
"42","a4",29,4,560.540999969494,0.00713596329299318
"43","a4",30,17,520.494749863849,0.0326612324225112
"44","a4",31,12,657.981249976914,0.018237601756009
"45","a4",32,1,792.902099805192,0.00126118974870377
"46","a4",33,0,848.077600391397,0
"47","a4",34,0,300.666000179507,0
"48","a4",35,1,95.3774999802723,0.0104846530912095
"49","a4",36,9,137.359999954686,0.0655212580297685
"50","a4",37,10,244.119999890939,0.0409634606114515
"51","a4",42,2,873.688000153046,0.00228914669727598
"52","a4",43,3,1109.7049995968,0.00270342118048492
"53","a4",44,0,1210.01320074058,0
"54","a4",49,2,1574.95940026579,0.00126987400415686
"55","a4",50,3,776.279999651712,0.00386458494531095
"65","a5",15,7,501.16659994327,0.013967411237685
"66","a5",16,3,472.549600007273,0.00634853992036778
"67","a5",17,0,453.585999850019,0
"68","a5",18,3,215.807500307065,0.0139012777393344
"69","a5",19,13,94.7774999600917,0.137163356339574
"70","a5",20,6,257.687500331492,0.0232840164628922
"71","a5",21,0,361.260000011515,0
"72","a5",22,1,127.595350097679,0.00783727619568004
"73","a5",23,2,177.045000112774,0.0112965630135053
"74","a5",24,1,158.494999935613,0.00630934730058513
