"time","cover","species","climsim"
500,0.00314652286318876,"HECO","obs"
501,0.0371624209622538,"HECO","obs"
502,0.00342793378699615,"HECO","obs"
503,0.00729274983212877,"HECO","obs"
504,0.00212408542512444,"HECO","obs"
505,0.00591540891160455,"HECO","obs"
506,0.00437718478206217,"HECO","obs"
507,0.0056823311619523,"HECO","obs"
508,0.0514334708342774,"HECO","obs"
509,0.0746086140560966,"HECO","obs"
510,0.0704961291319262,"HECO","obs"
511,0.0460375694679367,"HECO","obs"
512,0.0376095328825497,"HECO","obs"
513,0.0051371161536133,"HECO","obs"
514,0.00170613646569285,"HECO","obs"
515,0.000799628448519626,"HECO","obs"
516,0.00152175968768026,"HECO","obs"
517,0.00311465731015213,"HECO","obs"
518,0.00336427081732637,"HECO","obs"
519,0.00552246177680432,"HECO","obs"
520,0.0307599226622404,"HECO","obs"
521,0.0364325457445572,"HECO","obs"
522,0.0196857221624063,"HECO","obs"
523,0.0134955240630442,"HECO","obs"
524,0.0119867383388085,"HECO","obs"
525,0.0690537796255372,"HECO","obs"
526,0.103766204009272,"HECO","obs"
527,0.0700833340889147,"HECO","obs"
528,0.0833541972870332,"HECO","obs"
529,0.0543220111824252,"HECO","obs"
530,0.0277296246163459,"HECO","obs"
531,0.00310479878158925,"HECO","obs"
532,0.0553988252554557,"HECO","obs"
533,0.103056181645049,"HECO","obs"
534,0.0722597151781373,"HECO","obs"
535,0.062583807544066,"HECO","obs"
536,0.118481735593933,"HECO","obs"
537,0.0769167624915267,"HECO","obs"
538,0.00900720460413052,"HECO","obs"
539,0.0731331775489168,"HECO","obs"
540,0.0365075534343631,"HECO","obs"
541,0.0039101374300171,"HECO","obs"
542,0.00165279424362071,"HECO","obs"
543,0.00359721528081935,"HECO","obs"
544,0.00423071923721122,"HECO","obs"
545,0.00921352307104997,"HECO","obs"
546,0.00871935968698276,"HECO","obs"
547,0.035923196537756,"HECO","obs"
548,0.082504139496696,"HECO","obs"
549,0.0535942790880265,"HECO","obs"
550,0.0206715823565102,"HECO","obs"
551,0.0263200947721914,"HECO","obs"
552,0.0191767531458559,"HECO","obs"
553,0.0156071539199076,"HECO","obs"
554,0.0156229494831274,"HECO","obs"
555,0.0158746337997777,"HECO","obs"
556,0.00977319487173691,"HECO","obs"
557,0.00195145026988142,"HECO","obs"
558,0.0451297907989743,"HECO","obs"
559,0.0212993323047018,"HECO","obs"
560,0.0295935431082111,"HECO","obs"
561,0.035530553137383,"HECO","obs"
562,0.0189401899775563,"HECO","obs"
563,0.0252069772568289,"HECO","obs"
564,0.107593558021028,"HECO","obs"
565,0.0478969614607318,"HECO","obs"
566,0.0487695612748112,"HECO","obs"
567,0.0210487616842145,"HECO","obs"
568,0.110543789693977,"HECO","obs"
569,0.049900533793722,"HECO","obs"
570,0.131392389950776,"HECO","obs"
571,0.0836064760591197,"HECO","obs"
572,0.064615984886642,"HECO","obs"
573,0.0273622703583498,"HECO","obs"
574,0.0212468128835007,"HECO","obs"
575,0.0124540265471733,"HECO","obs"
576,0.0213371797210661,"HECO","obs"
577,0.0261114254287552,"HECO","obs"
578,0.0133839460750679,"HECO","obs"
579,0.012356718475444,"HECO","obs"
580,0.0853156250386653,"HECO","obs"
581,0.0104268124429103,"HECO","obs"
582,0.093879799508602,"HECO","obs"
583,0.0446364838856526,"HECO","obs"
584,0.0280685842595194,"HECO","obs"
585,0.0835370589588069,"HECO","obs"
586,0.0106326022160466,"HECO","obs"
587,0.01306459199592,"HECO","obs"
588,0.0205994937894456,"HECO","obs"
589,0.10873302050184,"HECO","obs"
590,0.0500178565148385,"HECO","obs"
591,0.0508612664493426,"HECO","obs"
592,0.033653756654524,"HECO","obs"
593,0.0248002304599872,"HECO","obs"
594,0.00523180540993006,"HECO","obs"
595,0.00201642899690334,"HECO","obs"
596,0.00409381383980799,"HECO","obs"
597,0.00152757473955665,"HECO","obs"
598,0.000736598580325063,"HECO","obs"
599,0.000388391183206268,"HECO","obs"
600,0.000922913388061354,"HECO","obs"
601,0.000388373773002202,"HECO","obs"
602,0.00124452032336555,"HECO","obs"
603,0.00104913634066213,"HECO","obs"
604,0.00127045779103951,"HECO","obs"
605,0.000513048124915274,"HECO","obs"
606,0.000561969393295558,"HECO","obs"
607,0.00123848095585193,"HECO","obs"
608,0.00230530227658075,"HECO","obs"
609,0.00158065679152499,"HECO","obs"
610,0.00278684236978731,"HECO","obs"
611,0.00084462324381924,"HECO","obs"
612,0.00140920778862463,"HECO","obs"
613,0.00239490970057046,"HECO","obs"
614,0.00360887780485244,"HECO","obs"
615,0.0323778090928371,"HECO","obs"
616,0.0258448849806039,"HECO","obs"
617,0.0474940296562912,"HECO","obs"
618,0.0261475234990665,"HECO","obs"
619,0.0124807608903108,"HECO","obs"
620,0.0740682801655201,"HECO","obs"
621,0.0282685668280758,"HECO","obs"
622,0.0791233361779294,"HECO","obs"
623,0.0618840746521518,"HECO","obs"
624,0.0354021214228671,"HECO","obs"
625,0.0244395989243155,"HECO","obs"
626,0.0134362581263113,"HECO","obs"
627,0.00350596462415806,"HECO","obs"
628,0.0470729094739479,"HECO","obs"
629,0.020336564113974,"HECO","obs"
630,0.0186434593537387,"HECO","obs"
631,0.0178691714632418,"HECO","obs"
632,0.0175910372974888,"HECO","obs"
633,0.00280392771656733,"HECO","obs"
634,0.026769860253399,"HECO","obs"
635,0.0321845673860469,"HECO","obs"
636,0.0380131853914628,"HECO","obs"
637,0.0247101971954512,"HECO","obs"
638,0.117887198107808,"HECO","obs"
639,0.152358533140782,"HECO","obs"
640,0.0951754456189807,"HECO","obs"
641,0.0511359937778404,"HECO","obs"
642,0.0224319770954734,"HECO","obs"
643,0.0196092782693159,"HECO","obs"
644,0.109503712329374,"HECO","obs"
645,0.0127381950885058,"HECO","obs"
646,0.0146879643859877,"HECO","obs"
647,0.0224918145581455,"HECO","obs"
648,0.0738434712116419,"HECO","obs"
649,0.0282009112656451,"HECO","obs"
650,0.0843305342223312,"HECO","obs"
651,0.010711360724375,"HECO","obs"
652,0.0179022594251702,"HECO","obs"
653,0.0987636094301391,"HECO","obs"
654,0.0722588797565001,"HECO","obs"
655,0.112378769296314,"HECO","obs"
656,0.105748748042822,"HECO","obs"
657,0.0115811669318272,"HECO","obs"
658,0.0174450026607074,"HECO","obs"
659,0.0114959022323399,"HECO","obs"
660,0.0743841775718592,"HECO","obs"
661,0.060950793283439,"HECO","obs"
662,0.0332191101023329,"HECO","obs"
663,0.00384000825822244,"HECO","obs"
664,0.00601970708261088,"HECO","obs"
665,0.0673136504800047,"HECO","obs"
666,0.118820917063199,"HECO","obs"
667,0.013333383463649,"HECO","obs"
668,0.0137722329438439,"HECO","obs"
669,0.00365274981165225,"HECO","obs"
670,0.0493322123709503,"HECO","obs"
671,0.0986776837731346,"HECO","obs"
672,0.0116098547121563,"HECO","obs"
673,0.0105275855529147,"HECO","obs"
674,0.0855547517508406,"HECO","obs"
675,0.0472767971337241,"HECO","obs"
676,0.00472856856786548,"HECO","obs"
677,0.00434907337798424,"HECO","obs"
678,0.00680154583147153,"HECO","obs"
679,0.0632252055907589,"HECO","obs"
680,0.0845863271375294,"HECO","obs"
681,0.0373936432635898,"HECO","obs"
682,0.0849636591593141,"HECO","obs"
683,0.0284086148893183,"HECO","obs"
684,0.0194416141525241,"HECO","obs"
685,0.00431329192726514,"HECO","obs"
686,0.00627022657263462,"HECO","obs"
687,0.00149062157517566,"HECO","obs"
688,0.00353133210352895,"HECO","obs"
689,0.00433411738046795,"HECO","obs"
690,0.0081993720625906,"HECO","obs"
691,0.00877695499593623,"HECO","obs"
692,0.0516075218229425,"HECO","obs"
693,0.027656502558065,"HECO","obs"
694,0.0151969696422192,"HECO","obs"
695,0.0143071115749196,"HECO","obs"
696,0.00925325459693152,"HECO","obs"
697,0.00994422727863468,"HECO","obs"
698,0.0152915515846647,"HECO","obs"
699,0.0764585211530115,"HECO","obs"
700,0.00554900187801728,"HECO","obs"
701,0.00738328384055342,"HECO","obs"
702,0.00914489304182983,"HECO","obs"
703,0.0667192389622591,"HECO","obs"
704,0.0377946901819002,"HECO","obs"
705,0.0175369290676821,"HECO","obs"
706,0.0103927959686689,"HECO","obs"
707,0.0179112295044842,"HECO","obs"
708,0.0122424103749927,"HECO","obs"
709,0.013979373562852,"HECO","obs"
710,0.0576466792355302,"HECO","obs"
711,0.0511240439180971,"HECO","obs"
712,0.0314802970052651,"HECO","obs"
713,0.0254200665018612,"HECO","obs"
714,0.00344967367068461,"HECO","obs"
715,0.00578141320438111,"HECO","obs"
716,0.00897311392699989,"HECO","obs"
717,0.00281333298859925,"HECO","obs"
718,0.00546411907950322,"HECO","obs"
719,0.00748329558419214,"HECO","obs"
720,0.00861855772417167,"HECO","obs"
721,0.0723193645750267,"HECO","obs"
722,0.0987773153780281,"HECO","obs"
723,0.0343086750401159,"HECO","obs"
724,0.0860276618914044,"HECO","obs"
725,0.00630757047509476,"HECO","obs"
726,0.00945637012862936,"HECO","obs"
727,0.0158641648915142,"HECO","obs"
728,0.00373914756951795,"HECO","obs"
729,0.00522104274099239,"HECO","obs"
730,0.00629399334504934,"HECO","obs"
731,0.00878754855874158,"HECO","obs"
732,0.0148475108026599,"HECO","obs"
733,0.00354753900077635,"HECO","obs"
734,0.00622266196764821,"HECO","obs"
735,0.0085119714468899,"HECO","obs"
736,0.00967095698870196,"HECO","obs"
737,0.00893841408226806,"HECO","obs"
738,0.00194808406896563,"HECO","obs"
739,0.0365744068540081,"HECO","obs"
740,0.0374136429429215,"HECO","obs"
741,0.0189580648873666,"HECO","obs"
742,0.0161711967048678,"HECO","obs"
743,0.0121664141034751,"HECO","obs"
744,0.0560533491433888,"HECO","obs"
745,0.0327740707171443,"HECO","obs"
746,0.0364088369535929,"HECO","obs"
747,0.122330314520432,"HECO","obs"
748,0.103818397438145,"HECO","obs"
749,0.0330235259714829,"HECO","obs"
750,0.0172550667542558,"HECO","obs"
751,0.100023046984388,"HECO","obs"
752,0.0502569713208693,"HECO","obs"
753,0.0294025823969307,"HECO","obs"
754,0.123695413060154,"HECO","obs"
755,0.141204272145591,"HECO","obs"
756,0.0439149858484913,"HECO","obs"
757,0.0308552397303911,"HECO","obs"
758,0.126522126576579,"HECO","obs"
759,0.0551131015715155,"HECO","obs"
760,0.0360865889582464,"HECO","obs"
761,0.00651896435751674,"HECO","obs"
762,0.00869328707024495,"HECO","obs"
763,0.00984421177991236,"HECO","obs"
764,0.0028375600279315,"HECO","obs"
765,0.0493220608940026,"HECO","obs"
766,0.00730774419137967,"HECO","obs"
767,0.00883375475139171,"HECO","obs"
768,0.0162968706826084,"HECO","obs"
769,0.0803826944543134,"HECO","obs"
770,0.108211807619867,"HECO","obs"
771,0.119101187309111,"HECO","obs"
772,0.0559828066408183,"HECO","obs"
773,0.0311164770732677,"HECO","obs"
774,0.0889412715878941,"HECO","obs"
775,0.0489807565989942,"HECO","obs"
776,0.00784665132637061,"HECO","obs"
777,0.0800710550524791,"HECO","obs"
778,0.00625015678506359,"HECO","obs"
779,0.012630339767196,"HECO","obs"
780,0.0513475585390353,"HECO","obs"
781,0.0303080376427932,"HECO","obs"
782,0.114751970381605,"HECO","obs"
783,0.12407418356261,"HECO","obs"
784,0.101308870415549,"HECO","obs"
785,0.0429857902090846,"HECO","obs"
786,0.0907350595458552,"HECO","obs"
787,0.0401146248606428,"HECO","obs"
788,0.0250034947943758,"HECO","obs"
789,0.0183964530667356,"HECO","obs"
790,0.0622073720398175,"HECO","obs"
791,0.108077661387333,"HECO","obs"
792,0.0475750065552202,"HECO","obs"
793,0.0331017549670781,"HECO","obs"
794,0.139899512186288,"HECO","obs"
795,0.0149970911153839,"HECO","obs"
796,0.122053752909924,"HECO","obs"
797,0.0137042076830674,"HECO","obs"
798,0.00946385933995122,"HECO","obs"
799,0.00284791127152878,"HECO","obs"
800,0.00557151855545176,"HECO","obs"
801,0.00805550043208117,"HECO","obs"
802,0.00792031902108637,"HECO","obs"
803,0.00253909029110183,"HECO","obs"
804,0.00724688435693267,"HECO","obs"
805,0.00836448570100033,"HECO","obs"
806,0.00249956790101955,"HECO","obs"
807,0.00489760919574526,"HECO","obs"
808,0.0603933423416652,"HECO","obs"
809,0.00816555893072319,"HECO","obs"
810,0.0139016846309698,"HECO","obs"
811,0.0184015037520712,"HECO","obs"
812,0.0114274630677269,"HECO","obs"
813,0.0187225082838505,"HECO","obs"
814,0.0149624112686248,"HECO","obs"
815,0.0110723532751705,"HECO","obs"
816,0.0123908333515619,"HECO","obs"
817,0.0219792138381771,"HECO","obs"
818,0.0147954228084389,"HECO","obs"
819,0.0145043176087014,"HECO","obs"
820,0.0149988624115329,"HECO","obs"
821,0.00963703383541059,"HECO","obs"
822,0.0152421694551208,"HECO","obs"
823,0.0129335094971307,"HECO","obs"
824,0.0081064611149532,"HECO","obs"
825,0.00931351138076748,"HECO","obs"
826,0.00970087348359268,"HECO","obs"
827,0.010589798595756,"HECO","obs"
828,0.0119799229517517,"HECO","obs"
829,0.0109025853352741,"HECO","obs"
830,0.0180169378069691,"HECO","obs"
831,0.0233574648193664,"HECO","obs"
832,0.0659895503541782,"HECO","obs"
833,0.0331877410529843,"HECO","obs"
834,0.119652111945713,"HECO","obs"
835,0.0503110202546671,"HECO","obs"
836,0.0317781507443324,"HECO","obs"
837,0.025958982935484,"HECO","obs"
838,0.00539897884241917,"HECO","obs"
839,0.00891782306254813,"HECO","obs"
840,0.0150020313558994,"HECO","obs"
841,0.0137945733110587,"HECO","obs"
842,0.0214356456096829,"HECO","obs"
843,0.0044547465011894,"HECO","obs"
844,0.0308923460973505,"HECO","obs"
845,0.0154372718493101,"HECO","obs"
846,0.0879181815802503,"HECO","obs"
847,0.043844469967024,"HECO","obs"
848,0.0199212937050357,"HECO","obs"
849,0.0704234975437558,"HECO","obs"
850,0.0273768862275931,"HECO","obs"
851,0.00550675746941042,"HECO","obs"
852,0.0779052136198128,"HECO","obs"
853,0.0414412096323895,"HECO","obs"
854,0.0272987027524783,"HECO","obs"
855,0.00553277970637961,"HECO","obs"
856,0.00902356704862781,"HECO","obs"
857,0.00278764400861579,"HECO","obs"
858,0.00273303427734755,"HECO","obs"
859,0.00448202898605759,"HECO","obs"
860,0.00577885297123274,"HECO","obs"
861,0.00556938514491406,"HECO","obs"
862,0.00725711987801759,"HECO","obs"
863,0.00947108886517818,"HECO","obs"
864,0.00271159317406277,"HECO","obs"
865,0.0219805210751622,"HECO","obs"
866,0.0186872349686056,"HECO","obs"
867,0.00414414454364573,"HECO","obs"
868,0.00601857900615175,"HECO","obs"
869,0.00635154067641558,"HECO","obs"
870,0.0131322189196133,"HECO","obs"
871,0.0200455234608618,"HECO","obs"
872,0.0127474452871077,"HECO","obs"
873,0.0105892766236733,"HECO","obs"
874,0.0124714723024428,"HECO","obs"
875,0.00344134628365305,"HECO","obs"
876,0.00930707021254284,"HECO","obs"
877,0.0738718248447817,"HECO","obs"
878,0.0358155601000607,"HECO","obs"
879,0.099787500742143,"HECO","obs"
880,0.0483539406798062,"HECO","obs"
881,0.104428965028389,"HECO","obs"
882,0.0702690000486155,"HECO","obs"
883,0.0542831151105094,"HECO","obs"
884,0.0465082493318365,"HECO","obs"
885,0.100941883797123,"HECO","obs"
886,0.0989005750201649,"HECO","obs"
887,0.0437872554802704,"HECO","obs"
888,0.0956244894670986,"HECO","obs"
889,0.0920854019730449,"HECO","obs"
890,0.0662056754766378,"HECO","obs"
891,0.067025719186481,"HECO","obs"
892,0.0238138533974084,"HECO","obs"
893,0.0280846435451544,"HECO","obs"
894,0.0867931291776527,"HECO","obs"
895,0.0908159828074472,"HECO","obs"
896,0.0386782802432372,"HECO","obs"
897,0.0253225697328438,"HECO","obs"
898,0.0201438214850734,"HECO","obs"
899,0.0179631625380028,"HECO","obs"
900,0.00286967562826628,"HECO","obs"
901,0.0274157852128041,"HECO","obs"
902,0.0852174123991982,"HECO","obs"
903,0.121740460203935,"HECO","obs"
904,0.0499181930851277,"HECO","obs"
905,0.0477826007445864,"HECO","obs"
906,0.0273784956323602,"HECO","obs"
907,0.031237702695827,"HECO","obs"
908,0.080131658768359,"HECO","obs"
909,0.0399460512544842,"HECO","obs"
910,0.122772600932854,"HECO","obs"
911,0.0865864048833748,"HECO","obs"
912,0.0416856457276784,"HECO","obs"
913,0.00711539341215123,"HECO","obs"
914,0.0102672230295971,"HECO","obs"
915,0.00748312097111811,"HECO","obs"
916,0.00949775391214492,"HECO","obs"
917,0.0477418745844444,"HECO","obs"
918,0.0209669368705502,"HECO","obs"
919,0.0179930032208844,"HECO","obs"
920,0.0139382678538984,"HECO","obs"
921,0.0125341560338012,"HECO","obs"
922,0.014947307248924,"HECO","obs"
923,0.0675741277670768,"HECO","obs"
924,0.0597989623399487,"HECO","obs"
925,0.15443781837557,"HECO","obs"
926,0.105107240463188,"HECO","obs"
927,0.153363977081416,"HECO","obs"
928,0.0601065523795784,"HECO","obs"
929,0.035679992077102,"HECO","obs"
930,0.0175990813497969,"HECO","obs"
931,0.0167937523383657,"HECO","obs"
932,0.0162568375048224,"HECO","obs"
933,0.0167777055848359,"HECO","obs"
934,0.0177745176659108,"HECO","obs"
935,0.0755257554445485,"HECO","obs"
936,0.0413117380584285,"HECO","obs"
937,0.0441357236298221,"HECO","obs"
938,0.0073830097951481,"HECO","obs"
939,0.0458332705882575,"HECO","obs"
940,0.0290806809185961,"HECO","obs"
941,0.038604988691215,"HECO","obs"
942,0.0275851428277829,"HECO","obs"
943,0.143257104758662,"HECO","obs"
944,0.167646793511899,"HECO","obs"
945,0.172667769116271,"HECO","obs"
946,0.071016681320488,"HECO","obs"
947,0.0395385285175743,"HECO","obs"
948,0.0218835877100091,"HECO","obs"
949,0.0205893695896985,"HECO","obs"
950,0.141149180511641,"HECO","obs"
951,0.0152356986838366,"HECO","obs"
952,0.0103256787331311,"HECO","obs"
953,0.00741363467273759,"HECO","obs"
954,0.00165883467957593,"HECO","obs"
955,0.00320127541532044,"HECO","obs"
956,0.001257404963798,"HECO","obs"
957,0.00275969526762923,"HECO","obs"
958,0.00449887919900792,"HECO","obs"
959,0.0060292430752066,"HECO","obs"
960,0.0427726937077731,"HECO","obs"
961,0.0180863591422374,"HECO","obs"
962,0.0142086773438539,"HECO","obs"
963,0.0131824195526403,"HECO","obs"
964,0.0130848961474127,"HECO","obs"
965,0.0535567888108315,"HECO","obs"
966,0.047928291339503,"HECO","obs"
967,0.0282849475158605,"HECO","obs"
968,0.03622746687752,"HECO","obs"
969,0.0257020863040563,"HECO","obs"
970,0.119105066471756,"HECO","obs"
971,0.132181662253024,"HECO","obs"
972,0.118227156707409,"HECO","obs"
973,0.0510822280959756,"HECO","obs"
974,0.0307050472585943,"HECO","obs"
975,0.112767134203404,"HECO","obs"
976,0.0375388845603092,"HECO","obs"
977,0.0952237275902722,"HECO","obs"
978,0.0460157629894146,"HECO","obs"
979,0.0291631735806495,"HECO","obs"
980,0.124000946241881,"HECO","obs"
981,0.0532663216696354,"HECO","obs"
982,0.12166822090951,"HECO","obs"
983,0.150700123749682,"HECO","obs"
984,0.0631419738590062,"HECO","obs"
985,0.0256976243634184,"HECO","obs"
986,0.0308163862389251,"HECO","obs"
987,0.033343353646638,"HECO","obs"
988,0.0808667036809847,"HECO","obs"
989,0.0409284656277693,"HECO","obs"
990,0.0209306753166801,"HECO","obs"
991,0.0201415325982605,"HECO","obs"
992,0.00462865471934919,"HECO","obs"
993,0.0018443059676842,"HECO","obs"
994,0.000894254113470893,"HECO","obs"
995,0.000468442697286639,"HECO","obs"
996,0.000534280463726626,"HECO","obs"
997,0.00683228846966242,"HECO","obs"
998,0.00455090796400983,"HECO","obs"
999,0.00609728510470453,"HECO","obs"
1000,0.00111584418942946,"HECO","obs"
1001,0.020765239318198,"HECO","obs"
1002,0.0243887390920765,"HECO","obs"
1003,0.0709678383846088,"HECO","obs"
1004,0.0851308968812408,"HECO","obs"
1005,0.0590823195701534,"HECO","obs"
1006,0.0348287600273045,"HECO","obs"
1007,0.0164990116322371,"HECO","obs"
1008,0.00262653872522483,"HECO","obs"
1009,0.00124093368276779,"HECO","obs"
1010,0.000638377916646301,"HECO","obs"
1011,0.00171698994311437,"HECO","obs"
1012,0.00144391839656796,"HECO","obs"
1013,0.00209020216504016,"HECO","obs"
1014,0.0043755757640331,"HECO","obs"
1015,0.0172689119354618,"HECO","obs"
1016,0.0111445508762563,"HECO","obs"
1017,0.00946594448003123,"HECO","obs"
1018,0.00624696682843049,"HECO","obs"
1019,0.049004329867092,"HECO","obs"
1020,0.021222645011167,"HECO","obs"
1021,0.0658667589368273,"HECO","obs"
1022,0.0357546731786885,"HECO","obs"
1023,0.0268417978226799,"HECO","obs"
1024,0.00349489380974242,"HECO","obs"
1025,0.0677395182853923,"HECO","obs"
1026,0.0363059401134813,"HECO","obs"
1027,0.101996158539896,"HECO","obs"
1028,0.0361987983580773,"HECO","obs"
1029,0.0180006737198892,"HECO","obs"
1030,0.0183118439910952,"HECO","obs"
1031,0.118115683031481,"HECO","obs"
1032,0.0878940742194785,"HECO","obs"
1033,0.045868553089253,"HECO","obs"
1034,0.0296977662690294,"HECO","obs"
1035,0.0923343876913701,"HECO","obs"
1036,0.0477509382873147,"HECO","obs"
1037,0.030664660082917,"HECO","obs"
1038,0.0162879772023961,"HECO","obs"
1039,0.023202394296331,"HECO","obs"
1040,0.0718082461655456,"HECO","obs"
1041,0.117521493418552,"HECO","obs"
1042,0.0663500838342827,"HECO","obs"
1043,0.0479273584814152,"HECO","obs"
1044,0.0169508374904696,"HECO","obs"
1045,0.00896111202377771,"HECO","obs"
1046,0.0145951405320542,"HECO","obs"
1047,0.00226501603955774,"HECO","obs"
1048,0.00557681438143088,"HECO","obs"
1049,0.00541399351711077,"HECO","obs"
1050,0.00643491824295768,"HECO","obs"
1051,0.00198659378578504,"HECO","obs"
1052,0.00374940481765358,"HECO","obs"
1053,0.043569787898447,"HECO","obs"
1054,0.0650606907270349,"HECO","obs"
1055,0.059110126657023,"HECO","obs"
1056,0.0205909271109408,"HECO","obs"
1057,0.0648872202249041,"HECO","obs"
1058,0.0224564581982864,"HECO","obs"
1059,0.0585332492370266,"HECO","obs"
1060,0.0496096443079983,"HECO","obs"
1061,0.00450526264642518,"HECO","obs"
1062,0.00781007890433007,"HECO","obs"
1063,0.067221563542409,"HECO","obs"
1064,0.0580896742644486,"HECO","obs"
1065,0.0252757409711658,"HECO","obs"
1066,0.00341431860885265,"HECO","obs"
1067,0.0538008744379731,"HECO","obs"
1068,0.0315915211624352,"HECO","obs"
1069,0.0955166665482001,"HECO","obs"
1070,0.0488650280356969,"HECO","obs"
1071,0.0488859773401362,"HECO","obs"
1072,0.00783213489624903,"HECO","obs"
1073,0.00629525739875106,"HECO","obs"
1074,0.00151912244105598,"HECO","obs"
1075,0.00386846997711021,"HECO","obs"
1076,0.00154351704128162,"HECO","obs"
1077,0.00474663688617823,"HECO","obs"
1078,0.00367763598333343,"HECO","obs"
1079,0.0380391367157452,"HECO","obs"
1080,0.0230036487748454,"HECO","obs"
1081,0.0114701934546784,"HECO","obs"
1082,0.0112594205596634,"HECO","obs"
1083,0.0797270398520592,"HECO","obs"
1084,0.0398394414740668,"HECO","obs"
1085,0.0265925539931285,"HECO","obs"
1086,0.0225906631318661,"HECO","obs"
1087,0.0126623951855174,"HECO","obs"
1088,0.0123629494458455,"HECO","obs"
1089,0.0180557921502678,"HECO","obs"
1090,0.00395831679342284,"HECO","obs"
1091,0.00157272353415583,"HECO","obs"
1092,0.00324592773748455,"HECO","obs"
1093,0.00639978090676069,"HECO","obs"
1094,0.00129375676505241,"HECO","obs"
1095,0.00291473293021928,"HECO","obs"
1096,0.00085225331979736,"HECO","obs"
1097,0.00980850991569606,"HECO","obs"
1098,0.0342748582637089,"HECO","obs"
1099,0.0309856030451424,"HECO","obs"
1100,0.0182511661587771,"HECO","obs"
1101,0.0215815077951251,"HECO","obs"
1102,0.0578200581443243,"HECO","obs"
1103,0.00483172203346246,"HECO","obs"
1104,0.00426640566442752,"HECO","obs"
1105,0.00647336370746618,"HECO","obs"
1106,0.0320492357647223,"HECO","obs"
1107,0.0201307503581159,"HECO","obs"
1108,0.0131660202506403,"HECO","obs"
1109,0.00866444266264934,"HECO","obs"
1110,0.0665168338357235,"HECO","obs"
1111,0.0338208300172203,"HECO","obs"
1112,0.00614306821782327,"HECO","obs"
1113,0.00937356942654955,"HECO","obs"
1114,0.0508821243631833,"HECO","obs"
1115,0.0306866060571196,"HECO","obs"
1116,0.0189618400991434,"HECO","obs"
1117,0.0200369496838806,"HECO","obs"
1118,0.0272295411401576,"HECO","obs"
1119,0.0035224925387814,"HECO","obs"
1120,0.00674569561887081,"HECO","obs"
1121,0.00987261896936311,"HECO","obs"
1122,0.00705975147880119,"HECO","obs"
1123,0.00805005921384291,"HECO","obs"
1124,0.058983347156924,"HECO","obs"
1125,0.0227778516192852,"HECO","obs"
1126,0.0140877893248258,"HECO","obs"
1127,0.0133768109362102,"HECO","obs"
1128,0.00347607896030259,"HECO","obs"
1129,0.00762101222754921,"HECO","obs"
1130,0.00669915324753912,"HECO","obs"
1131,0.00867678845195093,"HECO","obs"
1132,0.0134026512009144,"HECO","obs"
1133,0.0440360479499875,"HECO","obs"
1134,0.0375995118829219,"HECO","obs"
1135,0.0803402907401608,"HECO","obs"
1136,0.0557231504959827,"HECO","obs"
1137,0.0299125308383715,"HECO","obs"
1138,0.0211307726406058,"HECO","obs"
1139,0.0939280381463451,"HECO","obs"
1140,0.105430270603032,"HECO","obs"
1141,0.0970570221173726,"HECO","obs"
1142,0.0659708779316051,"HECO","obs"
1143,0.034447479991202,"HECO","obs"
1144,0.00598759727104734,"HECO","obs"
1145,0.00709830627971243,"HECO","obs"
1146,0.0815640056500251,"HECO","obs"
1147,0.0417425138812592,"HECO","obs"
1148,0.0455770631530145,"HECO","obs"
1149,0.00730019271438624,"HECO","obs"
1150,0.0103686606626873,"HECO","obs"
1151,0.0031738436008225,"HECO","obs"
1152,0.0265100851189437,"HECO","obs"
1153,0.00343834500250183,"HECO","obs"
1154,0.00571457310087511,"HECO","obs"
1155,0.0124519027308884,"HECO","obs"
1156,0.0115146433869439,"HECO","obs"
1157,0.0109921924854024,"HECO","obs"
1158,0.0779510664660561,"HECO","obs"
1159,0.0377449495500974,"HECO","obs"
