"time","density"
500,0.203577351303125
501,0.201504579138281
502,0.212075513077218
503,0.215880135658789
504,0.199407517883254
505,0.191938972847489
506,0.198990547781934
507,0.205649505904746
508,0.208965867276911
509,0.23078399935085
510,0.237554747299433
511,0.249333071284739
512,0.271348196236919
513,0.283010362706633
514,0.261186580101212
515,0.232808855768409
516,0.220418783111429
517,0.225143507100827
518,0.220769056555949
519,0.227701889650406
520,0.226020528138207
521,0.241412246885336
522,0.262902990046671
523,0.270581863234669
524,0.274664137581574
525,0.280279606516207
526,0.295853651092922
527,0.313367773728874
528,0.329025909404689
529,0.35775817991169
530,0.390523365983952
531,0.396576824938894
532,0.384664549044355
533,0.417599375461659
534,0.435925816498875
535,0.435616395154467
536,0.447781864580448
537,0.48283177760546
538,0.501489034945944
539,0.49554779525314
540,0.526208124690716
541,0.52941121503926
542,0.476202651864142
543,0.451713391679277
544,0.431848558869091
545,0.414584118706419
546,0.418518056341066
547,0.435757082499281
548,0.433866117073967
549,0.474043577414595
550,0.490389488392571
551,0.506580372445861
552,0.52592898384005
553,0.531925151824381
554,0.534479627402894
555,0.536061162770357
556,0.550552107012804
557,0.557511975943972
558,0.539713843231117
559,0.554814993658836
560,0.544252511671991
561,0.556921588315833
562,0.561130516148517
563,0.5663153070874
564,0.555877511951053
565,0.586362596414457
566,0.600535811491532
567,0.63384223836979
568,0.657432506279985
569,0.705792960882085
570,0.724185844233665
571,0.796817633820671
572,0.833023066681893
573,0.803326683057405
574,0.762909126428235
575,0.767506941306306
576,0.782939698709837
577,0.832010531973672
578,0.851381104322133
579,0.868790699512156
580,0.876537096898062
581,0.887937089068942
582,0.870485007615624
583,0.916340536768681
584,0.930192680679066
585,0.968145507229376
586,0.900883003592246
587,0.855706610611797
588,0.871160551965959
589,0.856834605123499
590,0.904700252151265
591,0.924117065129374
592,0.951202999715345
593,0.962366756103969
594,0.907771751487665
595,0.812269652871526
596,0.771042945514827
597,0.708479349229982
598,0.627916755907019
599,0.549900135065483
600,0.516731949207687
601,0.47458201149905
602,0.455100866506464
603,0.470004323969667
604,0.471173804624084
605,0.426040514599727
606,0.416838976591434
607,0.433869845492876
608,0.43316053040953
609,0.453745052941922
610,0.483563463594661
611,0.455468052383335
612,0.424087993540406
613,0.398852523923582
614,0.390293957500855
615,0.38905838216481
616,0.425367700084773
617,0.445441102009828
618,0.443075159179437
619,0.454098939175693
620,0.466468901571713
621,0.489861248389903
622,0.499830444925825
623,0.511171450098366
624,0.504883842544139
625,0.502109736677444
626,0.514083251257054
627,0.497845962552404
628,0.489210742971367
629,0.513115361244137
630,0.529603704603053
631,0.535936456077373
632,0.538883373488691
633,0.534047480848542
634,0.534388469900179
635,0.542406158702086
636,0.535629414318461
637,0.543366504224636
638,0.553224749378823
639,0.582231241596181
640,0.629897565080068
641,0.633061232448424
642,0.650395471670026
643,0.667359073060715
644,0.681658624685254
645,0.671878031329458
646,0.648888070127889
647,0.665029477349118
648,0.680349587762795
649,0.687219536642678
650,0.722648556386714
651,0.676747873787974
652,0.676142568340614
653,0.660338076908057
654,0.698404041819591
655,0.751481678719907
656,0.764829061568018
657,0.752161972818092
658,0.759948314251645
659,0.723071098419587
660,0.69893280406582
661,0.715081781365467
662,0.736962158032086
663,0.735550811174893
664,0.685411838818042
665,0.65890616955142
666,0.692007073405505
667,0.648043055174676
668,0.620783854469902
669,0.574724537474291
670,0.557477830563843
671,0.58787281360686
672,0.551714382696837
673,0.512904869522322
674,0.492959274484156
675,0.501148593058615
676,0.498680156417984
677,0.492973308335223
678,0.497599261997112
679,0.501316285948834
680,0.541115745736247
681,0.574154962001099
682,0.593024991317468
683,0.63197634122405
684,0.651891764443828
685,0.619460169468805
686,0.59620489653191
687,0.581323771617153
688,0.554472293818481
689,0.530988013485531
690,0.528378510680915
691,0.514372188600862
692,0.517394087219121
693,0.536484452819712
694,0.528814816001194
695,0.506349533601234
696,0.51159585291821
697,0.520560894547683
698,0.542700011827365
699,0.540033909520775
700,0.567265262840276
701,0.553701695900814
702,0.55153780828641
703,0.558095065996427
704,0.578189696579679
705,0.599663567876781
706,0.630059311143756
707,0.653752713299234
708,0.661256320754966
709,0.641412206217842
710,0.659559924475327
711,0.675510183839717
712,0.667252446722728
713,0.663241699184022
714,0.654255880727652
715,0.607168189975283
716,0.575654445303494
717,0.529062967524293
718,0.503959721938384
719,0.493381969780896
720,0.489251706936088
721,0.489740723151405
722,0.536261386190086
723,0.527702555327883
724,0.529826002041683
725,0.511224058034718
726,0.48775656030443
727,0.497629125340716
728,0.459672231344848
729,0.42512036842415
730,0.388325881088176
731,0.362597828263594
732,0.367826769803554
733,0.339044778591849
734,0.323580723566707
735,0.319110791703717
736,0.316703967821864
737,0.307637226302064
738,0.290826205117166
739,0.279528467407478
740,0.294219043848438
741,0.285700419114754
742,0.274061152913288
743,0.263389542675598
744,0.262755128553281
745,0.256543793922177
746,0.26446775517154
747,0.262387641072452
748,0.282448006564216
749,0.305835110877928
750,0.31184473683334
751,0.304425533876473
752,0.321664067813407
753,0.326588049980833
754,0.333199509107237
755,0.351550799068585
756,0.377926674706385
757,0.393578067460172
758,0.401040327785657
759,0.429242986217207
760,0.438999509707591
761,0.417658934717832
762,0.402329405690827
763,0.397760623547611
764,0.37348270673668
765,0.359196999248707
766,0.358918360007171
767,0.350076496896172
768,0.350098500797696
769,0.363912186190332
770,0.393336365368988
771,0.410454319316047
772,0.407748917405371
773,0.405526834159044
774,0.419826174339128
775,0.415878932876998
776,0.391032407350694
777,0.381406493403797
778,0.386249445665767
