"size","frequency"
-1.54268666126389,0.0257447972780872
-1.40918415892347,0.0285349884278956
-1.27568165658305,0.0312531911161988
-1.14217915424263,0.0338340182965189
-1.00867665190221,0.0362144600722252
-0.87517414956179,0.0383369761299979
-0.74167164722137,0.040152187765479
-0.60816914488095,0.0416209500075876
-0.47466664254053,0.0427156567101866
-0.34116414020011,0.0434207207398964
-0.20766163785969,0.0437322643127857
-0.0741591355192699,0.0436571374427232
0.0593433668211502,0.0432114436531247
0.19284586916157,0.0424187838778363
0.32634837150199,0.0413084293069769
0.459850873842411,0.0399136046725338
0.59335337618283,0.0382700126512954
0.72685587852325,0.0364146680630508
0.86035838086367,0.0343850484945109
0.99386088320409,0.0322185161032153
1.12736338554451,0.0299519307519247
1.26086588788493,0.0276213605490401
1.39436839022535,0.0252618019625228
1.52787089256577,0.0229068436221488
1.66137339490619,0.0205882398181748
1.79487589724661,0.0183353942595621
1.92837839958703,0.0161747854680825
2.06188090192745,0.0141293871978745
2.19538340426787,0.012218147801332
2.32888590660829,0.010455590992867
2.46238840894871,0.00885158858399067
2.59589091128913,0.00741133662129087
2.72939341362955,0.00613554361937322
2.86289591596997,0.00502081704251973
2.99639841831039,0.00406021501097619
3.12990092065081,0.00324391660494024
3.26340342299123,0.00255995719561787
3.39690592533165,0.00199497477267633
3.53040842767207,0.00153491854857703
3.66391093001249,0.00116568058398906
3.79741343235291,0.000873623028724728
3.93091593469333,0.000645986107654424
4.06441843703375,0.000471173706268714
4.19792093937417,0.000338923241876096
4.33142344171459,0.000240373755703264
4.46492594405501,0.000168050692014571
4.59842844639543,0.000115787742143124
4.73193094873585,7.8605855665618e-05
4.86543345107627,5.25676052480503e-05
4.99893595341669,3.46221350947417e-05
