"time","density"
500,7.73726334931962
501,8.67414190404011
502,9.90866847999363
503,10.0919553400566
504,9.18419814838752
505,9.05782657677356
506,9.69042731822158
507,10.17738323291
508,11.425658378712
509,12.0922887627154
510,12.4911950061932
511,13.9883717921587
512,16.1572292431254
513,15.6011969197351
514,13.6414967886961
515,11.6389371446423
516,10.7376003188006
517,9.92594133974122
518,9.45051700115979
519,8.74790868700418
520,9.38991371205245
521,11.3243369725341
522,12.4605730272819
523,12.52745197549
524,12.392785004028
525,12.9286918141384
526,13.8106013065007
527,14.4028958016387
528,15.7985385205606
529,17.8557120293722
530,17.8467890491162
531,17.3483103593297
532,18.783883779504
533,17.9443525602613
534,15.6640907896369
535,14.9692775375299
536,16.0622003781568
537,18.0663561916658
538,16.9679119256199
539,17.7869517167202
540,17.6956096142327
541,17.1559387382573
542,15.5672108822763
543,14.335480388563
544,12.7243925077219
545,12.5298512718639
546,12.3650177961657
547,11.7766107529951
548,12.5328814722987
549,12.6671634119145
550,12.892913507823
551,13.3966110208409
552,13.3342658507406
553,13.0562410440723
554,12.7419999471038
555,12.4327370185563
556,12.8583961572936
557,13.161813922003
558,14.7824826480451
559,14.4956218902086
560,14.4976570466497
561,14.6674559683644
562,13.3957498085566
563,11.9947008347952
564,12.6193123765881
565,13.3320599693792
566,13.7016429166635
567,14.2926397728577
568,15.8173713109466
569,16.1972553990744
570,17.5251187091611
571,16.6146780026008
572,14.5995292146948
573,12.496755835948
574,11.7273439736828
575,11.9343357292111
576,12.5066625679605
577,11.8706440766126
578,11.9746859300906
579,12.0925742036962
580,13.3029530969573
581,13.2766611653694
582,14.1399483171075
583,14.6826129894555
584,14.3766432012268
585,13.4723755016026
586,11.7568255237837
587,10.8647485668247
588,9.86411355867776
589,10.491243130177
590,11.4439883103575
591,12.0000198438957
592,12.0613956936318
593,11.9484274634358
594,11.0437850113046
595,9.67051183157249
596,9.09623906183325
597,8.49298210317456
598,7.56506737448193
599,6.70052497056999
600,6.40325247822179
601,6.13950677681549
602,6.22274116073656
603,6.87330992090147
604,7.07106629340369
605,6.70790696047564
606,6.89560224189619
607,7.01290201149792
608,7.21433829594516
609,7.92106496767231
610,8.10182203387551
611,7.46803263754156
612,6.68139052192464
613,6.57183081363978
614,6.63584861924394
615,7.55672391301718
616,8.34977415902299
617,8.08964924377938
618,7.89290930400572
619,8.42139753733995
620,9.8032692388595
621,10.4054488386195
622,10.058374232576
623,9.13972984540981
624,8.76266125778384
625,8.80120353374753
626,9.40420335016628
627,9.31008853446113
628,9.54501408532119
629,10.4213916666617
630,10.8784485853688
631,10.9236935650304
632,10.8703344507735
633,10.9788949135419
634,11.0167757487233
635,10.0403534196052
636,9.92865765564813
637,9.99961297946347
638,10.4824705781465
639,11.4527039194873
640,11.2668563910202
641,10.8294565133366
642,11.2805024733931
643,11.5881459297556
644,12.2515546866062
645,11.7453017294359
646,11.0934221268905
647,10.118051233268
648,9.29490426008396
649,9.42200630817625
650,9.49285299189408
651,8.64842018451067
652,7.74232931289721
653,8.30014566712874
654,9.59691163142132
655,9.79216486136137
656,10.155969142265
657,9.90198564363056
658,8.94099678776346
659,7.95510676787211
660,8.23565377414813
661,8.98621640774611
662,9.36804299538518
663,9.68296034871268
664,9.58747413512343
665,10.0440450098115
666,10.1503564949271
667,9.2127750575259
668,8.73207190187803
669,8.18788998635995
670,8.35090030252416
671,8.54253877728588
672,7.86273216702508
673,7.01365343204502
674,7.30948038244069
675,7.81355938381108
676,8.20749934241074
677,9.20974831613954
678,9.78335002059911
679,11.0091749716683
680,12.6229383092186
681,13.0681136439104
682,13.713889196925
