"","Mean","SD","Naive SE","Time-series SE","species"
"beta[1,1]",10.3197306897624,1.39327418665749,0.00359741848108342,0.0187940993708207,"BOGR"
"beta[2,1]",55.6254099222299,16.4228507443158,0.0424036182866567,0.116439245201048,"HECO"
"beta[3,1]",93.193843544087,16.9538844396677,0.0437747413922386,0.175218913562418,"PASM"
"beta[4,1]",73.8390608192974,51.0063067721069,0.131697717786611,0.326639923158033,"POSE"
"beta[1,2]",7.17008473763345,0.836113801218671,0.00215883655176939,0.0106881573327149,"BOGR"
"beta[2,2]",53.332987349759,13.1618947192335,0.0339838660347511,0.0993954328675051,"HECO"
"beta[3,2]",51.7149815411336,12.9008808204243,0.0333099310459401,0.155749021380578,"PASM"
"beta[4,2]",79.2161108323025,38.3248697231118,0.0989543881221206,0.291060610207728,"POSE"
"beta[1,3]",6.38227478476007,1.2621715464251,0.00325891291957419,0.0163437911171662,"BOGR"
"beta[2,3]",61.3401225879211,16.4185207914551,0.0423924383964439,0.136939199372103,"HECO"
"beta[3,3]",171.699926183318,27.2890791459722,0.0704600993771244,0.263097476121747,"PASM"
"beta[4,3]",125.707541476954,37.6335102240154,0.097169305571292,0.442671830541114,"POSE"
"beta[1,4]",13.505715404038,2.58602618557021,0.00667709089971315,0.0235569360101767,"BOGR"
"beta[2,4]",55.31607098778,15.1061507617426,0.0390039135503518,0.103270515705846,"HECO"
"beta[3,4]",186.986958988192,36.2259075673929,0.0935348911398413,0.336650916889399,"PASM"
"beta[4,4]",51.5718838433255,8.96784466596621,0.0231548753617748,0.0716177209467324,"POSE"
"beta[1,5]",5.26038254566478,3.56610778647067,0.00920765071185433,0.0399104052912142,"BOGR"
"beta[2,5]",47.9134676224082,15.7310558681347,0.0406174115970295,0.0877042398711694,"HECO"
"beta[3,5]",130.546237888975,38.8578542763528,0.100330548321113,0.331701892528079,"PASM"
"beta[4,5]",52.2814333861391,8.45065411908733,0.0218194951118562,0.060353993136744,"POSE"
"beta[1,6]",14.7435578046199,6.36912517074875,0.0164450104774803,0.0342204790698558,"BOGR"
"beta[2,6]",53.06778071201,17.1086271400566,0.0441742853266076,0.103237410180629,"HECO"
"beta[3,6]",282.024054046381,63.8178354777342,0.16477694266418,0.715349959172369,"PASM"
"beta[4,6]",33.9465420871726,4.91338004047338,0.0126862927135609,0.0373441996579647,"POSE"
"beta[1,7]",14.7925533201536,4.79089217130968,0.0123700303953053,0.0282776516934688,"BOGR"
"beta[2,7]",56.9542983800793,14.7224208807567,0.0380131272580179,0.104094737259575,"HECO"
"beta[3,7]",194.351043601107,38.7455776218226,0.10004065124567,0.436248591669018,"PASM"
"beta[4,7]",13.280895781798,2.33868821470119,0.00603846700500617,0.0168692531305825,"POSE"
"beta[1,8]",19.9979890667031,3.63462611463934,0.00938456427445917,0.0270498030521393,"BOGR"
"beta[2,8]",63.518110672125,8.73682156922933,0.0225583762909406,0.0865477019005746,"HECO"
"beta[3,8]",251.097595287415,43.0985195143316,0.111279898883468,0.569317894953767,"PASM"
"beta[4,8]",48.8322042921813,6.90336166063064,0.0178244031629795,0.0558227360243777,"POSE"
"beta[1,9]",13.1361984047645,1.64480365344414,0.0042468647717135,0.0110724399789273,"BOGR"
"beta[2,9]",54.5995921147103,5.99889065391651,0.0154890690655586,0.056373833507593,"HECO"
"beta[3,9]",186.773026235995,25.1263267015805,0.0648758965777252,0.296767895344269,"PASM"
"beta[4,9]",33.8992012312964,4.7772440920582,0.0123347912062061,0.0277433590324816,"POSE"
"beta[1,10]",15.812729983865,1.47023187408289,0.00379612237559089,0.0139213421560903,"BOGR"
"beta[2,10]",43.2762077634112,4.65580244834303,0.0120212302304428,0.0420971977190936,"HECO"
"beta[3,10]",181.634575013634,20.5070544835059,0.0529489869962577,0.175393193195219,"PASM"
"beta[4,10]",15.3474268542743,9.35408671639965,0.0241521480477306,0.0525933013885715,"POSE"
"beta[1,11]",8.26930378067483,0.713728045880828,0.00184283789027841,0.00477956601386328,"BOGR"
"beta[2,11]",32.0659834054198,4.37647632147152,0.0113000132720869,0.0378852134512674,"HECO"
"beta[3,11]",120.228977577001,15.5038969990973,0.0400308899192125,0.122892101114851,"PASM"
"beta[4,11]",56.2649781259801,38.1399939721624,0.0984770409857575,0.243298638223236,"POSE"
"beta[1,12]",8.00535346586536,0.725276865045954,0.00187265681314167,0.0055142842549519,"BOGR"
"beta[2,12]",50.1181712368283,6.40599137105104,0.0165401985973527,0.0543166852669228,"HECO"
"beta[3,12]",139.84572473373,18.8830879498812,0.0487559234365732,0.168108548155752,"PASM"
"beta[4,12]",93.6801411615138,47.7058462328623,0.123175965317738,0.409603337408761,"POSE"
"beta[1,13]",7.45198970466822,0.685769108823643,0.00177064822521165,0.00536509757920224,"BOGR"
"beta[2,13]",47.2284544998729,6.08885804184084,0.0157213638623138,0.0522010491008812,"HECO"
