"size","frequency"
-1.54268666126389,0.0207202872884813
-1.40918415892347,0.0229151546767126
-1.27568165658305,0.0250455581103204
-1.14217915424263,0.0270617569842749
-1.00867665190221,0.0289173996117516
-0.87517414956179,0.0305721215868095
-0.74167164722137,0.0319937068157163
-0.60816914488095,0.0331596080869018
-0.47466664254053,0.0340576922610038
-0.34116414020011,0.0346861607583977
-0.20766163785969,0.03505268724891
-0.0741591355192699,0.0351728986098733
0.0593433668211502,0.0350683908317092
0.19284586916157,0.0347645104092075
0.32634837150199,0.0342881397460243
0.459850873842411,0.0336657028672971
0.59335337618283,0.0329215610395741
0.72685587852325,0.0320769049334975
0.86035838086367,0.0311491806446052
0.99386088320409,0.0301520216222052
1.12736338554451,0.0290956052856885
1.26086588788493,0.0279873174440506
1.39436839022535,0.0268325915082204
1.52787089256577,0.0256357928449493
1.66137339490619,0.024401035823543
1.79487589724661,0.0231328508311285
1.92837839958703,0.0218366507690818
2.06188090192745,0.0205189801991844
2.19538340426787,0.0191875584036211
2.32888590660829,0.0178511481821677
2.46238840894871,0.0165192955058864
2.59589091128913,0.0152019896578681
2.72939341362955,0.0139092906424978
2.86289591596997,0.012650963290381
2.99639841831039,0.0114361491362806
3.12990092065081,0.0102730997043529
3.26340342299123,0.00916899755215855
3.39690592533165,0.00812990641390702
3.53040842767207,0.0071608961298456
3.66391093001249,0.00626626951161364
3.79741343235291,0.00544944823462057
3.93091593469333,0.00471177808651992
4.06441843703375,0.004050433283689
4.19792093937417,0.00345801978766243
4.33142344171459,0.00292732583991984
4.46492594405501,0.00245856921888013
4.59842844639543,0.00205361120642907
4.73193094873585,0.00170373034059146
4.86543345107627,0.00140291188474278
4.99893595341669,0.00114633914724452
