"time","cover","species","climsim"
500,1.47623953314128e-09,"HECO","zppttemp"
501,8.93258762469955e-11,"HECO","zppttemp"
502,2.34664306203995e-06,"HECO","zppttemp"
503,2.08883629768927e-08,"HECO","zppttemp"
504,4.31459896921842e-08,"HECO","zppttemp"
505,2.37409045611518e-08,"HECO","zppttemp"
506,8.13888678987543e-08,"HECO","zppttemp"
507,1.27318423844904e-07,"HECO","zppttemp"
508,4.05860983943176e-07,"HECO","zppttemp"
509,6.01346862091111e-06,"HECO","zppttemp"
510,7.73356878022491e-05,"HECO","zppttemp"
511,0.000111014699786914,"HECO","zppttemp"
512,3.06521353557928e-06,"HECO","zppttemp"
513,7.10530379340938e-06,"HECO","zppttemp"
514,9.56825098344535e-05,"HECO","zppttemp"
515,0.000163998636193283,"HECO","zppttemp"
516,0.000510927626432494,"HECO","zppttemp"
517,3.65705867667718e-05,"HECO","zppttemp"
518,0.00352413354066508,"HECO","zppttemp"
519,0.000104749026137471,"HECO","zppttemp"
520,1.63530437700177e-06,"HECO","zppttemp"
521,3.42436493178977e-05,"HECO","zppttemp"
522,2.81077701140689e-05,"HECO","zppttemp"
523,6.49752745911633e-06,"HECO","zppttemp"
524,0.000396631676227295,"HECO","zppttemp"
525,3.17909361111237e-06,"HECO","zppttemp"
526,1.41381273470256e-06,"HECO","zppttemp"
527,8.63161941743399e-07,"HECO","zppttemp"
528,6.43667908491519e-07,"HECO","zppttemp"
529,6.20511325193646e-08,"HECO","zppttemp"
530,2.3775806782886e-06,"HECO","zppttemp"
531,4.47939196312913e-06,"HECO","zppttemp"
532,2.92746870970525e-07,"HECO","zppttemp"
533,6.79537463039015e-07,"HECO","zppttemp"
534,1.24178254708505e-07,"HECO","zppttemp"
535,5.72994000808397e-07,"HECO","zppttemp"
536,1.71920825883038e-07,"HECO","zppttemp"
537,1.10655072534743e-05,"HECO","zppttemp"
538,2.62111929897685e-07,"HECO","zppttemp"
539,1.07161791009685e-07,"HECO","zppttemp"
540,7.58321152529585e-07,"HECO","zppttemp"
541,1.4416099812697e-07,"HECO","zppttemp"
542,3.33298405442943e-06,"HECO","zppttemp"
543,5.64553249258956e-07,"HECO","zppttemp"
544,7.65405859259032e-06,"HECO","zppttemp"
545,1.34054205135047e-06,"HECO","zppttemp"
546,5.08137684980707e-06,"HECO","zppttemp"
547,1.08094858632809e-05,"HECO","zppttemp"
548,0.000180102982235708,"HECO","zppttemp"
549,2.45198678569304e-06,"HECO","zppttemp"
550,6.88380152692634e-07,"HECO","zppttemp"
551,4.52623189358672e-07,"HECO","zppttemp"
552,1.2299207079876e-06,"HECO","zppttemp"
553,5.91046936985623e-08,"HECO","zppttemp"
554,4.41449337689771e-08,"HECO","zppttemp"
555,4.10018871144712e-07,"HECO","zppttemp"
556,7.32952338414455e-08,"HECO","zppttemp"
557,2.00456828726679e-08,"HECO","zppttemp"
558,3.52020021861744e-11,"HECO","zppttemp"
559,6.08052576851625e-11,"HECO","zppttemp"
560,1.8201611311214e-10,"HECO","zppttemp"
561,1.6360383879995e-10,"HECO","zppttemp"
562,7.49848009815144e-09,"HECO","zppttemp"
563,4.03979905185913e-08,"HECO","zppttemp"
564,3.72865475390315e-10,"HECO","zppttemp"
565,2.31744249047966e-10,"HECO","zppttemp"
566,1.0222179523579e-11,"HECO","zppttemp"
567,9.92974055915205e-12,"HECO","zppttemp"
568,4.4359749085927e-13,"HECO","zppttemp"
569,1.46942783860466e-12,"HECO","zppttemp"
570,2.67931138725145e-12,"HECO","zppttemp"
571,2.61546086826065e-12,"HECO","zppttemp"
572,2.19294743364441e-14,"HECO","zppttemp"
573,2.57974289295722e-13,"HECO","zppttemp"
574,1.77101510373237e-12,"HECO","zppttemp"
575,2.0643170676463e-12,"HECO","zppttemp"
576,2.19772369372569e-12,"HECO","zppttemp"
577,2.97733624142865e-13,"HECO","zppttemp"
578,1.02147213735632e-11,"HECO","zppttemp"
579,1.38305924858161e-11,"HECO","zppttemp"
580,5.07856758707677e-12,"HECO","zppttemp"
581,4.92193744344556e-12,"HECO","zppttemp"
582,1.85544940649391e-09,"HECO","zppttemp"
583,1.85544056818173e-08,"HECO","zppttemp"
