"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin"
"1","A1",33,131,7.14465262571916,10.1417487192333,1,0,4.2201628545601
"2","A1",35,133,0.250488519668579,0.250488519668579,1,0,19.390869140625
"3","A1",35,135,0.823851975516583,0.250488519668579,1,0,39.910888671875
"4","A1",35,140,0.680290545637352,0.250488519668579,1,0,14.92919921875
"5","A1",35,141,0.250488519668579,0.250488519668579,1,0,9.869384765625
"6","A1",37,147,8.67969052901473,0.250488519668579,1,0,4.74853515625
"7","A1",38,147,22.0768434817107,8.67969052901473,2,1,0.338157287931826
"8","A1",39,147,25.10249305643,22.0768434817107,3,0,0.659117387526129
"9","A1",39,149,0.50097703933716,0.25048851966858,1,0,5.2490234375
"10","A1",39,150,0.25048851966858,0.25048851966858,1,0,5.328369140625
"11","A1",39,151,0.25048851966858,0.23826956748962,1,0,5.43212890625
"12","A1",39,155,0.24743378162384,0.25048851966858,1,0,29.071044921875
"13","A1",39,156,5.15376853262709,0.25048851966858,1,0,35.247802734375
"14","A1",39,157,5.20932748797467,0.2596527338028,1,0,23.468017578125
"15","A1",40,147,31.8379858038434,25.10249305643,4,0,0.82995886070493
"16","A1",40,149,0.25048851966858,0.50097703933716,2,0,3.387451171875
"17","A1",40,155,2.01887223598209,0.24743378162384,2,0,26.45263671875
"18","A1",40,156,4.65968227753465,5.15376853262709,2,0,34.6611956730702
"19","A1",40,157,0.25048851966858,5.20932748797467,2,0,23.440537717497
"20","A1",41,147,43.7622441699961,31.8379858038434,5,0,0.876796363457719
"21","A1",41,149,13.9007635468373,0.25048851966858,3,0,6.34765625
"22","A1",41,152,15.3677914260568,4.89168363603073,3,0,17.1683306821028
"23","A1",41,155,19.9491765368814,2.01887223598209,3,0,28.1042763664647
"24","A1",41,156,20.4527678626818,4.65968227753465,3,0,34.2124980448739
"25","A1",41,157,25.4541773601733,0.25048851966858,3,0,24.98779296875
"26","A1",41,159,20.290065376477,0.25048851966858,1,0,17.4072265625
"27","A1",42,147,9.34256847770886,43.7622441699961,6,0,-0.119255974560628
"28","A1",42,149,12.0645348707795,13.9007635468373,4,0,-0.0601926721571333
"29","A1",42,151,7.02691281800803,13.2386603381969,4,0,5.03851121237024
"30","A1",42,152,1.95330748436812,15.3677914260568,4,0,14.4512691200688
"31","A1",42,155,6.80573287227817,19.9491765368814,4,0,25.3677690821525
"32","A1",42,156,17.313836929779,20.4527678626818,4,0,34.4961470478073
"33","A1",42,157,13.1478852441548,25.4541773601733,4,0,21.3796989476294
"34","A1",42,159,18.4760984209615,20.290065376477,2,0,15.3198710149776
"35","A1",42,161,3.76964510991332,1.83973620791801,1,0,23.7768745221262
"36","A1",42,163,0.89907208490739,1.50617014441099,1,1,2.99739037203322
"37","A1",42,164,1.15001305643542,0.25048851966858,1,0,14.70947265625
"38","A1",42,165,3.60076242041946,0.25048851966858,1,0,25.732421875
"39","A1",43,147,22.9807151013395,9.34256847770886,7,0,0.566628785394535
"40","A1",43,149,1.70373287736762,12.0645348707795,5,0,4.5198089581116
"41","A1",43,151,14.8305005650322,7.02691281800803,5,0,6.09823000881244
"42","A1",43,155,0.97645846445309,6.80573287227817,5,0,25.9245213673259
"43","A1",43,156,12.8966912208123,17.313836929779,5,0,33.1324536332461
"44","A1",43,157,18.2251166006904,13.1478852441548,5,0,19.610595703125
"45","A1",43,159,25.609507286718,18.4760984209615,3,0,12.9649807122579
"46","A1",43,161,14.8986539246561,3.76964510991332,2,0,22.3106545114742
"47","A1",43,163,1.28566175754272,0.89907208490739,2,1,2.77962649089797
"48","A1",43,164,0.67459808420781,1.15001305643542,2,0,15.0174534514863
"49","A1",43,165,8.52520049436776,3.60076242041946,2,0,25.4299882742613
"50","A1",44,147,6.22935830747507,22.9807151013395,8,0,0.132000221102574
"51","A1",44,149,11.3718032736891,1.70373287736762,6,0,4.827880859375
"52","A1",44,151,1.75191071746709,14.8305005650322,6,0,6.27179186423134
"53","A1",44,155,3.05678097518942,0.97645846445309,6,0,29.0547596475682
"54","A1",44,156,2.73429209381815,12.8966912208123,6,0,34.1150214532932
"55","A1",44,157,13.9999092364692,18.2251166006904,6,0,20.0484634617083
"56","A1",44,159,6.78334966977331,25.609507286718,4,0,13.0051784043995
"57","A1",44,161,7.4562857802216,14.8986539246561,3,0,21.9375260565008
"58","A1",44,163,0.50097703933716,1.28566175754272,3,1,2.84212761852033
"59","A1",44,165,13.1768311823697,8.52520049436776,3,0,24.2704685323634
"60","A12",35,196,11.7484606066504,5.17056557890186,1,0,4.87491915877932
"61","A12",35,197,14.9635571969946,10.6273660803609,1,0,13.5455906252503
"62","A12",35,199,9.00529210061151,4.56125554675138,1,0,29.7866409149749
"63","A12",35,200,12.6269293707868,10.6704925933858,1,0,9.23043324919656
"64","A12",35,203,28.7032669508515,2.06666425842358,1,0,20.8823633195611
"65","A12",36,197,5.35860591088501,14.9635571969946,2,0,13.2063371914354
"66","A12",36,199,1.87419815965855,9.00529210061151,2,0,28.6970074978346
"67","A12",36,200,2.23473452608722,12.6269293707868,2,0,8.76218615242151
"68","A12",36,203,2.39860982903489,28.7032669508515,2,0,14.6877776525994
"69","A12",36,298,0.24743378162384,0.25048851966858,1,1,2.471923828125
"70","A12",36,300,0.250488519668579,0.25048851966858,1,0,33.28857421875
"71","A12",37,197,31.8586397390782,5.35860591088501,3,0,12.26806640625
