"quad","t1","t0","rep","cover.t0","cover.t1","obs.cover.t1"
"A1",35,34,45,0.391563676540036,0.0412424024375913,0.102420832800314
"A1",35,34,44,0.391563676540036,0.0184921331913687,0.102420832800314
"A1",35,34,29,0.391563676540036,0.10044610789652,0.102420832800314
"A1",35,34,46,0.391563676540036,0.0244184159278455,0.102420832800314
"A1",35,34,31,0.391563676540036,0.0256920808814851,0.102420832800314
"A1",35,34,32,0.391563676540036,0.0254196075907719,0.102420832800314
"A1",35,34,34,0.391563676540036,0.0303327319818388,0.102420832800314
"A1",35,34,30,0.391563676540036,0.246426666732096,0.102420832800314
"A1",35,34,37,0.391563676540036,0.0343651636016843,0.102420832800314
"A1",35,34,38,0.391563676540036,0.0255275052122934,0.102420832800314
"A1",35,34,39,0.391563676540036,0.00552958508445479,0.102420832800314
"A1",35,34,40,0.391563676540036,0.00104163794784217,0.102420832800314
"A1",35,34,41,0.391563676540036,0.0295778654634827,0.102420832800314
"A1",35,34,42,0.391563676540036,0.00559381374645906,0.102420832800314
"A1",35,34,43,0.391563676540036,0.0637291316783617,0.102420832800314
"A1",35,34,80,0.391563676540036,0.0482187893169038,0.102420832800314
"A1",35,34,81,0.391563676540036,0.0434209392603341,0.102420832800314
"A1",35,34,82,0.391563676540036,0.0431152994313663,0.102420832800314
"A1",35,34,83,0.391563676540036,0.0242287114934962,0.102420832800314
"A1",35,34,33,0.391563676540036,0.0644262880958467,0.102420832800314
"A1",35,34,73,0.391563676540036,0.0933306094525412,0.102420832800314
"A1",35,34,35,0.391563676540036,0.0394658511711324,0.102420832800314
"A1",35,34,36,0.391563676540036,0.0547024080564887,0.102420832800314
"A1",35,34,75,0.391563676540036,0.0386415094112039,0.102420832800314
"A1",35,34,76,0.391563676540036,0.0201849845168786,0.102420832800314
"A1",35,34,77,0.391563676540036,0.00366924086249321,0.102420832800314
"A1",35,34,78,0.391563676540036,0.147729483970095,0.102420832800314
"A1",35,34,79,0.391563676540036,0.140454183981937,0.102420832800314
"A1",35,34,53,0.391563676540036,0.00390439445446289,0.102420832800314
"A1",35,34,54,0.391563676540036,0.15090630268103,0.102420832800314
"A1",35,34,55,0.391563676540036,0.0336905835459565,0.102420832800314
"A1",35,34,56,0.391563676540036,0.053554404608811,0.102420832800314
"A1",35,34,84,0.391563676540036,0.123683325842915,0.102420832800314
"A1",35,34,85,0.391563676540036,0.00755553628949201,0.102420832800314
"A1",35,34,47,0.391563676540036,0.0225930545258612,0.102420832800314
"A1",35,34,48,0.391563676540036,0.00970432482166077,0.102420832800314
"A1",35,34,49,0.391563676540036,0.0497969713241229,0.102420832800314
"A1",35,34,50,0.391563676540036,0.0656624625456775,0.102420832800314
"A1",35,34,51,0.391563676540036,0.0433478292287473,0.102420832800314
"A1",35,34,25,0.391563676540036,0.0211756243917165,0.102420832800314
"A1",35,34,26,0.391563676540036,0.0545283255899224,0.102420832800314
"A1",35,34,27,0.391563676540036,0.0056984315163138,0.102420832800314
"A1",35,34,28,0.391563676540036,0.0442418004946755,0.102420832800314
"A1",35,34,68,0.391563676540036,0.0242303692358929,0.102420832800314
"A1",35,34,69,0.391563676540036,0.0266073956040054,0.102420832800314
"A1",35,34,70,0.391563676540036,0.00431599983718533,0.102420832800314
"A1",35,34,71,0.391563676540036,0.0302396743412455,0.102420832800314
"A1",35,34,72,0.391563676540036,0.102601002602915,0.102420832800314
"A1",35,34,86,0.391563676540036,0.0838450466233055,0.102420832800314
"A1",35,34,74,0.391563676540036,0.0399664082620527,0.102420832800314
"A1",35,34,88,0.391563676540036,0.0297301188232409,0.102420832800314
"A1",35,34,89,0.391563676540036,0.044574262226183,0.102420832800314
"A1",35,34,90,0.391563676540036,0.0003465175672965,0.102420832800314
"A1",35,34,91,0.391563676540036,0.116049166477213,0.102420832800314
"A1",35,34,52,0.391563676540036,0.0906432699529506,0.102420832800314
"A1",35,34,93,0.391563676540036,0.0261811296624305,0.102420832800314
"A1",35,34,94,0.391563676540036,0.0353177139317942,0.102420832800314
"A1",35,34,1,0.391563676540036,0.0206654769305228,0.102420832800314
"A1",35,34,2,0.391563676540036,0.23054258435195,0.102420832800314
"A1",35,34,3,0.391563676540036,0.0640101984591988,0.102420832800314
"A1",35,34,4,0.391563676540036,0.0249635175121793,0.102420832800314
"A1",35,34,59,0.391563676540036,0.0297448313997079,0.102420832800314
"A1",35,34,87,0.391563676540036,0.308448503638937,0.102420832800314
"A1",35,34,61,0.391563676540036,0.143319046779751,0.102420832800314
"A1",35,34,62,0.391563676540036,0.098935819944322,0.102420832800314
"A1",35,34,63,0.391563676540036,0.270244342718828,0.102420832800314
"A1",35,34,64,0.391563676540036,0.0904902151987693,0.102420832800314
"A1",35,34,65,0.391563676540036,0.0272097572908599,0.102420832800314
"A1",35,34,66,0.391563676540036,0.0926469717405067,0.102420832800314
"A1",35,34,67,0.391563676540036,0.0636636257297534,0.102420832800314
"A1",35,34,95,0.391563676540036,0.120380450989492,0.102420832800314
"A1",35,34,96,0.391563676540036,0.35890973165843,0.102420832800314
"A1",35,34,57,0.391563676540036,0.0112589453773628,0.102420832800314
"A1",35,34,58,0.391563676540036,0.0252898330851984,0.102420832800314
"A1",35,34,18,0.391563676540036,0.0188261785524399,0.102420832800314
"A1",35,34,60,0.391563676540036,0.0358762287011853,0.102420832800314
"A1",35,34,6,0.391563676540036,0.0237392054079378,0.102420832800314
"A1",35,34,7,0.391563676540036,0.0759963662463976,0.102420832800314
"A1",35,34,8,0.391563676540036,0.00563315253481522,0.102420832800314
"A1",35,34,9,0.391563676540036,0.0175750811706302,0.102420832800314
"A1",35,34,10,0.391563676540036,0.0550040636895844,0.102420832800314
"A1",35,34,92,0.391563676540036,0.0566094318536728,0.102420832800314
"A1",35,34,13,0.391563676540036,0.0647600181112925,0.102420832800314
"A1",35,34,14,0.391563676540036,0.0820245890034642,0.102420832800314
"A1",35,34,15,0.391563676540036,0.0174228958091449,0.102420832800314
"A1",35,34,16,0.391563676540036,0.040708653173796,0.102420832800314
"A1",35,34,17,0.391563676540036,0.0218475488599401,0.102420832800314
"A1",35,34,22,0.391563676540036,0.0243698853902612,0.102420832800314
"A1",35,34,5,0.391563676540036,0.0102605758895869,0.102420832800314
"A1",35,34,20,0.391563676540036,0.0205625167076415,0.102420832800314
"A1",35,34,21,0.391563676540036,0.0316743273241127,0.102420832800314
"A1",35,34,11,0.391563676540036,0.019436630158086,0.102420832800314
"A1",35,34,23,0.391563676540036,0.00958850151468631,0.102420832800314
"A1",35,34,24,0.391563676540036,0.0632840814319281,0.102420832800314
"A1",35,34,98,0.391563676540036,0.0798636209866417,0.102420832800314
"A1",35,34,99,0.391563676540036,0.0894811295449918,0.102420832800314
"A1",35,34,12,0.391563676540036,0.00850803448691974,0.102420832800314
"A1",35,34,19,0.391563676540036,0.0300702243518492,0.102420832800314
"A1",35,34,97,0.391563676540036,0.140958927590537,0.102420832800314
"A1",35,34,100,0.391563676540036,0.0269082662158879,0.102420832800314
"A1",36,35,59,0.102420832800314,0.110151657285046,0.124165806912001
"A1",36,35,55,0.102420832800314,0.125022893277516,0.124165806912001
"A1",36,35,67,0.102420832800314,0.033544172525464,0.124165806912001
"A1",36,35,57,0.102420832800314,0.00817347541891877,0.124165806912001
"A1",36,35,58,0.102420832800314,0.00178689122038157,0.124165806912001
"A1",36,35,65,0.102420832800314,0.0136344127923541,0.124165806912001
"A1",36,35,56,0.102420832800314,0.0250629342487208,0.124165806912001
"A1",36,35,18,0.102420832800314,3.07642813760406,0.124165806912001
"A1",36,35,68,0.102420832800314,1.04438285200591,0.124165806912001
"A1",36,35,54,0.102420832800314,0.232968091770142,0.124165806912001
"A1",36,35,66,0.102420832800314,1.50456535893437,0.124165806912001
"A1",36,35,70,0.102420832800314,0.000515724766966531,0.124165806912001
"A1",36,35,71,0.102420832800314,0.0614664135229937,0.124165806912001
"A1",36,35,72,0.102420832800314,0.00899676275248914,0.124165806912001
"A1",36,35,69,0.102420832800314,0.153070379393562,0.124165806912001
"A1",36,35,62,0.102420832800314,0.336300510379774,0.124165806912001
"A1",36,35,63,0.102420832800314,0.0600424134945685,0.124165806912001
"A1",36,35,64,0.102420832800314,2.18034209792041,0.124165806912001
"A1",36,35,16,0.102420832800314,1.78544033471787,0.124165806912001
"A1",36,35,17,0.102420832800314,0.0520246685659305,0.124165806912001
"A1",36,35,48,0.102420832800314,2.03389445123009,0.124165806912001
"A1",36,35,19,0.102420832800314,0.153105151981045,0.124165806912001
"A1",36,35,20,0.102420832800314,0.0434498893756157,0.124165806912001
"A1",36,35,51,0.102420832800314,1.41573889457692,0.124165806912001
"A1",36,35,52,0.102420832800314,0.12200000351007,0.124165806912001
"A1",36,35,53,0.102420832800314,0.000164307526062318,0.124165806912001
"A1",36,35,95,0.102420832800314,0.0479408361677609,0.124165806912001
"A1",36,35,100,0.102420832800314,0.0156891447102998,0.124165806912001
"A1",36,35,60,0.102420832800314,0.086385904331309,0.124165806912001
"A1",36,35,61,0.102420832800314,0.0395103606966953,0.124165806912001
"A1",36,35,15,0.102420832800314,0.50121832050371,0.124165806912001
"A1",36,35,75,0.102420832800314,0.0197387221002498,0.124165806912001
"A1",36,35,76,0.102420832800314,0.117217219787526,0.124165806912001
"A1",36,35,77,0.102420832800314,0.0259062279724736,0.124165806912001
"A1",36,35,49,0.102420832800314,0.00386896194347541,0.124165806912001
"A1",36,35,50,0.102420832800314,0.868511734753992,0.124165806912001
"A1",36,35,78,0.102420832800314,4.76473782412065,0.124165806912001
"A1",36,35,79,0.102420832800314,0.167343984329991,0.124165806912001
"A1",36,35,21,0.102420832800314,0.202267999895765,0.124165806912001
"A1",36,35,22,0.102420832800314,0.0510042686155705,0.124165806912001
"A1",36,35,96,0.102420832800314,0.00607307535210058,0.124165806912001
"A1",36,35,97,0.102420832800314,0.0163557630117008,0.124165806912001
"A1",36,35,98,0.102420832800314,0.0212204594561376,0.124165806912001
"A1",36,35,99,0.102420832800314,1.60124321871974,0.124165806912001
"A1",36,35,86,0.102420832800314,0.310807238053582,0.124165806912001
"A1",36,35,87,0.102420832800314,0.00728795854998509,0.124165806912001
"A1",36,35,88,0.102420832800314,0.387516889169588,0.124165806912001
"A1",36,35,89,0.102420832800314,1.71690205113232,0.124165806912001
"A1",36,35,90,0.102420832800314,0.413826426036129,0.124165806912001
"A1",36,35,91,0.102420832800314,0.000644364934821582,0.124165806912001
"A1",36,35,92,0.102420832800314,0.0750919271223699,0.124165806912001
"A1",36,35,80,0.102420832800314,0.134230251994785,0.124165806912001
"A1",36,35,81,0.102420832800314,0.78366764042644,0.124165806912001
"A1",36,35,23,0.102420832800314,1.2552926039198,0.124165806912001
"A1",36,35,24,0.102420832800314,0.000358361333477255,0.124165806912001
"A1",36,35,73,0.102420832800314,0.122583049998553,0.124165806912001
"A1",36,35,74,0.102420832800314,0.533930427501305,0.124165806912001
"A1",36,35,14,0.102420832800314,1.683094586765,0.124165806912001
