"year","(Intercept).yr","logage.yr","Group","GrpName","(Intercept)","logage","W1","W2","W3","W4","W5","alpha"
26,0.394111361661076,-0.249734541101811,0.141231435446501,"E1",0.399091797472691,1.29641954136567,-0.00107855230931281,-0.0111233110624721,0.0493525452392840,-0.00101255723260621,-0.435173451678536,0.004
29,0.0147518421900462,0.0286117991548297,-0.137299313365991,"P1",NA,NA,NA,NA,NA,NA,NA,0.047
30,1.40019988366094,-0.852590550492804,0.0375145651333401,"P10E1",NA,NA,NA,NA,NA,NA,NA,0.039
31,-0.149979013317331,0.256816436075684,-0.0520091632039,"P1E1",NA,NA,NA,NA,NA,NA,NA,0.018
32,0.0135248763632472,-0.629936663961782,-0.0303034817416298,"P7E1",NA,NA,NA,NA,NA,NA,NA,0.02
33,0.931914782090648,-0.512576164941678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.200086026275847,0.327998851050091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,-0.244613290201874,0.675283319510408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,-3.19242675223237,2.44021216944232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,-0.511030426730062,0.689339740366101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.070875877278333,0.063962087816848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.764685312341221,-0.592134450421497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.497924444855137,-0.578299095547628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,-0.410727151862221,-0.212813533369032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.711454748099805,-0.450823909979546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.363810012125211,0.135416069983364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.314042198490374,-0.164942322923949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.752519301122705,-0.384936268778429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.69578435553705,0.0546491788414862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.171455656020669,-0.182864651548107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-1.51883656198530,0.0935186344186706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0787555357160203,-0.481125940220534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
