"","x"
"a_mu",1.00186382711904
"a[1]",1.00175779288382
"a[2]",1.00510746063877
"a[3]",1.00015102996838
"a[4]",1.00239019061169
"a[5]",1.00433067352202
"a[6]",1.00137810577729
"a[7]",1.00000621976077
"a[8]",1.00196360031772
"a[9]",1.00044003067928
"a[10]",1.00343816182489
"a[11]",1.002295333935
"a[12]",1.0002601421357
"a[13]",1.00183569207171
"u",0.999549644373492
"theta",0.999524671528437
"dd",1.00134534111964
"gint[1]",1.00171711854093
"gint[2]",1.00090367879951
"gint[3]",0.999505727331742
"gint[4]",1.00110229554496
"gint[5]",0.999866071371982
"gint[6]",1.00212629203201
"sig_a",1.00586365541644
"sig_G",1.00094656896485
"b2[1]",1.00384758749271
"b2[2]",1.00006926184861
"b2[3]",1.00338042781839
"b2[4]",1.00289495104623
"b2[5]",1.00480820731787
"b2[6]",1.00010166347337
"b2[7]",1.00273600626111
"lp__",1.0015435341763
