"(Intercept).yr","logarea.t0.yr","Group","GrpName","(Intercept)","logarea.t0","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha","sigma.a","sigma.b"
0.355535763433572,-0.089560599626505,0.00822399300685629,"E1",1.65666263093665,0.851667475230769,-0.0724002367362534,0.000655371720240631,-0.00205183756199822,-0.0551616154126804,-0.00032284219287291,-0.0444688233013627,0.012,0.804994831514009,-0.150574304802239
0.559802883279749,-0.170710478845604,0.105187148144595,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
0.29755793935654,0.00197338927817366,0.00215408404027209,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
-0.389913298751754,0.114415902160021,0.0238500293886353,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
0.292563613667955,-0.0579521831487799,-0.137006182726128,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.606101057232548,0.0461636498261364,-0.00240907185537671,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.185171654739696,-0.0651947034635052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0490962645405795,0.0310748130850799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.19194474614875,0.0959423790572147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.027982308963582,0.0289591152791504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0440219587038875,0.0816157532427183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0837979177072654,0.0238034626357171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.397141322901223,0.0486334395247602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.254601340744329,-0.0552218131134016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0730108829241624,0.0140537388622176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.331943976395799,-0.0693251261065801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0284770425081861,0.0201940870775458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.122695613158717,-0.0316992570251859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.208617198810139,-0.0596374632035434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.37983765215575,0.0458358424731279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.586625228725218,0.161374972661039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.369450081822634,-0.114738920631955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
