"time","ARTR","HECO","POSE","PSSP"
1,0.0667530914740969,0.00343127146532608,0.00452738127107486,0.00386155046385023
2,0.0551498311839325,0.00241898929586325,0.00278965476548114,0.00300646201713657
3,0.0434948512299951,0.00189241215587319,0.00140536926569356,0.00261918524886506
4,0.0311101167165708,0.0015401696177026,0.000571406777961933,0.00204482346665177
5,0.0275954287085364,0.00171660738787078,0.00100632587384031,0.00217317522933595
6,0.0216636714190634,0.00166225209045548,0.000654803401181168,0.00196227241287813
7,0.0211001006147686,0.0016290465466408,0.000754505453663828,0.00179574456575888
8,0.0290115133128255,0.00212292178858399,0.00107979746234359,0.00166227306438516
9,0.0230162319193351,0.00251106965484016,0.00149969802185786,0.00201215046775238
10,0.0167706860874016,0.00267898306615524,0.00176336725145578,0.00197826993036536
11,0.0192193508052227,0.00365225465679801,0.00211923159748865,0.00254472194972445
12,0.0152325151515293,0.00255525184992306,0.00221716055984587,0.00190029433284414
13,0.0139372144638431,0.0032759574071855,0.00287168471593938,0.00280699989263538
14,0.0196145827277178,0.00580537197524585,0.00289735117307528,0.00355897534828112
15,0.023570127470286,0.00668408702187362,0.00440149248917152,0.00443081643592707
16,0.0201341406447728,0.00423584832914974,0.00275903814344657,0.00309878566345322
17,0.0203252225751593,0.00387953216818617,0.0044095847671979,0.00260943346679351
18,0.0309570616143828,0.00665064933009823,0.00664894245525121,0.00353665339487881
19,0.0199080079735458,0.00807013302224593,0.00806944606058676,0.00330217512687941
20,0.0192035011081263,0.00642064602190661,0.00620446847157557,0.00344511155854459
21,0.0206252944392929,0.00935524238460227,0.00517965962693136,0.00450233054774218
22,0.024556785809447,0.0133796064690112,0.00855798634119687,0.00592388468140915
23,0.0279273379340581,0.0182895281340379,0.0078829557317381,0.00658696686341148
24,0.0355838112058244,0.0185299102623563,0.00813623185086551,0.00875993243144926
25,0.0353026066239409,0.0200085326347339,0.00415575275533553,0.00829051292949194
26,0.0493539697541929,0.021074302175496,0.0043139286511538,0.0110622951101586
27,0.0418775161999425,0.01812939252214,0.00534121378403651,0.0128273418054583
28,0.0403670162577532,0.0107683224749364,0.00540264439381481,0.011403892217094
29,0.0411281521588759,0.0125195110770302,0.0106243557654867,0.0145963896417507
30,0.0252075703749977,0.0218872620707895,0.0128003265994006,0.0203433485639201
31,0.03154151536607,0.0179044609321587,0.0121992667027681,0.0201034937820997
32,0.0412174689371634,0.0250770832701281,0.0125462427517308,0.0272488054037568
33,0.0331796390272269,0.0229841494134925,0.0119053041970406,0.0252868314250524
34,0.0288498249948756,0.0206732117850022,0.0113792352202248,0.0251081617716373
35,0.0302426076718375,0.011651293752034,0.0111226995542104,0.0150730524227299
36,0.0386490234432794,0.00818358332976406,0.0105914129539514,0.0138119693944396
37,0.0379306008628211,0.0118498586042899,0.0170541648988094,0.0153439520706312
38,0.0815569019792656,0.0127835415836565,0.00834379862661957,0.0190496973816091
39,0.0760880010230554,0.0127478878406214,0.0077387435168407,0.017156346924785
40,0.0685150635613484,0.0110531703871371,0.00685013622953968,0.0173140379516967
41,0.0936987605215117,0.0161140103157074,0.0065007822222732,0.0211947668258252
42,0.0903164603087702,0.0102870270094349,0.00525206100290875,0.0150100769843476
43,0.0598351911024658,0.0167642123662085,0.00631479891421272,0.012263617368631
44,0.0594671788355746,0.018830249731969,0.00393433923460118,0.01111550314919
45,0.0737446163223736,0.0132430275825179,0.00310076511572501,0.010828572022733
46,0.105079984273002,0.0215706247172937,0.00384498326084789,0.0153232235299342
47,0.102311663375993,0.0168220386432043,0.00417661826669354,0.0115502828194942
48,0.0806927939000379,0.0200536370301959,0.0043968416842012,0.0102234254841989
49,0.0951470661261048,0.0112191295302259,0.00477126379898162,0.00801563650514784
50,0.0725298612471184,0.0112676360779684,0.0106813353661014,0.00981522993160627
51,0.0884799413814716,0.0122863850603329,0.00871114186708369,0.0141078081380548
52,0.101486924803066,0.0133235281172635,0.0119065901116959,0.0146672637830425
53,0.0840650541595183,0.0113765298523638,0.0143115181962764,0.0138457345343249
