"","quad","year","trackID","area","survives","age","nearEdge"
"47","A1",34,60,1.76172114860601,0,1,FALSE
"48","A1",34,61,1.88795179773663,0,1,FALSE
"49","A1",34,62,3.25840027502073,1,1,FALSE
"50","A1",34,244,0.25048851966858,0,1,TRUE
"51","A1",34,64,2.79388463140413,1,1,FALSE
"52","A1",34,246,0.25048851966858,0,1,TRUE
"53","A1",34,111,1.29483304146075,0,1,TRUE
"54","A1",34,69,3.26892780388553,0,1,FALSE
"55","A1",34,7,4.93612633984475,1,1,FALSE
"56","A1",34,336,0.25048851966858,0,1,FALSE
"57","A1",34,337,0.25048851966858,0,1,FALSE
"58","A1",34,216,1.52837963753889,0,1,FALSE
"59","A1",34,191,8.68033494289958,1,1,TRUE
"60","A1",34,229,3.3771686608153,0,1,FALSE
"61","A1",34,23,21.5730633347863,1,1,FALSE
"62","A1",34,230,7.9038104463977,1,1,TRUE
"63","A1",34,63,2.9282893588553,1,1,FALSE
"64","A1",34,235,1.47170604557347,0,1,TRUE
"65","A1",34,332,0.25048851966858,0,1,FALSE
"66","A1",34,247,0.24743378162384,0,1,FALSE
"67","A1",34,248,0.25048851966858,0,1,FALSE
"68","A1",34,93,1.55375357752134,1,1,FALSE
"69","A1",34,94,5.33078742225274,0,1,FALSE
"70","A1",34,95,15.234434416641,1,1,TRUE
"71","A1",34,71,2.52354947397934,1,1,FALSE
"72","A1",34,424,0.25048851966858,0,1,FALSE
"73","A1",34,202,4.79793323478586,0,1,FALSE
"74","A1",34,203,2.55845696942821,1,1,FALSE
"75","A1",34,204,2.0193103600768,0,1,FALSE
"76","A1",34,205,3.32027669389179,0,1,TRUE
"77","A1",34,206,7.5957766446581,1,1,TRUE
"78","A1",34,207,12.1315702068955,1,1,TRUE
"79","A1",34,67,7.46255376512228,1,1,FALSE
"80","A1",34,68,4.27324107127317,1,1,FALSE
"81","A1",34,188,1.37845253634398,0,1,FALSE
"82","A1",34,189,2.32777671850717,1,1,FALSE
"83","A1",34,152,1.92254550767497,1,1,FALSE
"84","A1",34,212,4.329549542334,0,1,FALSE
"85","A1",34,59,4.04287701094452,1,1,FALSE
"86","A1",34,327,0.2596527338028,0,1,FALSE
"87","A1",34,326,0.25048851966858,0,1,TRUE
"88","A1",34,105,3.69714221490953,0,1,TRUE
"89","A1",34,106,5.62429865460206,0,1,TRUE
"90","A1",34,255,0.23536384105682,0,1,FALSE
"91","A1",34,108,0.68966742917693,0,1,TRUE
"92","A1",34,208,3.5376052656374,1,1,TRUE
"93","A1",34,209,1.85966357626407,1,1,TRUE
"94","A1",34,21,1.37353595797211,1,1,FALSE
"95","A1",34,210,8.01645113619134,1,1,FALSE
"96","A1",34,211,2.55271974171877,0,1,FALSE
"97","A1",34,113,8.62009299619422,1,1,FALSE
"98","A1",34,445,0.25048851966858,0,1,FALSE
"99","A1",34,446,0.25048851966858,0,1,FALSE
"100","A1",34,338,0.25048851966858,0,1,FALSE
"101","A1",34,339,0.25048851966858,0,1,FALSE
"102","A1",34,34,4.12131188158574,0,1,FALSE
"103","A1",34,232,1.92278808049716,0,1,FALSE
"104","A1",34,234,4.48168978294449,1,1,FALSE
"105","A1",34,440,0.25048851966858,0,1,FALSE
"106","A1",34,11,2.75551003909111,0,1,TRUE
"107","A1",34,110,1.62630726619104,0,1,TRUE
"108","A1",34,15,1.59834382560495,0,1,FALSE
"109","A1",34,150,3.31724400595873,1,1,FALSE
"110","A1",34,24,1.1078049452157,0,1,TRUE
"111","A1",34,240,0.25048851966858,0,1,TRUE
"112","A1",34,423,0.25048851966858,0,1,FALSE
"113","A1",34,46,22.5994302961161,1,1,FALSE
"114","A1",34,47,10.9478817795555,1,1,TRUE
"115","A1",34,351,0.25048851966858,0,1,TRUE
"116","A1",34,352,0.25048851966858,0,1,FALSE
"117","A1",34,353,0.25048851966858,0,1,FALSE
"118","A1",34,354,0.25048851966858,0,1,FALSE
"119","A1",34,355,0.25048851966858,1,1,FALSE
"120","A1",34,356,0.25048851966858,0,1,TRUE
"121","A1",34,357,0.24743378162384,0,1,FALSE
"122","A1",34,358,0.25048851966858,0,1,FALSE
"123","A1",34,359,0.25048851966858,0,1,FALSE
"124","A1",34,36,5.86242707781132,1,1,FALSE
"125","A1",34,250,0.25048851966858,0,1,FALSE
"126","A1",34,251,0.25048851966858,0,1,FALSE
"127","A1",34,252,0.24743378162384,0,1,FALSE
"128","A1",34,253,0.25048851966858,0,1,TRUE
"129","A1",34,254,0.25048851966858,0,1,FALSE
"130","A1",34,183,1.50962637692806,1,1,TRUE
"131","A1",34,256,0.25048851966858,0,1,TRUE
"132","A1",34,109,4.59563545434944,1,1,TRUE
"133","A1",34,65,2.55525913368082,0,1,FALSE
"134","A1",34,66,2.68568074243151,0,1,FALSE
"135","A1",34,405,0.25048851966858,0,1,FALSE
"136","A1",34,187,1.31975095783647,0,1,FALSE
"137","A1",34,151,1.4614135498791,0,1,FALSE
"138","A1",34,372,0.2596527338028,0,1,FALSE
"139","A1",34,153,1.29559844777925,1,1,FALSE
"140","A1",34,154,1.58633574944715,0,1,FALSE
"141","A1",34,72,4.62629906770128,1,1,FALSE
"142","A1",34,73,3.0432496256668,1,1,TRUE
"143","A1",34,340,0.2596527338028,0,1,FALSE
"144","A1",34,341,0.24132430553436,0,1,FALSE
"145","A1",34,233,21.4527522106462,1,1,TRUE
"146","A1",34,236,13.058834883439,1,1,TRUE
"147","A1",34,237,1.01599951363253,0,1,TRUE
"148","A1",34,238,3.57207476310428,1,1,TRUE
"149","A1",34,239,0.25048851966858,0,1,TRUE
"150","A1",34,456,0.24743378162384,0,1,TRUE
"151","A1",34,457,0.24743378162384,0,1,TRUE
"152","A1",34,458,0.25048851966858,0,1,TRUE
"153","A1",34,83,3.07847928486853,0,1,FALSE
"154","A1",34,84,5.33034500107517,0,1,TRUE
"155","A1",34,85,12.552289595612,1,1,TRUE
"156","A1",34,86,20.2266969391239,1,1,FALSE
"157","A1",34,87,8.86468556230668,0,1,FALSE
"158","A1",34,88,4.70441384456309,0,1,FALSE
"159","A1",34,89,7.5344633814397,1,1,FALSE
"160","A1",34,9,1.232362010244,0,1,TRUE
"161","A1",34,90,1.59586445727287,0,1,FALSE
"162","A1",34,91,11.8263894073341,1,1,FALSE
"163","A1",34,92,1.8419236568639,0,1,TRUE
"164","A1",34,176,0.99832635360896,0,1,TRUE
"165","A1",34,177,1.41880941732975,0,1,TRUE
"166","A1",34,97,10.5709025976245,1,1,FALSE
"167","A1",34,98,1.50895809527286,0,1,TRUE
"168","A1",34,99,2.43409342647741,0,1,FALSE
"169","A1",34,182,1.38489563705125,1,1,TRUE
"170","A1",34,143,1.28645604274632,1,1,FALSE
"171","A1",34,184,11.6242312640825,1,1,TRUE
"172","A1",34,257,0.25048851966858,0,1,FALSE
"173","A1",34,185,1.82187399197454,1,1,TRUE
"174","A1",34,186,1.86940279465299,1,1,FALSE
"175","A1",34,148,1.51316982258722,1,1,FALSE
"176","A1",34,149,1.03511654273557,1,1,FALSE
"177","A1",34,407,0.25048851966858,0,1,FALSE
"178","A1",34,408,0.25048851966858,0,1,FALSE
"179","A1",34,19,1.45264335446145,0,1,FALSE
"180","A1",34,190,9.3569491525736,1,1,TRUE
"181","A1",34,192,1.77341604215553,0,1,FALSE
"182","A1",34,193,2.36795410196567,1,1,FALSE
"183","A1",34,74,12.5061544671249,1,1,TRUE
"184","A1",34,75,0.67066789697145,0,1,TRUE
"185","A1",34,342,0.25048851966858,0,1,FALSE
"186","A1",34,343,0.25048851966858,0,1,FALSE
"187","A1",34,453,0.25048851966858,0,1,TRUE
"188","A1",34,454,0.25048851966858,0,1,TRUE
"189","A1",34,455,0.24441629648209,0,1,TRUE
"190","A1",34,80,3.96365718714694,1,1,FALSE
"191","A1",34,81,2.73499851118338,1,1,FALSE
"192","A1",34,82,6.01648370509144,1,1,FALSE
"193","A1",34,201,8.61404386315886,1,1,FALSE
"194","A1",34,422,0.25048851966858,0,1,FALSE
"195","A1",34,314,0.24743378162384,0,1,FALSE
"196","A1",34,425,0.25048851966858,0,1,FALSE
"197","A1",34,426,0.25048851966858,0,1,FALSE
"198","A1",34,427,0.25048851966858,0,1,FALSE
"199","A1",34,428,0.25048851966858,0,1,FALSE
"200","A1",34,429,0.25048851966858,0,1,FALSE
"201","A1",34,1,2.79521915138825,0,1,TRUE
"202","A1",34,10,5.80619156635318,1,1,TRUE
"203","A1",34,100,3.2664828242667,0,1,TRUE
"204","A1",34,101,1.85594984100633,1,1,TRUE
"205","A1",34,102,5.03628541389955,1,1,TRUE
"206","A1",34,213,1.30437692758549,0,1,FALSE
"207","A1",34,214,1.70242176303271,1,1,FALSE
"208","A1",34,435,0.24743378162384,0,1,FALSE
"209","A1",34,142,6.90146310216763,1,1,FALSE
"210","A1",34,181,1.95998162691193,0,1,TRUE
"211","A1",34,144,8.75502363161078,1,1,FALSE
"212","A1",34,145,1.01981407898838,0,1,FALSE
"213","A1",34,146,1.30744227928648,0,1,FALSE
"214","A1",34,147,1.28066736021071,0,1,FALSE
"215","A1",34,403,0.25048851966858,0,1,FALSE
"216","A1",34,404,0.25048851966858,0,1,FALSE
"217","A1",34,26,1.46126300139208,0,1,FALSE
"218","A1",34,260,0.25048851966858,0,1,FALSE
"219","A1",34,114,7.60531561568265,1,1,FALSE
"220","A1",34,115,1.65477240909638,0,1,FALSE
"221","A1",34,447,0.25048851966858,0,1,FALSE
"222","A1",34,448,0.25048851966858,0,1,FALSE
"223","A1",34,449,0.25048851966858,0,1,TRUE
"224","A1",34,45,1.58614978991977,0,1,FALSE
"225","A1",34,450,0.25048851966858,0,1,TRUE
"226","A1",34,451,0.25048851966858,0,1,TRUE
"227","A1",34,452,0.25048851966858,0,1,TRUE
"228","A1",34,122,5.47218987742498,1,1,FALSE
"229","A1",34,344,0.25048851966858,0,1,FALSE
"230","A1",34,345,0.2596527338028,0,1,FALSE
"231","A1",34,346,0.25048851966858,0,1,FALSE
"232","A1",34,347,0.25048851966858,1,1,FALSE
"233","A1",34,348,0.25048851966858,0,1,FALSE
"234","A1",34,349,0.25048851966858,0,1,FALSE
"235","A1",34,35,2.33926098561468,0,1,FALSE
"236","A1",34,48,3.70553333837935,1,1,FALSE
"237","A1",34,49,2.80285268834318,0,1,TRUE
"238","A1",34,5,3.31780193464423,1,1,TRUE
"239","A1",34,50,2.10521746458129,0,1,FALSE
"240","A1",34,51,1.44996683592847,0,1,TRUE
"241","A1",34,52,1.68504814139119,0,1,FALSE
"242","A1",34,53,3.56688156537934,1,1,FALSE
"243","A1",34,54,0.93984111519944,0,1,FALSE
"244","A1",34,55,1.55588801615687,1,1,FALSE
"245","A1",34,56,1.57860323568226,0,1,FALSE
"246","A1",34,57,1.82742349467791,0,1,FALSE
"247","A1",34,140,0.98286209913064,0,1,FALSE
"248","A1",34,141,1.0462705011293,0,1,FALSE
"249","A1",34,180,1.621405296332,1,1,FALSE
"250","A1",34,362,0.25048851966858,0,1,FALSE
"251","A1",34,290,0.23826956748962,0,1,FALSE
"252","A1",34,291,0.25048851966858,0,1,TRUE
"253","A1",34,292,0.25048851966858,0,1,FALSE
"254","A1",34,402,0.25048851966858,0,1,FALSE
"255","A1",34,367,0.25048851966858,0,1,FALSE
"256","A1",34,258,0.25048851966858,0,1,FALSE
"257","A1",34,406,0.25048851966858,0,1,FALSE
"258","A1",34,297,0.25048851966858,0,1,FALSE
"259","A1",34,261,0.25048851966858,1,1,TRUE
"260","A1",34,373,0.25048851966858,0,1,FALSE
"261","A1",34,374,0.25048851966858,0,1,FALSE
"262","A1",34,375,0.24743378162384,0,1,FALSE
"263","A1",34,376,0.25048851966858,0,1,FALSE
"264","A1",34,377,0.25048851966858,0,1,FALSE
"265","A1",34,378,0.25048851966858,0,1,FALSE
"266","A1",34,76,1.30784609546507,0,1,TRUE
"267","A1",34,77,1.75473001492111,1,1,FALSE
"268","A1",34,78,2.36695339424821,1,1,FALSE
"269","A1",34,79,1.70271323856565,0,1,FALSE
"270","A1",34,8,2.05889251230858,0,1,FALSE
"271","A1",34,383,0.25048851966858,0,1,FALSE
"272","A1",34,384,0.25048851966858,0,1,FALSE
"273","A1",34,385,0.25048851966858,0,1,FALSE
"274","A1",34,386,0.25048851966858,0,1,FALSE
"275","A1",34,387,0.25048851966858,0,1,FALSE
"276","A1",34,388,0.25048851966858,0,1,FALSE
"277","A1",34,389,0.25048851966858,0,1,FALSE
"278","A1",34,39,4.00423887659141,0,1,FALSE
"279","A1",34,390,0.25048851966858,0,1,FALSE
"280","A1",34,391,0.25048851966858,0,1,FALSE
"281","A1",34,392,0.24743378162384,0,1,FALSE
"282","A1",34,393,0.25048851966858,0,1,FALSE
"283","A1",34,394,0.25048851966858,0,1,FALSE
"284","A1",34,395,0.25048851966858,0,1,FALSE
"285","A1",34,396,0.25048851966858,0,1,FALSE
"286","A1",34,397,0.25048851966858,0,1,FALSE
"287","A1",34,96,1.63620702006758,0,1,FALSE
"288","A1",34,18,1.16180026916544,0,1,FALSE
"289","A1",34,325,0.25048851966858,0,1,FALSE
"290","A1",34,289,0.25048851966858,0,1,TRUE
"291","A1",34,363,0.25048851966858,0,1,FALSE
"292","A1",34,364,0.25048851966858,0,1,FALSE
"293","A1",34,365,0.25048851966858,0,1,FALSE
"294","A1",34,366,0.25048851966858,0,1,FALSE
"295","A1",34,293,0.25048851966858,0,1,FALSE
"296","A1",34,294,0.25048851966858,0,1,FALSE
"297","A1",34,259,0.25048851966858,0,1,TRUE
"298","A1",34,37,7.57994195982632,1,1,FALSE
"299","A1",34,298,0.25048851966858,0,1,TRUE
"300","A1",34,409,0.25048851966858,0,1,FALSE
"301","A1",34,41,8.21145525144858,1,1,TRUE
"302","A1",34,30,2.59800335211976,1,1,FALSE
"303","A1",34,410,0.25048851966858,0,1,FALSE
"304","A1",34,411,0.24743378162384,0,1,FALSE
"305","A1",34,194,7.43633239604724,1,1,FALSE
"306","A1",34,195,3.71435688768242,0,1,FALSE
"307","A1",34,196,12.294822851335,1,1,FALSE
"308","A1",34,197,7.83665609202369,1,1,FALSE
"309","A1",34,198,3.02335092720989,0,1,FALSE
"310","A1",34,199,7.52569924120406,1,1,FALSE
"311","A1",34,2,4.25170158667993,1,1,TRUE
"312","A1",34,20,1.21620862469507,0,1,FALSE
"313","A1",34,200,8.58434792237803,1,1,FALSE
"314","A1",34,421,0.25048851966858,0,1,FALSE
"315","A1",34,313,0.25048851966858,0,1,FALSE
"316","A1",34,312,0.25048851966858,0,1,FALSE
"317","A1",34,315,0.25048851966858,0,1,FALSE
"318","A1",34,316,0.25048851966858,0,1,FALSE
"319","A1",34,317,0.24743378162384,0,1,FALSE
"320","A1",34,318,0.25048851966858,0,1,FALSE
"321","A1",34,319,0.25048851966858,0,1,FALSE
"322","A1",34,134,1.50056711821386,0,1,FALSE
"323","A1",34,32,5.11154327020151,1,1,FALSE
"324","A1",34,320,0.25048851966858,0,1,FALSE
"325","A1",34,321,0.25048851966858,0,1,FALSE
"326","A1",34,322,0.25048851966858,0,1,FALSE
"327","A1",34,433,0.25048851966858,0,1,FALSE
"328","A1",34,434,0.25048851966858,0,1,FALSE
"329","A1",34,361,0.25048851966858,0,1,FALSE
"330","A1",34,104,5.84620431260192,1,1,TRUE
"331","A1",34,29,1.67418887769624,0,1,FALSE
"332","A1",34,4,1.67865089788447,0,1,TRUE
"333","A1",34,40,1.55874693823273,0,1,FALSE
"334","A1",34,400,0.2596527338028,0,1,FALSE
"335","A1",34,121,2.93326134096551,1,1,FALSE
"336","A1",34,401,0.25048851966858,0,1,FALSE
"337","A1",34,295,0.25048851966858,0,1,FALSE
"338","A1",34,296,0.23826956748962,0,1,FALSE
"339","A1",34,370,0.25048851966858,0,1,FALSE
"340","A1",34,371,0.25048851966858,0,1,FALSE
"341","A1",34,299,0.25048851966858,0,1,FALSE
"342","A1",34,116,1.29534551506255,0,1,FALSE
"343","A1",34,117,1.33321197627155,0,1,FALSE
"344","A1",34,118,1.64200234292,0,1,FALSE
"345","A1",34,119,1.09804755314374,0,1,FALSE
"346","A1",34,12,4.03435337885738,1,1,FALSE
"347","A1",34,231,2.84949779967709,0,1,FALSE
"348","A1",34,133,1.54855560678496,0,1,FALSE
"349","A1",34,16,3.37222316530196,1,1,FALSE
"350","A1",34,123,3.59663346957002,1,1,FALSE
"351","A1",34,124,1.99340438604982,1,1,FALSE
"352","A1",34,125,1.326693271023,0,1,FALSE
"353","A1",34,126,1.03868081963294,0,1,FALSE
"354","A1",34,127,4.27316928642905,1,1,FALSE
"355","A1",34,128,5.79121897548311,1,1,FALSE
"356","A1",34,129,8.05918877258746,1,1,FALSE
"357","A1",34,350,0.25048851966858,1,1,FALSE
"358","A1",34,130,5.82566581367537,1,1,FALSE
"359","A1",34,131,5.79368560729689,1,1,FALSE
"360","A1",34,132,4.54985009298645,1,1,FALSE
"361","A1",34,158,8.17696382473988,1,1,FALSE
"362","A1",34,171,3.07429411880247,0,1,FALSE
"363","A1",34,135,1.55771987533215,0,1,FALSE
"364","A1",34,136,1.61188500419631,1,1,FALSE
"365","A1",34,137,1.22423847732174,1,1,FALSE
"366","A1",34,138,3.38110625694425,1,1,FALSE
"367","A1",34,139,1.6808747984409,1,1,FALSE
"368","A1",34,360,0.2596527338028,0,1,TRUE
"369","A1",34,179,5.64258144903622,1,1,FALSE
"370","A1",34,288,0.25048851966858,0,1,TRUE
"371","A1",34,398,0.25048851966858,0,1,FALSE
"372","A1",34,399,0.25048851966858,0,1,FALSE
"373","A1",34,157,1.554087742134,0,1,FALSE
"374","A1",34,17,4.82737437114033,1,1,FALSE
"375","A1",34,159,2.3620650739103,0,1,FALSE
"376","A1",34,415,0.25048851966858,0,1,FALSE
"377","A1",34,368,0.25048851966858,0,1,FALSE
"378","A1",34,369,0.25048851966858,0,1,FALSE
"379","A1",34,162,10.4444387201477,1,1,FALSE
"380","A1",34,163,2.08754894526447,0,1,FALSE
"381","A1",34,164,7.90853656803345,1,1,FALSE
"382","A1",34,262,0.25048851966858,0,1,FALSE
"383","A1",34,263,0.25048851966858,0,1,FALSE
"384","A1",34,155,1.45847248367254,0,1,FALSE
"385","A1",34,156,3.26375856558992,1,1,FALSE
"386","A1",34,169,2.396576137867,0,1,FALSE
"387","A1",34,412,0.25048851966858,0,1,FALSE
"388","A1",34,170,1.64310473141892,0,1,FALSE
"389","A1",34,28,14.3278927575861,1,1,FALSE
"390","A1",34,160,7.21241002665887,1,1,FALSE
"391","A1",34,161,4.03188137517409,1,1,FALSE
"392","A1",34,174,1.58611231524847,0,1,TRUE
"393","A1",34,175,1.84112367216591,1,1,TRUE
"394","A1",34,285,0.25048851966858,0,1,FALSE
"395","A1",34,165,5.0210904289197,0,1,FALSE
"396","A1",34,166,1.96391574064691,0,1,FALSE
"397","A1",34,167,10.5188662481223,1,1,FALSE
"398","A1",34,168,3.97577788183605,1,1,FALSE
"399","A1",34,287,0.25048851966858,0,1,FALSE
"400","A1",34,277,0.24743378162384,0,1,FALSE
"401","A1",34,413,0.25048851966858,0,1,FALSE
"402","A1",34,414,0.24132430553436,0,1,FALSE
"403","A1",34,172,4.26891912410419,1,1,FALSE
"404","A1",34,173,4.23450110768596,1,1,TRUE
"405","A1",34,417,0.24743378162384,0,1,FALSE
"406","A1",34,418,0.25048851966858,0,1,FALSE
"407","A1",34,419,0.25048851966858,0,1,FALSE
"408","A1",34,178,1.04282805355168,1,1,TRUE
"409","A1",34,103,7.21929695384369,1,1,TRUE
"410","A1",34,323,0.25048851966858,0,1,FALSE
"411","A1",34,324,0.25048851966858,0,1,FALSE
"412","A1",34,301,0.25048851966858,0,1,FALSE
"413","A1",34,264,0.25048851966858,0,1,FALSE
"414","A1",34,278,0.24743378162384,0,1,FALSE
"415","A1",34,279,0.24132430553436,0,1,FALSE
"416","A1",34,379,0.24743378162384,0,1,FALSE
"417","A1",34,416,0.25048851966858,0,1,FALSE
"418","A1",34,281,0.24743378162384,0,1,FALSE
"419","A1",34,282,0.25048851966858,0,1,FALSE
"420","A1",34,283,0.25048851966858,0,1,TRUE
"421","A1",34,42,2.85956928789763,0,1,TRUE
"422","A1",34,3,2.15838138828039,0,1,TRUE
"423","A1",34,311,0.25048851966858,0,1,FALSE
"424","A1",34,300,0.25048851966858,0,1,FALSE
"425","A1",34,13,1.27175772273911,0,1,FALSE
"426","A1",34,276,0.25048851966858,0,1,FALSE
"427","A1",34,265,0.25048851966858,0,1,FALSE
"428","A1",34,266,0.25048851966858,0,1,FALSE
"429","A1",34,120,1.31197454148611,0,1,FALSE
"430","A1",34,280,0.2596527338028,0,1,TRUE
"431","A1",34,38,10.2671791679413,1,1,FALSE
"432","A1",34,380,0.25048851966858,0,1,FALSE
"433","A1",34,381,0.25048851966858,0,1,FALSE
"434","A1",34,284,0.24743378162384,0,1,FALSE
"435","A1",34,420,0.25048851966858,0,1,FALSE
"436","A1",34,14,3.86431579908895,1,1,FALSE
"437","A1",34,275,0.25048851966858,0,1,FALSE
"438","A1",34,286,0.25048851966858,0,1,FALSE
"439","A1",34,304,0.25048851966858,0,1,FALSE
"440","A1",34,303,0.25048851966858,0,1,FALSE
"441","A1",34,305,0.25048851966858,0,1,FALSE
"442","A1",34,302,0.24441629648209,0,1,FALSE
"443","A1",34,382,0.25048851966858,0,1,FALSE
"444","A1",34,272,0.25048851966858,0,1,FALSE
"445","A1",34,273,0.24743378162384,0,1,TRUE
"446","A1",34,306,0.25048851966858,0,1,FALSE
"447","A1",34,310,0.25048851966858,0,1,FALSE
"448","A1",34,267,0.25048851966858,0,1,FALSE
"449","A1",34,308,0.24132430553436,0,1,FALSE
"450","A1",34,274,0.25048851966858,0,1,FALSE
"451","A1",34,268,0.25048851966858,0,1,FALSE
"452","A1",34,307,0.25048851966858,0,1,FALSE
"453","A1",34,269,0.25048851966858,0,1,FALSE
"454","A1",34,309,0.25048851966858,0,1,FALSE
"455","A1",34,31,2.11356776763178,0,1,FALSE
"456","A1",34,271,0.25048851966858,0,1,FALSE
"457","A1",34,27,12.845806530546,1,1,FALSE
"458","A1",34,270,0.25048851966858,0,1,FALSE
"459","A1",38,460,1.65832628594431,1,1,TRUE
"460","A1",38,461,2.2570781663783,1,1,FALSE
"461","A1",38,459,10.2061707503344,1,1,FALSE
"462","A1",39,462,0.2504885196686,0,1,TRUE
"463","A1",41,464,0.2504885196686,1,1,FALSE
"464","A1",41,463,6.1782901991516,1,1,FALSE
"465","A1",43,466,0.2504885196686,0,1,TRUE
"466","A1",43,465,2.782364090068,1,1,FALSE
"467","A11",37,5,0.2504885196686,0,1,FALSE
"468","A11",37,4,0.2504885196686,0,1,FALSE
"469","A11",37,3,3.6497282890708,0,1,FALSE
"470","A12",36,196,0.25048851966858,0,1,FALSE
"471","A12",37,197,0.24743378162384,0,1,FALSE
"472","A12",38,199,0.2596527338028,0,1,TRUE
"473","A12",38,198,1.30293202668556,1,1,FALSE
"474","A12",39,200,6.35534072369594,0,1,TRUE
"475","A12",40,201,0.2474337816238,0,1,FALSE
"476","A2",39,1,0.250488519668579,0,1,FALSE
"477","A5",35,6,0.25048851966858,0,1,FALSE
"478","A5",35,4,1.99999678733757,1,1,FALSE
"479","A5",35,7,0.25048851966858,0,1,FALSE
"480","A5",35,5,17.7348513245725,1,1,TRUE
"481","A5",36,9,0.259652733802795,1,1,TRUE
"482","A5",36,8,0.499655796271795,0,1,TRUE
"483","A5",37,11,0.250488519668579,1,1,TRUE
"484","A5",37,13,0.241324305534363,0,1,TRUE
"485","A5",37,14,0.24743378162384,0,1,TRUE
"486","A5",37,12,0.250488519668579,0,1,TRUE
"487","A5",37,10,0.250488519668579,0,1,FALSE
"488","A5",40,17,0.25048851966858,0,1,FALSE
"489","A5",40,15,1.37923089121088,1,1,FALSE
"490","A5",40,16,0.2596527338028,1,1,TRUE
"491","A5",41,18,0.2504885196686,1,1,FALSE
"492","A5",41,19,0.2504885196686,0,1,FALSE
"493","A7",33,128,1.8969737697877,0,1,TRUE
"494","A7",35,129,0.25048851966858,0,1,FALSE
"495","A7",36,130,0.598272362164445,0,1,TRUE
"496","A7",38,131,0.25048851966858,1,1,TRUE
"497","A7",41,132,5.0073405266515,1,1,TRUE
"498","A7",44,133,2.6447093337276,0,1,TRUE
"499","B1",32,238,15.8004859881305,1,1,TRUE
"500","B1",35,239,0.25346875190735,0,1,TRUE
"501","B1",39,243,0.25048851966858,1,1,TRUE
"502","B1",39,241,0.25048851966858,1,1,TRUE
"503","B1",39,240,0.70776967345157,1,1,TRUE
"504","B1",39,244,0.25048851966858,1,1,TRUE
"505","B1",39,242,0.25048851966858,0,1,FALSE
"506","B1",40,245,0.2565979957581,1,1,TRUE
"507","B1",41,246,0.653702393118,0,1,TRUE
"508","B4",34,11,0.25048851966858,0,1,FALSE
"509","B4",39,12,0.25048851966858,1,1,FALSE
"510","B4",43,13,14.3835707344732,1,1,TRUE
"511","B5",33,154,2.6732583410069,0,1,FALSE
"512","B5",39,158,1.9993473449666,0,1,TRUE
"513","B5",39,157,8.4600107107674,1,1,FALSE
"514","B5",39,156,10.3019239614078,1,1,FALSE
"515","B5",40,159,0.7090145838156,0,1,FALSE
"516","B5",41,161,6.1079640600864,1,1,TRUE
"517","B5",41,160,0.6035726082789,0,1,TRUE
