"","quad","year","trackID","area.t1","area.t0","age","nearEdge"
"1","A1",35,10,14.4818682944929,5.80619156635318,1,TRUE
"2","A1",35,101,0.55718347948777,1.85594984100633,1,TRUE
"3","A1",35,102,10.0029783362175,5.03628541389955,1,TRUE
"4","A1",35,103,14.4969228914161,7.21929695384369,1,TRUE
"5","A1",35,104,16.6447270294865,5.84620431260192,1,TRUE
"6","A1",35,107,4.13920565595308,5.0042292548517,1,TRUE
"7","A1",35,109,12.8084968547581,4.59563545434944,1,TRUE
"8","A1",35,113,15.7391987658115,8.62009299619422,1,FALSE
"9","A1",35,114,4.8239234846991,7.60531561568265,1,FALSE
"10","A1",35,12,6.83015893800508,4.03435337885738,1,FALSE
"11","A1",35,121,9.63567709342253,2.93326134096551,1,FALSE
"12","A1",35,122,5.51045854092953,5.47218987742498,1,FALSE
"13","A1",35,123,3.19064122699334,3.59663346957002,1,FALSE
"14","A1",35,124,4.02654655347929,1.99340438604982,1,FALSE
"15","A1",35,127,7.30934397354143,4.27316928642905,1,FALSE
"16","A1",35,128,5.51516909931659,5.79121897548311,1,FALSE
"17","A1",35,129,38.5696021076825,8.05918877258746,1,FALSE
"18","A1",35,130,16.0979263679388,5.82566581367537,1,FALSE
"19","A1",35,131,2.47096662413238,5.79368560729689,1,FALSE
"20","A1",35,132,15.1289057670903,4.54985009298645,1,FALSE
"21","A1",35,136,4.02347224259895,1.61188500419631,1,FALSE
"22","A1",35,137,0.4095082287603,1.22423847732174,1,FALSE
"23","A1",35,138,8.94607007100828,3.38110625694425,1,FALSE
"24","A1",35,139,0.61200572232688,1.6808747984409,1,FALSE
"25","A1",35,14,5.94943998922644,3.86431579908895,1,FALSE
"26","A1",35,142,6.74030300361214,6.90146310216763,1,FALSE
"27","A1",35,143,3.0771923166302,1.28645604274632,1,FALSE
"28","A1",35,144,21.4286121817372,8.75502363161078,1,FALSE
"29","A1",35,148,0.25048851966858,1.51316982258722,1,FALSE
"30","A1",35,149,1.16657007628593,1.03511654273557,1,FALSE
"31","A1",35,150,4.10516666937319,3.31724400595873,1,FALSE
"32","A1",35,152,0.50097703933716,1.92254550767497,1,FALSE
"33","A1",35,153,0.2596527338028,1.29559844777925,1,FALSE
"34","A1",35,156,2.75065100656084,3.26375856558992,1,FALSE
"35","A1",35,158,30.6104849521388,8.17696382473988,1,FALSE
"36","A1",35,16,3.96362052959583,3.37222316530196,1,FALSE
"37","A1",35,160,9.3629277518302,7.21241002665887,1,FALSE
"38","A1",35,161,3.86308426333508,4.03188137517409,1,FALSE
"39","A1",35,162,21.4709005537147,10.4444387201477,1,FALSE
"40","A1",35,164,12.9871070434217,7.90853656803345,1,FALSE
"41","A1",35,167,18.8846774588164,10.5188662481223,1,FALSE
"42","A1",35,168,1.19189881015913,3.97577788183605,1,FALSE
"43","A1",35,17,2.08641241661254,4.82737437114033,1,FALSE
"44","A1",35,172,5.76416218308182,4.26891912410419,1,FALSE
"45","A1",35,173,13.8558719552221,4.23450110768596,1,TRUE
"46","A1",35,175,4.51547480357423,1.84112367216591,1,TRUE
"47","A1",35,178,0.25048851966858,1.04282805355168,1,TRUE
"48","A1",35,179,7.36984295413079,5.64258144903622,1,FALSE
"49","A1",35,180,1.3494576023301,1.621405296332,1,FALSE
"50","A1",35,182,0.22136639817928,1.38489563705125,1,TRUE
"51","A1",35,183,0.61720942601227,1.50962637692806,1,TRUE
"52","A1",35,184,20.1834625818058,11.6242312640825,1,TRUE
"53","A1",35,185,1.01250870413894,1.82187399197454,1,TRUE
"54","A1",35,186,3.45758846811201,1.86940279465299,1,FALSE
"55","A1",35,189,1.17923892779213,2.32777671850717,1,FALSE
"56","A1",35,190,19.6455343856855,9.3569491525736,1,TRUE
"57","A1",35,191,5.0528326231512,8.68033494289958,1,TRUE
"58","A1",35,193,0.49792230129242,2.36795410196567,1,FALSE
"59","A1",35,194,9.69250381908637,7.43633239604724,1,FALSE
"60","A1",35,196,34.6715965266723,12.294822851335,1,FALSE
"61","A1",35,197,0.25048851966858,7.83665609202369,1,FALSE
"62","A1",35,199,2.08379058106392,7.52569924120406,1,FALSE
"63","A1",35,2,7.48942528574678,4.25170158667993,1,TRUE
"64","A1",35,200,6.5903845062679,8.58434792237803,1,FALSE
"65","A1",35,201,29.6977690600083,8.61404386315886,1,FALSE
"66","A1",35,203,1.0438949362035,2.55845696942821,1,FALSE
"67","A1",35,206,0.49181282520294,7.5957766446581,1,TRUE
"68","A1",35,207,18.915378265687,12.1315702068955,1,TRUE
"69","A1",35,208,3.8548581145616,3.5376052656374,1,TRUE
"70","A1",35,209,3.38419718287912,1.85966357626407,1,TRUE
"71","A1",35,21,0.64010971564205,1.37353595797211,1,FALSE
"72","A1",35,210,3.76748740403631,8.01645113619134,1,FALSE
"73","A1",35,214,0.49207981714302,1.70242176303271,1,FALSE
"74","A1",35,218,0.39473303335058,1.66963677807285,1,FALSE
"75","A1",35,219,46.498205580865,10.2917795609962,1,FALSE
"76","A1",35,22,7.30267707382266,4.73018823882361,1,FALSE
"77","A1",35,220,0.55683468274761,1.43826459944453,1,FALSE
"78","A1",35,223,0.55220862486996,1.56452855388595,1,FALSE
"79","A1",35,224,7.30276620985835,9.36510588955901,1,FALSE
"80","A1",35,225,8.60534509875631,5.43150212153019,1,FALSE
"81","A1",35,226,1.00206130601787,2.16108096556044,1,FALSE
"82","A1",35,23,40.8390567010293,21.5730633347863,1,FALSE
"83","A1",35,230,16.9543761808511,7.9038104463977,1,TRUE
"84","A1",35,233,12.9999546727451,21.4527522106462,1,TRUE
"85","A1",35,234,7.60696356634704,4.48168978294449,1,FALSE
"86","A1",35,236,17.4986821064258,13.058834883439,1,TRUE
"87","A1",35,238,12.7469222435005,3.57207476310428,1,TRUE
"88","A1",35,25,7.72877811183145,1.12494118133894,1,TRUE
"89","A1",35,261,4.79221982310897,0.25048851966858,1,TRUE
"90","A1",35,27,16.8772848719148,12.845806530546,1,FALSE
"91","A1",35,28,27.2925243343357,14.3278927575861,1,FALSE
"92","A1",35,30,0.25048851966858,2.59800335211976,1,FALSE
"93","A1",35,32,9.35403848115515,5.11154327020151,1,FALSE
"94","A1",35,347,0.24743378162384,0.25048851966858,1,FALSE
"95","A1",35,350,0.70629588966553,0.25048851966858,1,FALSE
"96","A1",35,355,0.9741692479631,0.25048851966858,1,FALSE
"97","A1",35,36,6.16973204434223,5.86242707781132,1,FALSE
"98","A1",35,37,0.65622643536409,7.57994195982632,1,FALSE
"99","A1",35,38,17.8784713078911,10.2671791679413,1,FALSE
"100","A1",35,41,14.4876486898279,8.21145525144858,1,TRUE
"101","A1",35,43,1.65705164186233,2.73563753038121,1,FALSE
"102","A1",35,44,0.71225723705365,1.73435505910774,1,FALSE
"103","A1",35,46,41.4525316882574,22.5994302961161,1,FALSE
"104","A1",35,47,12.2568512124216,10.9478817795555,1,TRUE
"105","A1",35,48,6.25826437728692,3.70553333837935,1,FALSE
"106","A1",35,5,5.55111480330885,3.31780193464423,1,TRUE
"107","A1",35,53,7.16393090912349,3.56688156537934,1,FALSE
"108","A1",35,55,1.79057233681094,1.55588801615687,1,FALSE
"109","A1",35,58,8.65819001390631,3.92827615036106,1,FALSE
"110","A1",35,59,18.5607680149403,4.04287701094452,1,FALSE
"111","A1",35,62,1.69150507694086,3.25840027502073,1,FALSE
"112","A1",35,63,4.2945623883903,2.9282893588553,1,FALSE
