"","quad","year","trackID","area.t1","area.t0","age","nearEdge"
"113","A1",35,64,0.83139755115769,2.79388463140413,1,FALSE
"114","A1",35,67,35.9952710774491,7.46255376512228,1,FALSE
"115","A1",35,68,11.3576074639604,4.27324107127317,1,FALSE
"116","A1",35,7,11.2733269848061,4.93612633984475,1,FALSE
"117","A1",35,71,10.0795655907181,2.52354947397934,1,FALSE
"118","A1",35,72,10.5246716063436,4.62629906770128,1,FALSE
"119","A1",35,73,4.12960663642976,3.0432496256668,1,TRUE
"120","A1",35,74,20.471508186788,12.5061544671249,1,TRUE
"121","A1",35,77,0.46166099051115,1.75473001492111,1,FALSE
"122","A1",35,78,3.87199009663164,2.36695339424821,1,FALSE
"123","A1",35,80,20.8247435204444,3.96365718714694,1,FALSE
"124","A1",35,81,1.34271367133609,2.73499851118338,1,FALSE
"125","A1",35,82,3.42406648907513,6.01648370509144,1,FALSE
"126","A1",35,85,27.9248213744364,12.552289595612,1,TRUE
"127","A1",35,86,37.4854829058052,20.2266969391239,1,FALSE
"128","A1",35,89,0.71760352513216,7.5344633814397,1,FALSE
"129","A1",35,91,23.4248347370111,11.8263894073341,1,FALSE
"130","A1",35,93,0.25048851966858,1.55375357752134,1,FALSE
"131","A1",35,95,27.968709992878,15.234434416641,1,TRUE
"132","A1",35,97,10.3144368197909,10.5709025976245,1,FALSE
"133","A1",36,10,1.24633312225342,14.4818682944929,2,TRUE
"134","A1",36,103,1.01111829280853,14.4969228914161,2,TRUE
"135","A1",36,12,0.250488519668579,6.83015893800508,2,FALSE
"136","A1",36,129,0.998899340629577,38.5696021076825,2,FALSE
"137","A1",36,158,0.618946525600537,30.6104849521388,2,FALSE
"138","A1",36,160,0.250488519668579,9.3629277518302,2,FALSE
"139","A1",36,184,0.96569799864475,20.1834625818058,2,TRUE
"140","A1",36,190,1.50293111801147,19.6455343856855,2,TRUE
"141","A1",36,191,0.250488519668579,5.0528326231512,2,TRUE
"142","A1",36,194,0.250488519668579,9.69250381908637,2,FALSE
"143","A1",36,196,1.49987637996673,34.6715965266723,2,FALSE
"144","A1",36,2,0.238269567489624,7.48942528574678,2,TRUE
"145","A1",36,201,0.507086515426635,29.6977690600083,2,FALSE
"146","A1",36,207,1.75341963768005,18.915378265687,2,TRUE
"147","A1",36,219,4.21504687413461,46.498205580865,2,FALSE
"148","A1",36,225,0.241324305534363,8.60534509875631,2,FALSE
"149","A1",36,23,2.24523246288299,40.8390567010293,2,FALSE
"150","A1",36,233,0.510141253471374,12.9999546727451,2,TRUE
"151","A1",36,236,0.760629773139953,17.4986821064258,2,TRUE
"152","A1",36,25,0.500977039337158,7.72877811183145,2,TRUE
"153","A1",36,28,0.250488519668579,27.2925243343357,2,FALSE
"154","A1",36,38,0.250488519668579,17.8784713078911,2,FALSE
"155","A1",36,41,0.500977039337158,14.4876486898279,2,TRUE
"156","A1",36,46,1.25680442715364,41.4525316882574,2,TRUE
"157","A1",36,59,0.500977039337158,18.5607680149403,2,FALSE
"158","A1",36,67,0.250488519668579,35.9952710774491,2,FALSE
"159","A1",36,7,0.510141253471374,11.2733269848061,2,TRUE
"160","A1",36,78,0.751465559005737,3.87199009663164,2,FALSE
"161","A1",36,85,0.250488519668579,27.9248213744364,2,TRUE
"162","A1",36,86,1.51209533214569,37.4854829058052,2,FALSE
"163","A1",36,95,1.24938786029816,27.968709992878,2,TRUE
"164","A1",37,10,3.2630106934489,1.24633312225342,3,TRUE
"165","A1",37,103,0.50097703933716,1.01111829280853,3,TRUE
"166","A1",37,129,2.70298896150252,0.998899340629577,3,FALSE
"167","A1",37,158,0.25048851966858,0.618946525600537,3,FALSE
"168","A1",37,190,4.95624531502262,1.50293111801147,3,TRUE
"169","A1",37,191,2.74232514671945,0.250488519668579,3,FALSE
"170","A1",37,196,10.8111593606065,1.49987637996673,3,FALSE
"171","A1",37,201,15.1623064976636,0.507086515426635,3,FALSE
"172","A1",37,207,1.45252485555693,1.75341963768005,3,TRUE
"173","A1",37,219,27.3854996215936,4.21504687413461,3,FALSE
"174","A1",37,225,8.55814462794573,0.241324305534363,3,FALSE
"175","A1",37,23,7.3880970980323,2.24523246288299,3,FALSE
"176","A1",37,233,2.83552964048596,0.510141253471374,3,TRUE
"177","A1",37,236,9.2361371722911,0.760629773139953,3,TRUE
"178","A1",37,25,10.2144775942979,0.500977039337158,3,TRUE
"179","A1",37,38,0.49792230129242,0.250488519668579,3,FALSE
"180","A1",37,41,2.08491470760122,0.500977039337158,3,TRUE
"181","A1",37,7,0.50097703933716,0.510141253471374,3,FALSE
"182","A1",37,78,4.02224235181485,0.751465559005737,3,FALSE
"183","A1",37,86,4.72588758758608,1.51209533214569,3,FALSE
"184","A1",37,95,3.74400558367387,1.24938786029816,3,TRUE
"185","A1",38,10,23.0741192588867,3.2630106934489,4,TRUE
"186","A1",38,103,17.1564838536581,0.50097703933716,4,TRUE
"187","A1",38,129,19.9659243116295,2.70298896150252,4,FALSE
"188","A1",38,158,9.95490403650292,0.25048851966858,4,FALSE
"189","A1",38,190,21.2520462863119,4.95624531502262,4,TRUE
"190","A1",38,191,0.24743378162384,2.74232514671945,4,FALSE
"191","A1",38,196,5.49922933238753,10.8111593606065,4,FALSE
"192","A1",38,2,1.03634669607827,0.25048851966858,4,TRUE
"193","A1",38,201,56.7674181954763,15.1623064976636,4,FALSE
"194","A1",38,207,5.66291775687882,1.45252485555693,4,TRUE
"195","A1",38,219,99.2710304477319,27.3854996215936,4,FALSE
"196","A1",38,225,14.784776893973,8.55814462794573,4,FALSE
"197","A1",38,23,26.8930302713914,7.3880970980323,4,FALSE
"198","A1",38,233,15.2439468936193,2.83552964048596,4,TRUE
"199","A1",38,236,22.3879077498688,9.2361371722911,4,TRUE
"200","A1",38,25,13.8054467285364,10.2144775942979,4,TRUE
"201","A1",38,38,9.08804424899211,0.49792230129242,4,FALSE
"202","A1",38,41,6.09936957853193,2.08491470760122,4,TRUE
"203","A1",38,7,3.06205146682337,0.50097703933716,4,FALSE
"204","A1",38,78,20.0619031678514,4.02224235181485,4,FALSE
"205","A1",38,86,26.9024535966811,4.72588758758608,4,FALSE
"206","A1",38,95,30.4719290800166,3.74400558367387,4,TRUE
"207","A1",39,10,29.8772047220924,23.0741192588867,5,TRUE
"208","A1",39,103,30.2542778665168,17.1564838536581,5,TRUE
"209","A1",39,129,49.7640429924319,19.9659243116295,5,FALSE
"210","A1",39,158,17.3844760248101,9.95490403650292,5,FALSE
"211","A1",39,190,3.3136714705023,21.2520462863119,5,TRUE
"212","A1",39,196,3.1680766981317,5.49922933238753,5,FALSE
"213","A1",39,201,158.823644803861,56.7674181954763,5,FALSE
"214","A1",39,219,142.979655599405,99.2710304477319,5,FALSE
"215","A1",39,225,23.7910590188136,14.784776893973,5,FALSE
"216","A1",39,23,52.1002756601054,26.8930302713914,5,FALSE
"217","A1",39,233,27.1742783610088,15.2439468936193,5,TRUE
"218","A1",39,236,38.3765399870419,22.3879077498688,5,TRUE
"219","A1",39,25,17.745917744629,13.8054467285364,5,TRUE
"220","A1",39,38,11.4123392065584,9.08804424899211,5,FALSE
"221","A1",39,41,0.2504885196686,6.09936957853193,5,TRUE
"222","A1",39,459,18.7229724815896,10.2061707503344,1,FALSE
"223","A1",39,46,12.8804976253102,9.76296745272877,5,TRUE
"224","A1",39,460,4.697190895078,1.65832628594431,1,TRUE
"225","A1",39,461,12.8400503998496,2.2570781663783,1,FALSE
"226","A1",39,7,12.4350597458702,3.06205146682337,5,FALSE
"227","A1",39,78,24.6709520227655,20.0619031678514,5,FALSE
"228","A1",39,86,57.6622316531564,26.9024535966811,5,FALSE
"229","A1",39,95,53.3235130836182,30.4719290800166,5,TRUE
"230","A1",40,10,40.265744192222,29.8772047220924,6,TRUE
"231","A1",40,103,27.7301759254265,30.2542778665168,6,TRUE
"232","A1",40,129,84.9077378274436,49.7640429924319,6,FALSE
"233","A1",40,158,27.3836814910776,17.3844760248101,6,FALSE
"234","A1",40,201,167.199426682292,158.823644803861,6,TRUE
"235","A1",40,219,99.8069723084396,142.979655599405,6,FALSE
"236","A1",40,225,13.4295438587321,23.7910590188136,6,FALSE
"237","A1",40,23,43.3194904152364,52.1002756601054,6,TRUE
"238","A1",40,233,23.1996951477251,27.1742783610088,6,TRUE
"239","A1",40,236,47.5748701606505,38.3765399870419,6,TRUE
"240","A1",40,25,2.6596288430199,17.745917744629,6,TRUE
"241","A1",40,38,11.8710740446292,11.4123392065584,6,FALSE
"242","A1",40,459,17.2839065751053,18.7229724815896,2,FALSE
"243","A1",40,46,26.3985770399283,12.8804976253102,6,TRUE
"244","A1",40,460,7.8280462277076,4.697190895078,2,TRUE
"245","A1",40,461,21.5143128243307,12.8400503998496,2,FALSE
"246","A1",40,7,12.3142541766738,12.4350597458702,6,FALSE
"247","A1",40,78,38.7313354434864,24.6709520227655,6,TRUE
"248","A1",40,86,77.9891662038468,57.6622316531564,6,FALSE
"249","A1",40,95,48.6685215690112,53.3235130836182,6,TRUE
"250","A1",41,10,98.9541841514669,40.265744192222,7,TRUE
"251","A1",41,103,37.2905691335659,27.7301759254265,7,TRUE
"252","A1",41,129,94.2048566348727,84.9077378274436,7,FALSE
"253","A1",41,158,15.0137136166024,27.3836814910776,7,FALSE
"254","A1",41,201,287.131287812141,167.199426682292,7,TRUE
"255","A1",41,219,118.644797279064,99.8069723084396,7,FALSE
"256","A1",41,225,46.6346280995692,13.4295438587321,7,FALSE
"257","A1",41,23,106.363429052674,43.3194904152364,7,TRUE
"258","A1",41,233,39.6578848964823,23.1996951477251,7,TRUE
"259","A1",41,236,71.3624573760053,47.5748701606505,7,TRUE
"260","A1",41,25,10.4459525496942,2.6596288430199,7,TRUE
"261","A1",41,459,11.8958139857452,17.2839065751053,3,FALSE
"262","A1",41,46,78.9730990395271,26.3985770399283,7,TRUE
"263","A1",41,460,14.8190836351988,7.8280462277076,3,TRUE
"264","A1",41,461,39.3047212566792,21.5143128243307,3,FALSE
"265","A1",41,7,32.367606351635,12.3142541766738,7,FALSE
"266","A1",41,78,61.7220770795791,38.7313354434864,7,TRUE
"267","A1",41,86,122.567506587119,77.9891662038468,7,FALSE
"268","A1",41,95,55.4568466103012,48.6685215690112,7,TRUE
"269","A1",42,10,101.810517741159,98.9541841514669,8,TRUE
"270","A1",42,103,51.4292444908351,37.2905691335659,8,TRUE
"271","A1",42,158,12.9309880751286,15.0137136166024,8,FALSE
"272","A1",42,201,413.502422090017,287.131287812141,8,TRUE
"273","A1",42,219,77.6499613412002,118.644797279064,8,FALSE
"274","A1",42,23,177.684467507101,106.363429052674,8,TRUE
"275","A1",42,236,280.108904829936,71.3624573760053,8,TRUE
"276","A1",42,25,18.3491875765397,10.4459525496942,8,TRUE
"277","A1",42,459,12.3755387445829,11.8958139857452,4,FALSE
"278","A1",42,46,53.0933657376656,78.9730990395271,8,TRUE
"279","A1",42,460,9.7885874038097,14.8190836351988,4,TRUE
"280","A1",42,461,69.2551569990677,39.3047212566792,4,FALSE
"281","A1",42,463,13.2545053815932,6.1782901991516,1,FALSE
"282","A1",42,464,0.2504885196686,0.2504885196686,1,FALSE
"283","A1",42,7,33.0857129200622,32.367606351635,8,FALSE
"284","A1",42,78,67.3211726488966,61.7220770795791,8,TRUE
"285","A1",42,86,147.852586360889,122.567506587119,8,FALSE
"286","A1",42,95,62.3548505828008,55.4568466103012,8,TRUE
"287","A1",43,10,71.8432620746883,101.810517741159,9,TRUE
"288","A1",43,103,68.7044411217753,51.4292444908351,9,TRUE
"289","A1",43,158,20.0708381678146,12.9309880751286,9,FALSE
"290","A1",43,201,236.949784870425,413.502422090017,9,TRUE
"291","A1",43,219,81.7647763582517,77.6499613412002,9,FALSE
"292","A1",43,23,237.363937104856,177.684467507101,9,TRUE
"293","A1",43,236,183.799722345895,280.108904829936,9,TRUE
"294","A1",43,25,36.9096492176079,18.3491875765397,9,TRUE
"295","A1",43,459,25.8898793391849,12.3755387445829,5,FALSE
"296","A1",43,46,97.4838873928635,53.0933657376656,9,TRUE
"297","A1",43,460,16.0776035666486,9.7885874038097,5,TRUE
"298","A1",43,461,78.7082712629335,69.2551569990677,5,FALSE
"299","A1",43,463,35.297206350584,13.2545053815932,2,FALSE
"300","A1",43,464,1.9378637898547,0.2504885196686,2,FALSE
"301","A1",43,7,38.5854897912592,33.0857129200622,9,FALSE
"302","A1",43,78,101.049141022552,67.3211726488966,9,TRUE
"303","A1",43,86,91.2262521713471,147.852586360889,9,FALSE
"304","A1",43,95,77.8256610888603,62.3548505828008,9,TRUE
"305","A1",44,10,42.6240408881495,71.8432620746883,10,TRUE
"306","A1",44,103,122.81762490604,68.7044411217753,10,TRUE
"307","A1",44,158,16.3770463202845,20.0708381678146,10,FALSE
"308","A1",44,201,178.802928918005,236.949784870425,10,TRUE
"309","A1",44,219,69.7270129679758,81.7647763582517,10,FALSE
"310","A1",44,23,220.406483760678,237.363937104856,10,TRUE
"311","A1",44,236,236.345456216861,183.799722345895,10,TRUE
"312","A1",44,25,36.444188063051,36.9096492176079,10,TRUE
"313","A1",44,459,18.1096866154657,25.8898793391849,6,FALSE
"314","A1",44,46,90.1003066028942,97.4838873928635,10,TRUE
"315","A1",44,460,27.0318229871106,16.0776035666486,6,TRUE
"316","A1",44,461,58.0269169779766,78.7082712629335,6,FALSE
"317","A1",44,463,32.2578184574647,35.297206350584,3,FALSE
"318","A1",44,464,3.7526747455061,1.9378637898547,3,FALSE
"319","A1",44,465,6.9782929491548,2.782364090068,1,FALSE
"320","A1",44,7,18.0213406559467,38.5854897912592,10,TRUE
"321","A1",44,78,55.1991649950266,101.049141022552,10,TRUE
"322","A1",44,86,86.6667667005475,91.2262521713471,10,FALSE
"323","A1",44,95,122.172599404662,77.8256610888603,10,TRUE
"324","A11",35,1,203.238833924986,204.43344609231,1,TRUE
"325","A11",38,1,283.354243668515,204.46958947096,4,TRUE
"326","A11",39,1,312.574983245969,283.354243668515,5,TRUE
"327","A11",40,1,363.698886048665,312.574983245969,6,TRUE
"328","A11",41,1,655.721153426603,363.698886048665,7,TRUE
"329","A11",42,1,671.806181037608,655.721153426603,8,TRUE
"330","A11",43,1,836.407445347205,671.806181037608,9,TRUE
"331","A11",44,1,641.582949435416,836.407445347205,10,TRUE
"332","A12",35,1,4.17078517444624,2.26202402892315,1,TRUE
"333","A12",35,10,5.91277534739506,3.31611877200286,1,FALSE
"334","A12",35,102,0.25048851966858,6.07442230012327,1,FALSE
"335","A12",35,106,0.23826956748962,1.34715221474129,1,TRUE
"336","A12",35,109,31.9001930642746,16.7385513779393,1,TRUE
"337","A12",35,110,21.368905150005,11.8283112795725,1,FALSE
"338","A12",35,115,1.20002406396222,5.2147869156617,1,FALSE
"339","A12",35,116,13.0690978044684,6.31676214516509,1,FALSE
"340","A12",35,118,21.9830635317431,6.76848806387181,1,FALSE
"341","A12",35,123,12.8591327794366,7.48395638838164,1,FALSE
"342","A12",35,124,20.8132209444385,16.0930355549394,1,FALSE
"343","A12",35,125,0.77458738777788,2.98381479680585,1,FALSE
"344","A12",35,126,0.58553690352471,2.36471138747706,1,TRUE
"345","A12",35,128,0.50097703933716,1.25216372168084,1,FALSE
"346","A12",35,13,12.4432035593359,10.7127643876107,1,FALSE
"347","A12",35,130,13.1079737049408,13.6168989352013,1,TRUE
"348","A12",35,132,2.01809453751599,1.90701440346292,1,FALSE
"349","A12",35,133,1.36810744844696,1.51719693711414,1,FALSE
"350","A12",35,134,5.17739267980939,1.75777277660562,1,FALSE
"351","A12",35,135,20.0684062003689,8.49248025462441,1,FALSE
"352","A12",35,138,18.8093617743372,10.9667305512945,1,FALSE
"353","A12",35,140,15.9114489209727,11.8500870594006,1,FALSE
"354","A12",35,143,3.1416238324221,1.17120915308784,1,TRUE
"355","A12",35,144,20.3372597252921,10.6997274700367,1,TRUE
"356","A12",35,146,10.4586444779815,8.43428622596029,1,FALSE
"357","A12",35,149,3.33812735360697,6.3371750817538,1,TRUE
"358","A12",35,15,1.17781626978238,1.29119561906568,1,FALSE
"359","A12",35,151,5.27790690351198,5.05064349197944,1,FALSE
"360","A12",35,153,28.7542898633623,8.93856572957967,1,TRUE
"361","A12",35,154,15.2579590264986,11.9508040835504,1,FALSE
"362","A12",35,156,2.53799517264479,4.68898464305264,1,FALSE
"363","A12",35,158,9.20915531493463,4.05416662903289,1,TRUE
"364","A12",35,159,1.18955115732403,3.46681370523333,1,TRUE
"365","A12",35,16,0.78873344903089,0.92681721909102,1,FALSE
"366","A12",35,161,3.42730705355623,2.12721870024647,1,FALSE
"367","A12",35,164,30.1070399115012,10.5409608596981,1,TRUE
"368","A12",35,165,2.70928049183363,1.01468931820735,1,TRUE
"369","A12",35,170,4.23964511692681,2.45818660111436,1,TRUE
"370","A12",35,171,0.25048851966858,0.79719394708685,1,TRUE
"371","A12",35,172,1.21875574462114,1.13608654371249,1,FALSE
"372","A12",35,18,4.74126059640157,3.75679800140418,1,FALSE
"373","A12",35,20,1.3407004838609,0.96908255607639,1,FALSE
"374","A12",35,21,0.76949299555665,1.29407855607987,1,FALSE
"375","A12",35,22,4.66577201654148,2.80342263636808,1,FALSE
"376","A12",35,24,11.9823980208258,3.4907775491417,1,FALSE
"377","A12",35,25,0.5703576758618,1.31342572823551,1,FALSE
"378","A12",35,27,14.0956757803208,4.01800151957418,1,TRUE
"379","A12",35,28,8.04462360111705,7.76860714329765,1,FALSE
"380","A12",35,29,0.25048851966858,0.94882506470169,1,FALSE
"381","A12",35,32,23.5898128424187,9.87686498192472,1,FALSE
"382","A12",35,34,2.78230406318004,2.81234771866559,1,TRUE
"383","A12",35,35,14.0001586692551,6.36004957364382,1,FALSE
"384","A12",35,36,17.7884923310437,11.1753636828367,1,FALSE
"385","A12",35,41,2.90710927400327,5.36090958756501,1,FALSE
"386","A12",35,42,5.94581431018328,2.60189667732262,1,FALSE
"387","A12",35,43,1.10475208729149,6.91046277366143,1,FALSE
"388","A12",35,46,16.8990648583514,6.08760087731211,1,TRUE
"389","A12",35,48,26.1466922828822,12.0319696089595,1,FALSE
"390","A12",35,50,20.2370082828367,7.08890722985141,1,FALSE
"391","A12",35,52,0.47742923106498,0.58354309565963,1,TRUE
"392","A12",35,53,12.47029213767,9.93647068954664,1,FALSE
"393","A12",35,58,4.03479376848185,1.72812859092849,1,FALSE
"394","A12",35,59,17.6663515601656,10.829080215153,1,TRUE
"395","A12",35,6,14.4430287434112,8.76295857617334,1,TRUE
"396","A12",35,61,4.96735517108834,3.7174955336087,1,FALSE
"397","A12",35,65,0.30166267282512,1.44725845127449,1,TRUE
"398","A12",35,66,10.2026670158759,3.66408580260543,1,FALSE
"399","A12",35,67,1.95128382493398,2.30158815676458,1,FALSE
"400","A12",35,68,9.57548390145425,5.51102644157221,1,FALSE
"401","A12",35,73,2.30451601885986,2.36830006703172,1,FALSE
"402","A12",35,76,28.3967134839546,14.6173143861331,1,FALSE
"403","A12",35,77,11.6665249884691,6.37742141248263,1,FALSE
"404","A12",35,78,10.0265981188867,2.87196401219426,1,TRUE
"405","A12",35,8,2.26181334139874,3.0593342302911,1,TRUE
"406","A12",35,81,12.4118717857623,10.6269525618149,1,TRUE
"407","A12",35,82,22.954004476689,13.1075483521143,1,TRUE
"408","A12",35,85,0.25048851966858,1.28729790706862,1,TRUE
"409","A12",35,87,0.75989508350412,1.04186971921576,1,TRUE
"410","A12",35,89,4.13583626511175,4.16731206789088,1,TRUE
"411","A12",35,9,0.62382290206067,5.72109676085228,1,FALSE
"412","A12",35,91,0.25659799575806,3.73783221082821,1,TRUE
"413","A12",35,92,10.1300540541791,3.94578197445506,1,TRUE
"414","A12",35,97,1.38903445158604,1.51278117164523,1,TRUE
"415","A12",35,98,0.24743378162384,5.08919668685644,1,FALSE
"416","A12",36,10,0.50097703933716,5.91277534739506,2,FALSE
"417","A12",36,109,15.7086342728093,31.9001930642746,2,TRUE
"418","A12",36,110,10.6308797895335,21.368905150005,2,FALSE
"419","A12",36,116,5.21888811997563,13.0690978044684,2,FALSE
"420","A12",36,118,2.47198668078953,21.9830635317431,2,FALSE
"421","A12",36,123,1.84432108865511,12.8591327794366,2,FALSE
"422","A12",36,124,9.8410667573208,20.8132209444385,2,FALSE
"423","A12",36,125,0.50097703933716,0.77458738777788,2,FALSE
"424","A12",36,13,1.76305395666772,12.4432035593359,2,FALSE
"425","A12",36,130,0.75146555900574,13.1079737049408,2,TRUE
