"","Mean","SD","Naive SE","Time-series SE","species"
"beta[3,7]",0.701308080032032,0.0370487386001948,0.00095659431731031,0.00525001177072249,"PASM"
"beta[4,7]",0.738524599963222,0.0787854273838528,0.00203423098787664,0.00981069985615434,"POSE"
"beta[1,8]",0.774678125631339,0.0700546587414129,0.00180880351086491,0.00885968450012809,"BOGR"
"beta[2,8]",0.733144324919107,0.0792152313026281,0.00204532847734031,0.00897327255093044,"HECO"
"beta[3,8]",0.689748562960193,0.0376855045246585,0.000973035542782845,0.00527138653529746,"PASM"
"beta[4,8]",0.77265471348804,0.0888546714804612,0.00229421775251038,0.0126935446961031,"POSE"
"beta[1,9]",0.885848438506469,0.0754490283299326,0.00194808553472907,0.00815060848698071,"BOGR"
"beta[2,9]",0.742827391435871,0.0666376532483632,0.00172057680840837,0.00641996386612925,"HECO"
"beta[3,9]",0.696279362665538,0.0352905100635913,0.000911197051703029,0.00549779804215988,"PASM"
"beta[4,9]",0.735897672172603,0.0636363094815847,0.00164308244557519,0.00812844612359237,"POSE"
"beta[1,10]",0.914363987091162,0.0717552457140674,0.0018527124776907,0.00937694703964237,"BOGR"
"beta[2,10]",0.730923745441869,0.0614902931690985,0.00158767254264887,0.0067040832344508,"HECO"
"beta[3,10]",0.695160272797837,0.0391726919865308,0.00101143455793298,0.00503897266221446,"PASM"
"beta[4,10]",0.689619266540988,0.0713933725978329,0.00184336895400659,0.00684952928239091,"POSE"
"beta[1,11]",1.03109786582708,0.0749031247674639,0.00193399036535523,0.00725032038982061,"BOGR"
"beta[2,11]",0.767567163730488,0.0813847289193242,0.00210134466493432,0.0127026364699078,"HECO"
"beta[3,11]",0.721290378838062,0.0406297876769434,0.00104905660688497,0.00656056620169318,"PASM"
"beta[4,11]",0.756012634363891,0.0865169238195472,0.00223385736745468,0.0120972721024258,"POSE"
"beta[1,12]",0.942220994657046,0.071383262428109,0.0018431079105468,0.00623806036664358,"BOGR"
"beta[2,12]",0.787024854180209,0.08025775622599,0.00207224635511489,0.0113278070460116,"HECO"
"beta[3,12]",0.738033866948072,0.0442614765696987,0.00114282641088662,0.00566037069183589,"PASM"
"beta[4,12]",0.740823074763042,0.0873770888100968,0.00225606673201061,0.0140020325819308,"POSE"
"beta[1,13]",1.09831071428794,0.0815016662214747,0.00210436397309285,0.00779903791471416,"BOGR"
"beta[2,13]",0.791968855101217,0.086291256689347,0.00222803066720767,0.0137288318228032,"HECO"
"beta[3,13]",0.748080184234356,0.0516559762183867,0.00133375157083932,0.00757770101939075,"PASM"
"beta[4,13]",0.720270990138208,0.0845501856951549,0.00218307640744053,0.0121110375543108,"POSE"
"betaSpp[1]",0.885605675913051,0.0626975124192645,0.00161884280965629,0.00389242548772907,"BOGR"
"betaSpp[2]",0.725927259082553,0.0553403686374863,0.00142888217403976,0.00796326016963087,"HECO"
"betaSpp[3]",0.709057374268901,0.0315629126049669,0.000814950899178912,0.00848558841903634,"PASM"
"betaSpp[4]",0.73279029702865,0.0586160274996825,0.00151345932218071,0.0112087082116628,"POSE"
"intG[1,1]",-0.449827876303086,0.33802417399947,0.00872774664343643,0.104101402800125,"BOGR"
"intG[2,1]",-0.273494304517512,0.447852035888785,0.011563489843749,0.138498804494814,"HECO"
"intG[3,1]",-2.80359996671555,0.667792403542603,0.0172423257176288,0.0876003642073756,"PASM"
"intG[4,1]",-2.57692101305776,1.10406184818226,0.0285067543412858,0.411537297239184,"POSE"
"intG[1,2]",-0.348531249008963,0.337756485181348,0.00872083494787275,0.0994336317313462,"BOGR"
"intG[2,2]",-0.190706309983872,0.452661711854038,0.0116876751431762,0.145754587905548,"HECO"
"intG[3,2]",-2.96414405370256,0.676893310821581,0.0174773101331412,0.0831727949774062,"PASM"
"intG[4,2]",-2.6162452044085,1.14772461637709,0.029634122168405,0.394147362091701,"POSE"
"intG[1,3]",-0.458469779787025,0.33588646801998,0.00867255131238541,0.101899419555183,"BOGR"
"intG[2,3]",-0.189118946495196,0.455687509967261,0.0117658009145195,0.139809393868221,"HECO"
"intG[3,3]",-2.94416434725165,0.672687624093306,0.0173687197687547,0.109604355125832,"PASM"
"intG[4,3]",-2.26659897243307,1.09992514887525,0.0283999452244571,0.400730040303291,"POSE"
"intG[1,4]",-0.558917422109888,0.334944037574944,0.00864821786292821,0.100149037603698,"BOGR"
"intG[2,4]",-0.371976218971906,0.447148604866105,0.011545327332842,0.129736026949343,"HECO"
"intG[3,4]",-2.98358324384394,0.68527438033362,0.0176937084174314,0.0761558585216942,"PASM"
"intG[4,4]",-2.50525652145526,1.15576380932031,0.0298416932376453,0.399093181448027,"POSE"
"intG[1,5]",-0.327017568469196,0.33846995383995,0.00873925662942479,0.0955164375137651,"BOGR"
"intG[2,5]",-0.0724609573584156,0.458266007221404,0.0118323774273431,0.146476258859472,"HECO"
"intG[3,5]",-2.83874199345238,0.66922777619975,0.0172793868802737,0.0943726048414331,"PASM"
"intG[4,5]",-2.36637093108815,1.10006273638114,0.0284034977185835,0.417415263108173,"POSE"
"intG[1,6]",-0.627476778545998,0.339288773458608,0.00876039846106887,0.0856880015519802,"BOGR"
"intG[2,6]",-0.135395246160429,0.452199797920131,0.0116757485766868,0.137431333208967,"HECO"
"intG[3,6]",-2.78686417142625,0.666611926780859,0.0172118459387034,0.0982369841658833,"PASM"
"intG[4,6]",-2.38084867684569,1.10912081683552,0.0286373763502396,0.400535796969871,"POSE"
"intYr[1,1]",1.02144107703215,0.399909549223397,0.0103256201608769,0.0833379378522086,"BOGR"
"intYr[2,1]",-0.942643133074774,0.679377260243346,0.01754144543143,0.118952469992138,"HECO"
"intYr[3,1]",1.33002641631338,0.661930122509012,0.0170909622722029,0.0551323518543754,"PASM"
"intYr[4,1]",1.43686692971172,1.06048383359739,0.0273815748429659,0.258770489423094,"POSE"
"intYr[1,2]",0.956315438071598,0.477605561842602,0.0123317225804829,0.11843967925197,"BOGR"
"intYr[2,2]",-1.12022978586022,0.640386198219057,0.0165347005389566,0.100842654436939,"HECO"
"intYr[3,2]",1.21911661422856,0.689203742434386,0.0177951641106147,0.0677564183148867,"PASM"
"intYr[4,2]",1.45306404724347,1.12033740011391,0.0289269872851634,0.221791068889093,"POSE"
"intYr[1,3]",-0.151706723663887,0.418282920006703,0.0108000185545931,0.070515352113086,"BOGR"
"intYr[2,3]",-1.05885214957927,0.651677712904863,0.0168262461945005,0.113729345622603,"HECO"
"intYr[3,3]",1.23334079299661,0.672129117456406,0.0173542991893983,0.055082914406111,"PASM"
"intYr[4,3]",2.16165200473386,1.05417141159793,0.0272185888077783,0.273366184792976,"POSE"
"intYr[1,4]",0.602108122240518,0.618123116103578,0.0159598702304999,0.126375762702876,"BOGR"
"intYr[2,4]",-1.03314563997106,0.648074616630655,0.0167332146487352,0.117956999088081,"HECO"
"intYr[3,4]",1.28666113568089,0.690917530043843,0.0178394139164171,0.0584159117698144,"PASM"
"intYr[4,4]",1.52885860250373,1.22771977460877,0.0316995882724619,0.324581568895055,"POSE"
"intYr[1,5]",-0.973217393137717,0.507028636155863,0.0130914230925461,0.0642357033406942,"BOGR"
"intYr[2,5]",-1.63911695776285,0.744979496126352,0.0192352878784224,0.169433357735787,"HECO"
"intYr[3,5]",1.15853484923247,0.694777714453629,0.0179390834492997,0.0813759470515556,"PASM"
"intYr[4,5]",1.46427767988928,1.06274280555696,0.027439901248159,0.328659620808725,"POSE"
"intYr[1,6]",0.502897534931684,0.50353473301565,0.0130012109013774,0.0651541754784612,"BOGR"
"intYr[2,6]",-0.551542239760912,0.687052953789246,0.0177396309865891,0.100352346099357,"HECO"
"intYr[3,6]",1.44767886829692,0.615631167619462,0.0158955283973094,0.0366607466194849,"PASM"
"intYr[4,6]",2.23762579490857,0.990790327505026,0.0255820962534024,0.312556310955874,"POSE"
"intYr[1,7]",-0.344852356079785,0.453613052962648,0.0117122386649776,0.0646538686265909,"BOGR"
"intYr[2,7]",-1.08251173236806,0.636150839152588,0.0164253440380923,0.103768622187279,"HECO"
"intYr[3,7]",1.28151372420837,0.637274336856167,0.0164543526240621,0.0498427531246273,"PASM"
"intYr[4,7]",0.710482639708236,1.03456206972382,0.0267122777777216,0.278134130914094,"POSE"
"intYr[1,8]",0.519770562263039,0.421239030255482,0.0108763449930136,0.0664343668073165,"BOGR"
"intYr[2,8]",-0.587024263896016,0.679921956355661,0.0175555094245749,0.13168757300097,"HECO"
"intYr[3,8]",1.39704875904349,0.632205615534006,0.0163234788022801,0.0409251701269456,"PASM"
"intYr[4,8]",1.23859552137259,1.03648978273795,0.0267620511137215,0.318642659180983,"POSE"
"intYr[1,9]",0.509893668305519,0.362731597409398,0.00936568957273209,0.0659948793301283,"BOGR"
"intYr[2,9]",-0.651769624149771,0.590265661711542,0.0152405938509793,0.119111052292733,"HECO"
"intYr[3,9]",1.3560491227519,0.627793378191299,0.0162095553239613,0.0389143041562498,"PASM"
"intYr[4,9]",1.36406973056553,1.01049223335162,0.0260907972749519,0.318222780589216,"POSE"
"intYr[1,10]",1.0353865372868,0.364326801664104,0.00940687756948058,0.109121260426349,"BOGR"
"intYr[2,10]",-0.537547691208198,0.600176086629898,0.0154964799220636,0.124570464974063,"HECO"
"intYr[3,10]",1.32874419047337,0.651439326892368,0.0168200910941247,0.0471691784417163,"PASM"
"intYr[4,10]",0.310686187061014,0.969818074937876,0.0250405950205689,0.223337128361154,"POSE"
"intYr[1,11]",0.423432175290046,0.424994887916231,0.010973320820819,0.100070638173229,"BOGR"
"intYr[2,11]",-1.24948999884728,0.639320755713327,0.0165071909317497,0.160384076843603,"HECO"
"intYr[3,11]",1.2141051934291,0.644036920097235,0.0166289617725287,0.0650757923559492,"PASM"
"intYr[4,11]",0.874227139530239,1.00699315342044,0.026000451419615,0.260239285034038,"POSE"
"intYr[1,12]",0.244693904024458,0.457854864438567,0.0118217617663375,0.129953645679868,"BOGR"
"intYr[2,12]",-0.955203119417851,0.670531893991848,0.0173130590568756,0.141398130990481,"HECO"
"intYr[3,12]",1.23515266042451,0.62803531074353,0.0162158019955993,0.0733528308804925,"PASM"
"intYr[4,12]",1.20716019047887,1.04043293880222,0.026863862965511,0.218021068330458,"POSE"
"intYr[1,13]",0.0685524448721491,0.513283342195653,0.013252918908063,0.117236284576111,"BOGR"
"intYr[2,13]",-1.04321484508573,0.766049730805466,0.0197793189985083,0.200720144827558,"HECO"
"intYr[3,13]",1.21249726422348,0.682568649724814,0.0176238467535166,0.0679264404067161,"PASM"
"intYr[4,13]",1.4470463865409,1.12235003947602,0.0289789534100391,0.192879389961572,"POSE"
"intercept[1]",0.341533825974249,0.377817984691587,0.00975521841738777,0.0815895808552825,"BOGR"
"intercept[2]",-0.950089743147953,0.597174093624558,0.0154189687959628,0.17392566456747,"HECO"
"intercept[3]",1.2840581266575,0.640564817311439,0.0165393124640907,0.0719907760047499,"PASM"
"intercept[4]",1.34049797891422,1.01196411213318,0.0261288010216759,0.334378026229021,"POSE"
"rain1[1]",0.365788973642237,0.188469833894466,0.0048662701862383,0.0452274253707292,"BOGR"
"rain1[2]",0.217746986040232,0.204406694629564,0.00527775816102404,0.0451413468506758,"HECO"
"rain1[3]",0.19870129584077,0.118158666966923,0.00305084366248641,0.0171964950025136,"PASM"
"rain1[4]",-0.00749981193170201,0.246248864905554,0.00635811835201126,0.0642566497564239,"POSE"
"rain2[1]",0.106859661804705,0.140325888961271,0.00362319887325835,0.0303251322721472,"BOGR"
"rain2[2]",0.14798797435607,0.115420046211333,0.00298013277863323,0.0174522936732082,"HECO"
"rain2[3]",0.0983269908313628,0.101790962467393,0.0026282313495376,0.0157665194742645,"PASM"
"rain2[4]",0.0138103263900904,0.169814386792696,0.0043845886132969,0.0245800844601106,"POSE"
"tau[1]",107.792327619206,11.363547286496,0.293405529296262,0.547282481945561,"BOGR"
"tau[2]",420.969790374031,50.3412656258113,1.29980588930514,2.25845609501162,"HECO"
"tau[3]",1544.94703466075,159.665061475111,4.12253416042858,6.03064454074623,"PASM"
"tau[4]",315.26069085638,34.8215197260848,0.899087773258398,1.69565207868311,"POSE"
"temp1[1]",-0.10438347266569,0.14546437307022,0.00375587396244976,0.0267684146504441,"BOGR"
"temp1[2]",-0.0342488098876995,0.124686062454321,0.0032193802892651,0.0161136514788938,"HECO"
"temp1[3]",-0.0616127598894906,0.096946806459034,0.00250315577922555,0.0120527840643424,"PASM"
"temp1[4]",0.0508780457942532,0.153918051012239,0.00397414698834071,0.0288164994284787,"POSE"
"temp2[1]",-0.0253787057201772,0.0936268881971929,0.00241743585829968,0.0171023996918245,"BOGR"
"temp2[2]",0.0213789833016817,0.145335012713678,0.00375253389240612,0.0316405479754994,"HECO"
"temp2[3]",0.00199527204222905,0.0980081794736398,0.00253056031262343,0.0143559930794122,"PASM"
"temp2[4]",-0.0323189946258833,0.146754773109486,0.00378919194819658,0.0251099135958177,"POSE"
