"year","(Intercept).yr","logage.yr","Group","GrpName","(Intercept)","logage","W1","W2","W3","W4","W5","alpha"
26,-0.00998434199591302,0.0113281563875948,0.0348202462243701,"E1",-0.717382205414015,1.76306766225294,-0.00136795185203206,0.000786928766367618,-0.0993354133756521,0.00600279382010759,-0.931637132608785,0.004
32,0.715592166293974,-0.811905278568596,-0.0855702828930753,"P1",NA,NA,NA,NA,NA,NA,NA,0.047
33,-0.591686540899068,0.67132292448349,0.298109699361282,"P10E1",NA,NA,NA,NA,NA,NA,NA,0.039
34,0.741264170386034,-2.64237770545524,-0.218398042199832,"P1E1",NA,NA,NA,NA,NA,NA,NA,0.018
35,-0.153233914839809,1.09451599039167,0.128933955103665,"P2",NA,NA,NA,NA,NA,NA,NA,0.06
36,-1.70805723279302,2.51125015290063,-0.185806209486912,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA
37,-0.616196882295866,0.965543912121529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,-0.883695713346146,0.732325552136298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,-0.301604243058396,0.16527945042203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,-1.35051493265905,1.19243666118600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.798954167435292,-0.889875172285565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.57795554630342,-0.65574384534133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.962167810373507,-1.51358305327540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.897616451670889,-0.222274732238533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1.00924350595453,-0.758432713749309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.01063088343204,-1.26710395343378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.238314045650762,0.861791261576371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.712107073676042,-0.0484703251750923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.874829998074203,-1.46379471490542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
