"","Point est.","Upper C.I."
"beta[1,11]",1.01550273081435,1.05085550189515
"beta[2,11]",1.03865977322522,1.10143368026983
"beta[3,11]",1.01224742104733,1.05502088730987
"beta[4,11]",0.99595446179312,0.997056155287254
"beta[1,12]",1.09287668428795,1.30435046813882
"beta[2,12]",1.02513123412852,1.08290240427584
"beta[3,12]",0.99943553124131,1.00422346871036
"beta[4,12]",1.0147445387805,1.03039931092537
"beta[1,13]",1.16770015100412,1.49613178441408
"beta[2,13]",1.03962255229266,1.13343604690231
"beta[3,13]",1.02220372172775,1.08688181316314
"beta[4,13]",1.00703148057642,1.03489228058444
"betaSpp[1]",1.75208325404539,4.63648925395139
"betaSpp[2]",1.0101361119007,1.03388492480957
"betaSpp[3]",1.00428484450005,1.02668360442368
"betaSpp[4]",1.00502713812149,1.01565571456109
"intG[1,1]",31.0070231280027,66.2459413520366
"intG[2,1]",11.7173360549041,35.4550130390004
"intG[3,1]",24.7726551227724,52.7185782145301
"intG[4,1]",19.7533076030364,46.6544477886235
"intG[1,2]",25.6029605775149,49.7386555121669
"intG[2,2]",11.4267408502858,34.4420216493644
"intG[3,2]",20.4357745505165,40.5827514583607
"intG[4,2]",17.210549103045,36.6770758962796
"intG[1,3]",27.5068997900448,52.9816992800491
"intG[2,3]",11.5707139190755,34.3736447947281
"intG[3,3]",24.2079199292334,50.5236619610041
"intG[4,3]",21.2167665236553,48.056783739487
"intG[1,4]",26.6578351264139,51.9538636910566
"intG[2,4]",11.2203190051721,30.7433799026827
"intG[3,4]",19.2773845486314,38.1768940576098
"intG[4,4]",18.4237091730678,37.0740443769513
"intG[1,5]",27.4447688720881,52.7589573214485
"intG[2,5]",11.9298357279715,33.650596478091
"intG[3,5]",22.21457577309,46.4394737772457
"intG[4,5]",19.504976936402,45.2127892995163
"intG[1,6]",25.1681424199488,48.4930306335908
"intG[2,6]",11.4997959699053,32.1314745877183
"intG[3,6]",23.3757937992503,49.8093259923381
"intG[4,6]",20.4601638365749,47.4638275567705
"intYr[1,1]",269.720817304224,600.271949373286
"intYr[2,1]",18.726248858224,37.4127303198604
"intYr[3,1]",45.4615609862231,91.0723488700051
"intYr[4,1]",22.3766183634291,42.973402714309
"intYr[1,2]",30.4785991767585,68.1112681932023
"intYr[2,2]",9.16867666702725,19.4973084276335
"intYr[3,2]",8.97045868003415,22.2289847227618
"intYr[4,2]",6.683805179329,14.1260034622951
"intYr[1,3]",56.6162066633448,112.668754348983
"intYr[2,3]",20.4220164847728,40.2058091996833
"intYr[3,3]",36.3112974186332,79.7363208317161
"intYr[4,3]",18.4692699061328,40.1509266473699
"intYr[1,4]",104.701106514138,289.352163141454
"intYr[2,4]",4.67201104732107,8.94287760866626
"intYr[3,4]",31.2617091351088,77.1404784760192
"intYr[4,4]",26.8450675345666,55.7600599221548
"intYr[1,5]",40.9875317853348,87.7978373938895
"intYr[2,5]",15.2582257536991,40.5216029826765
"intYr[3,5]",27.3834827230211,54.1746015623979
"intYr[4,5]",12.9562948404294,27.9958981500159
"intYr[1,6]",120.655499823147,239.824584668906
"intYr[2,6]",3.66143175300665,8.37461111801321
"intYr[3,6]",27.1369690378536,52.1364107644697
"intYr[4,6]",32.3975666796137,62.2390250393392
"intYr[1,7]",24.8062594494526,49.1013155002687
"intYr[2,7]",7.96046791330664,23.8258281230994
"intYr[3,7]",14.7771673559261,31.7161509177952
"intYr[4,7]",13.4169412590964,26.0854497165756
"intYr[1,8]",9.71359175193486,18.7143951692288
"intYr[2,8]",10.7454756945841,29.67666256116
"intYr[3,8]",15.0257772998951,31.1028538481205
"intYr[4,8]",14.8211640769251,34.6089385559164
"intYr[1,9]",19.7025308072324,38.5567543135896
"intYr[2,9]",10.8635997275691,30.1936075224883
"intYr[3,9]",20.8564873017558,44.3138946799537
"intYr[4,9]",19.5204540230737,45.9049191017574
"intYr[1,10]",28.5145239009233,55.3947286692871
"intYr[2,10]",16.3324806395174,43.4587921107203
"intYr[3,10]",22.7553659879485,43.8035783626293
"intYr[4,10]",9.39782560957999,18.4653143127746
"intYr[1,11]",69.8223669334361,149.207630481147
"intYr[2,11]",19.1013688632482,39.9765887426685
"intYr[3,11]",25.2363066119978,53.9563818347205
"intYr[4,11]",10.4580406366199,29.9418692805076
"intYr[1,12]",27.740222812946,58.1788746554606
"intYr[2,12]",5.11786699691296,18.4421615719414
"intYr[3,12]",10.2681464820975,20.4531027295942
"intYr[4,12]",4.61719688998193,13.1068391777533
"intYr[1,13]",34.1093853618814,71.351848179706
"intYr[2,13]",8.88284878165115,18.879712767384
"intYr[3,13]",11.7525512949476,26.4547799319079
"intYr[4,13]",4.86370172562611,10.474916887901
"intercept[1]",1.27095989463015,1.97737147530281
"intercept[2]",3.12624427856137,10.163917115218
"intercept[3]",1.70479324540666,5.3719508884249
"intercept[4]",2.41727916427742,5.87847573469685
"nb[1]",1.08332265234176,1.25618973231808
"nb[2]",1.01470718260057,1.05439335273965
"nb[3]",1.03115939714822,1.1159894999829
"nb[4]",0.997184107509417,1.00125863317414
"rain1[1]",60.9737562644181,117.322153530392
"rain1[2]",38.0310557655763,94.7900994697639
"rain1[3]",135.005423816666,278.291233863051
"rain1[4]",60.2556452020195,123.144534449347
"rain2[1]",17.082911690777,41.7723003423773
"rain2[2]",1.16913434599442,1.44304632180968
"rain2[3]",2.30664511617428,4.18926971587513
"rain2[4]",1.43323136521512,2.35059500734157
"rainlag[1]",246.77264963751,496.405686437969
"rainlag[2]",15.6806042271215,33.6374678868372
"rainlag[3]",18.385687204329,35.9618193536724
"rainlag[4]",17.2867686769171,36.5182699029537
"temp1[1]",31.6588817498564,77.0960260713893
"temp1[2]",12.6567385848907,27.115619453788
"temp1[3]",67.0039014574858,150.135261926742
"temp1[4]",26.9635182242485,63.8621796573313
"temp2[1]",22.2857959311835,51.8901477331407
"temp2[2]",23.9774108406739,61.7615602240097
"temp2[3]",50.5412604788313,130.291852395216
"temp2[4]",27.7489243243176,57.2875245103847
