"","quad","year","NRquad","totPnumber","totOldPnumber","QuadName","Grazing","Group"
"1","Q1",32,8,11,11,"E1 Q1","no","E1"
"2","Q1",33,3,14,14,"E1 Q1","no","E1"
"3","Q1",34,5,15,15,"E1 Q1","no","E1"
"4","Q1",35,1,19,19,"E1 Q1","no","E1"
"5","Q1",36,9,13,13,"E1 Q1","no","E1"
"6","Q1",37,21,22,22,"E1 Q1","no","E1"
"7","Q1",38,6,21,21,"E1 Q1","no","E1"
"8","Q1",39,3,25,25,"E1 Q1","no","E1"
"9","Q1",40,15,23,23,"E1 Q1","no","E1"
"10","Q1",41,20,17,17,"E1 Q1","no","E1"
"11","Q1",45,3,17,17,"E1 Q1","no","E1"
"12","Q1",46,3,7,7,"E1 Q1","no","E1"
"13","Q1",49,3,12,12,"E1 Q1","no","E1"
"14","Q1",50,4,8,8,"E1 Q1","no","E1"
"15","Q1",51,4,9,9,"E1 Q1","no","E1"
"16","Q1",54,4,6,6,"E1 Q1","no","E1"
"17","Q1",55,1,8,8,"E1 Q1","no","E1"
"18","Q10",30,6,46,46,"P1 E1 Q4","no","P1E1"
"19","Q10",31,2,25,25,"P1 E1 Q4","no","P1E1"
"20","Q10",32,15,14,14,"P1 E1 Q4","no","P1E1"
"21","Q10",33,8,30,30,"P1 E1 Q4","no","P1E1"
"22","Q10",34,10,27,27,"P1 E1 Q4","no","P1E1"
"23","Q10",35,13,33,33,"P1 E1 Q4","no","P1E1"
"24","Q10",36,12,32,32,"P1 E1 Q4","no","P1E1"
"25","Q10",37,7,44,44,"P1 E1 Q4","no","P1E1"
"26","Q10",38,19,40,40,"P1 E1 Q4","no","P1E1"
"27","Q10",39,17,53,53,"P1 E1 Q4","no","P1E1"
"28","Q10",40,8,59,59,"P1 E1 Q4","no","P1E1"
"29","Q10",41,5,51,51,"P1 E1 Q4","no","P1E1"
"30","Q10",45,2,6,6,"P1 E1 Q4","no","P1E1"
"31","Q10",46,2,4,4,"P1 E1 Q4","no","P1E1"
