"(Intercept).yr","logarea.t0.yr","Group","GrpName","(Intercept)","logarea.t0","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha","sigma.a","sigma.b"
-0.115963924017616,-0.0390063937500013,0,"E1",0.744685217487156,0.8578076079076,-0.0875456213193107,0.00293784097531626,-0.000375590996325379,-0.0279799480967373,-0.00129838103781615,-0.0570789896635129,0.012,0.596408443926913,-0.0482069883844261
-0.00810484568954317,0.0260565915676326,0,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
0.591561960216668,-0.0936314143088397,0,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
-0.294267589653267,0.209292834132706,0,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
0.336833455461427,-0.118998004325401,0,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.452752583047834,0.0467036226840946,0,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.125236043157384,-0.0848565945461867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.111155229632134,0.0284811342302398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0393269302164634,0.118937478583942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0107489757655099,0.0601436579755468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.172076978955453,0.0490090355909916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.25325475017123,0.0176692672830915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.114156661041591,0.00952626941277477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.278849546679304,-0.0459639543090435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.504584970489688,-0.15373935018357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.148677626617349,-0.0234050704636475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.196641742256311,-0.015921219816279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0967455318524207,-0.0381671097394637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0863025652269371,0.0479245989649203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.359804056413998,0.0108016511318152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.463122545130644,0.158386504474754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.242846763239142,-0.169243534592793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
