"(Intercept).yr","logarea.t0.yr","Group","GrpName","(Intercept)","logarea.t0","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha","sigma.a","sigma.b"
1.73925841932516,-0.320965837025718,-0.0422046110423542,"E1",2.61042880947916,0.812747434820152,-0.0286679133428699,-0.000464140443515956,-0.00288216378449113,0.00604179551289768,-0.000974476449892792,-0.0822388060222875,0.012,1.58117029714548,-0.186279931760972
1.00278713874373,-0.182899929450239,-0.0256850345689781,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
0.397647305220408,-0.0703241763143186,-0.0319623270000113,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
-4.37125730668803,0.811027193107635,0.23485409860516,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
1.7578354342772,-0.324933677204387,-0.201200167355554,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.644241482817734,0.104830414015022,0.0661980413619589,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.828462735904607,-0.157283815798887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0679590866630797,0.0124670659883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.919553248283666,0.174173038866298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.402569626487016,-0.0799946121334938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.295640052984999,-0.046450583910434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.62353108345862e-06,0.0177047842156151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.273921307138278,0.0543951836643784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.574626773807626,0.0988239147043531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.53042296397182,0.099060221259553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.686398106148079,0.113723786698395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.896107088008688,-0.165695872188223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.708286367303568,0.129486968084567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.224222770079271,-0.0323342342870226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.746440805109023,0.139166098886775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.194248918999971,-0.0412152723644162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.78432533437159,-0.33276065881427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
