"(Intercept).yr","logarea.t0.yr","Group","GrpName","(Intercept)","logarea.t0","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha","sigma.a","sigma.b"
0.030902966340738,-0.0218317173822678,-0.00872869454055609,"E1",0.288899561315761,0.681633913520834,-0.126290878519024,-0.000191750433944386,0.00266606366004501,0.0422048733506997,0.000144752234687997,-0.080331380141023,0.012,0.889300987053149,-0.084739853426008
0.528092697273633,-0.127792301188235,-0.0009156524563627,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
0.32007191220009,-0.0804016597938312,0.000217002983085171,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
0.0977743387623214,-0.0152251333051389,0.0152515291983495,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
0.463990005958483,-0.115244394492381,-0.00151474749611328,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.474204685966755,0.122800601966826,-0.00430943768840366,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.287775358014479,-0.130399891504151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.170208802329769,0.0676490330527325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.523495936581776,0.190058344848751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00380965221573452,0.0550837403048474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.123891428578076,0.14873036927663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.205062529566661,0.10728899759396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.127879331511887,0.00916749726609666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.293799806055769,0.00531356734049934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.108048510001677,0.0216788523813107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23434136986708,-0.0118066587829697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.250804216988796,0.025360303127469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15401973285192,-0.0349214999012986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.361782941731228,-0.137952536193747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0650607139587042,-0.0027409514346633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.618009162352282,0.0442345866654628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.477904148673824,-0.11904914984519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
