"(Intercept).yr","logarea.t0.yr","Group","GrpName","(Intercept)","logarea.t0","crowd","pptLag","ppt1","TmeanSpr1","ppt2","TmeanSpr2","alpha","sigma.a","sigma.b"
0.35553712324515,-0.0895613529445276,0.00821552780888575,"E1",1.65667994682689,0.851668914241163,-0.0723990090473513,0.000655382974643911,-0.0020518286969757,-0.05516187343112,-0.000322889958146534,-0.0444688323546952,0.012,0.804996200900584,-0.150573860075291
0.559802956269873,-0.170711125205909,0.105242449834664,"P1",NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA
0.297530640200262,0.0019817257493471,0.00214231047640926,"P10E1",NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA
-0.389940080956903,0.114423401577434,0.0238532714570832,"P1E1",NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA
0.292564079352752,-0.0579526726978783,-0.137030304995744,"P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.606101080625103,0.0461630619170588,-0.00242325458220762,"P7E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.18516344576787,-0.06519214261421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0491010434655516,0.0310738608167978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.191940960419627,0.095941301260379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0279743381101125,0.0289580667276948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0440270007005407,0.0816147370766578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0837935845588167,0.0238026191722274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.39713442862943,0.0486325208291683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.25459636500743,-0.0552227982774529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0730133629733368,0.0140526985330903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.331950774347199,-0.0693261195488697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0284845648314097,0.0201926968090219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.122695512655303,-0.0317003053977217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.208623777939697,-0.0596385786931291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.379834101190327,0.0458346014600687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.586620646868825,0.161373811318833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.369441304582838,-0.11474000786265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
