"","Mean","SD","Naive SE","Time-series SE","species"
"dd[1]",-1.03244463299943,0.153686008843977,0.000396815568531873,0.00410213764429904,"BOGR"
"dd[2]",-1.35937999219854,0.170782132366489,0.000440957569656801,0.0019228601112293,"HECO"
"dd[3]",-4.27875449006677,0.294223713152424,0.000759682360732431,0.00422717736784262,"PASM"
"dd[4]",-1.6945555852127,0.161989892348391,0.000418256103546168,0.00182892680817827,"POSE"
"intG[1,1]",0.0397884560781292,0.275582858043697,0.000711551879802321,0.00315536049782893,"BOGR"
"intG[2,1]",-0.0897574834601,0.291173070013998,0.000751805634018867,0.00186160651814518,"HECO"
"intG[3,1]",-0.0225129945969688,0.273247814148965,0.000705522822391014,0.00179428581623206,"PASM"
"intG[4,1]",-0.0142770500303247,0.282622364824882,0.000729727808155016,0.00195794751787366,"POSE"
"intG[5,1]",-0.17819436819843,0.314548101377372,0.00081215970547715,0.00166196137455138,"BOGR"
"intG[6,1]",0.253409180774748,0.283025453817528,0.000730768579458722,0.00306818354897677,"HECO"
"intG[1,2]",-0.142551652074307,0.235915028758869,0.000609129985002096,0.00206842481253875,"PASM"
"intG[2,2]",-0.100563754544107,0.251051130880845,0.000648211232632033,0.00182815426433825,"POSE"
"intG[3,2]",0.190519512908809,0.226766411766286,0.000585508357500026,0.00202639805462945,"BOGR"
"intG[4,2]",0.0329927985786405,0.23932554725739,0.000617935905899898,0.00230861166701833,"HECO"
"intG[5,2]",0.0828794684512218,0.244206324315895,0.000630538018075994,0.00181509812131835,"PASM"
"intG[6,2]",-0.0568548316836573,0.256652118644189,0.000662672920851864,0.00176819578941737,"POSE"
"intG[1,3]",0.080981350459473,0.220327784386116,0.00056888389308947,0.00246166289623172,"BOGR"
"intG[2,3]",-0.0583184475028222,0.234150083527275,0.000604572916009474,0.00260295192785042,"HECO"
"intG[3,3]",0.0729753403309443,0.216111186596282,0.000557996684411017,0.00275477985042784,"PASM"
"intG[4,3]",-0.405422338777431,0.240750444162174,0.000621614973888092,0.00303157087414668,"POSE"
"intG[5,3]",0.106139114847593,0.234387420019552,0.000605185716197499,0.00247428212249638,"BOGR"
"intG[6,3]",0.229222752963414,0.223917046601456,0.000578151328279593,0.00248199031737189,"HECO"
"intG[1,4]",-0.061901576142055,0.235746888050749,0.000608695847560516,0.00267798329499779,"PASM"
"intG[2,4]",-0.0711102499612164,0.266220973795238,0.000687379598613386,0.00284511046925699,"POSE"
"intG[3,4]",0.414048568149916,0.23747178111026,0.0006131495022895,0.00262613763049072,"BOGR"
"intG[4,4]",-0.37278516454424,0.269053392945005,0.000694692873411069,0.00262735120704993,"HECO"
"intG[5,4]",0.0108581003921859,0.258321641860741,0.000666983611261071,0.00238494346600913,"PASM"
"intG[6,4]",0.0608247449411189,0.240552248429934,0.000621103234707921,0.00262628051114488,"POSE"
"intYr[1,1]",0.989283806745632,0.667374673838185,0.00172315399830393,0.0137063458993153,"BOGR"
"intYr[2,1]",0.980563395214979,0.716034396590381,0.00184879286220415,0.0154832126440043,"HECO"
"intYr[3,1]",0.757987728407102,0.745886631037461,0.00192587100011123,0.0179476403226181,"PASM"
"intYr[4,1]",0.843946696246601,0.635499398526619,0.00164085239134562,0.0157876901515479,"POSE"
"intYr[5,1]",0.298218287882497,0.828887313274945,0.00214017784013098,0.0228078225638074,"BOGR"
"intYr[6,1]",1.09492040937963,0.451813633544043,0.00116657778553703,0.00898985411852548,"HECO"
"intYr[7,1]",1.16664191815388,0.41972334316645,0.00108372101206544,0.00788660992494133,"PASM"
"intYr[8,1]",1.07024304035041,0.42081539960721,0.00108654068967089,0.0089467453672273,"POSE"
"intYr[9,1]",0.732247051165272,0.561399897665995,0.0014495283028153,0.0148149376561471,"BOGR"
"intYr[10,1]",0.80466937542014,0.556028177223647,0.00143565858027283,0.0142404194727834,"HECO"
"intYr[11,1]",0.183247858993084,0.941519942992097,0.0024309940395537,0.027383868942822,"PASM"
"intYr[12,1]",0.64460945545061,0.751470432822443,0.00194028831432573,0.0193479047806813,"POSE"
"intYr[13,1]",1.04640600015375,0.663965862498843,0.00171435248527218,0.0134521583418797,"BOGR"
"intYr[1,2]",2.64223506613908,0.645193854733181,0.00166588336963798,0.00923431208452319,"HECO"
"intYr[2,2]",2.08679400380109,0.65236327993926,0.00168439474592134,0.0100796371524601,"PASM"
