"quad","year","trackID","area","x","y","allEdge","totCover","age"
"a2",37,"2",1.965000032,39.5295928765088,55.8160559871143,0,2.46500002200001,NA
"a2",37,"4",0.249999995000003,61.2,91.250000005,0,2.46500002200001,NA
"a2",37,"5",0.249999995000003,71.1,91.850000015,0,2.46500002200001,NA
"a2",38,"5",10.1739999165,70.4237146948393,93.365634631682,0,12.655999942,2
"a2",38,"6",0.837000012,6.01059737203445,1.90963362001322,1,12.655999942,1
"a2",38,"7",0.725999991,10.1189531678796,3.6628650226526,1,12.655999942,1
"a2",38,"8",0.919000022500003,88.3512404826138,5.49224157852328,0,12.655999942,1
"a2",42,"10",47.2710001945,40.0358812664861,18.0519149035946,0,198.99660019655,1
"a2",42,"11",11.614000005,27.6845766618071,23.307232070162,0,198.99660019655,1
"a2",42,"12",10.094999925,17.8103169864907,39.9488923315217,0,198.99660019655,1
"a2",42,"13",19.7740000115,54.2558565098221,70.2185678871355,0,198.99660019655,1
"a2",42,"14",48.7610000535,69.3980881587017,91.7935168147607,0,198.99660019655,1
"a2",42,"15",41.79474996065,4.49682000646295,97.2682235071924,0,198.99660019655,1
"a2",42,"16",18.26800005965,32.1719544297027,99.0418359149741,1,198.99660019655,1
"a2",42,"9",1.41884998675,0.330952883354801,7.8007281101998,1,198.99660019655,1
"a2",43,"10",55.4379999011,40.9109670846789,16.7985339019914,0,334.548399828,2
"a2",43,"11",53.2919999775,28.5872142105586,21.318793394987,0,334.548399828,2
"a2",43,"12",3.60699998125,18.5608640573698,38.3484040335326,0,334.548399828,2
"a2",43,"13",76.11750005025,55.0588839657173,67.4345180603754,0,334.548399828,2
"a2",43,"14",52.575999977,69.7581227255187,90.9211566922494,0,334.548399828,2
"a2",43,"15",66.40624992265,6.05436657149377,95.3933075415041,0,334.548399828,2
"a2",43,"16",12.46665005075,31.4537338434423,98.1259184073748,1,334.548399828,2
"a2",43,"9",14.6449999675,1.18786502577881,5.76009416929483,1,334.548399828,2
"a2",44,"10",80.87124993645,40.1033440850785,13.5977454784357,0,555.11804970165,3
"a2",44,"11",46.415999983,29.3219563658782,19.7502529444621,0,555.11804970165,3
"a2",44,"12",33.8070000145,17.2019799676176,34.7677562985725,0,555.11804970165,3
"a2",44,"13",135.4399999255,56.1250465132563,65.6301749016251,0,555.11804970165,3
"a2",44,"14",83.2099999345,70.0441060727681,87.296137741756,0,555.11804970165,3
"a2",44,"15",61.5052000229,6.47653239138397,91.5515888618008,0,555.11804970165,3
"a2",44,"16",30.3755999273,32.6587799792585,94.6695946035255,0,555.11804970165,3
"a2",44,"17",1.08100000899999,99.0737681134685,15.0755072604444,1,555.11804970165,1
"a2",44,"18",55.1920000215,97.6859965220669,24.899156058207,1,555.11804970165,1
"a2",44,"9",27.219999927,3.27710752500731,2.95788317678553,0,555.11804970165,3
"a2",45,"10",92.7400001095,42.460736792091,20.1231020517991,0,675.6508997073,4
"a2",45,"11",141.538000025,29.1811661077606,21.0794086966201,0,675.6508997073,4
"a2",45,"12",53.6108998436,18.3089529807857,42.1434469789449,0,675.6508997073,4
"a2",45,"13",116.64750002,53.3827042995717,70.2497491475601,0,675.6508997073,4
"a2",45,"14",76.002149891,69.7897881895774,94.2419796039892,0,675.6508997073,4
"a2",45,"15",96.737999989,5.42272373263637,95.2471290093327,0,675.6508997073,4
"a2",45,"16",18.2020498665001,31.5150690163373,98.9823378366783,1,675.6508997073,4
"a2",45,"9",80.1722999627,3.53971765009439,9.10257424777705,0,675.6508997073,4
"a2",47,"10",121.4947999345,45.0011224321747,16.6295099313073,0,740.26574964685,6
"a2",47,"11",159.7660998104,27.4002094483428,21.1993241393827,0,740.26574964685,6
"a2",47,"12",44.9171999731,16.8560331750451,45.2123324961179,0,740.26574964685,6
"a2",47,"13",132.7040999735,52.1525625521763,70.8096187029044,0,740.26574964685,6
"a2",47,"14",88.48655006185,66.92964651763,93.4205940841449,0,740.26574964685,6
"a2",47,"15",84.6539998455001,4.3817772719256,95.1985137787036,0,740.26574964685,6
"a2",47,"9",108.243000048,4.42388573384992,10.0057416820781,0,740.26574964685,6
"a2",49,"11",64.82149998025,28.0027381353867,21.2003605637206,0,438.8012495833,8
"a2",49,"12",62.5119997833,12.9909999165349,42.1333614284962,0,438.8012495833,8
"a2",49,"13",171.06489988105,51.5376648198535,69.9951622116173,0,438.8012495833,8
"a2",49,"15",85.256499938,4.79230301350106,95.1473351637028,0,438.8012495833,8
"a2",49,"19",18.04060004425,98.3166379378042,30.5941185154995,1,438.8012495833,1
"a2",49,"9",37.10574995645,1.92658278384478,5.45818199407079,1,438.8012495833,8
"a2",50,"11",127.158000077,31.5121272746052,14.3385736023903,0,369.90880021835,9
"a2",50,"12",42.5708999787,12.4542722138582,43.4524516615468,0,369.90880021835,9
"a2",50,"13",106.24699995405,47.1055561762645,68.9570913724925,0,369.90880021835,9
"a2",50,"15",75.5530001465,4.86701075318802,93.6619549664545,0,369.90880021835,9
"a2",50,"19",15.8979000151,98.055327660181,27.2164456192178,1,369.90880021835,2
"a2",50,"20",2.48200004699999,68.8715632550792,1.08828634923202,1,369.90880021835,1
"a2",51,"11",99.6434999835,28.0443120718184,22.2341346020418,0,347.62489993945,10
"a2",51,"12",44.8640000115,16.5786905626269,42.8525154356096,0,347.62489993945,10
"a2",51,"13",116.79799995025,51.7704943864058,70.8781728116024,0,347.62489993945,10
"a2",51,"15",51.0953999769,5.17579634836901,96.7658861716908,0,347.62489993945,10
"a2",51,"9",35.2240000173,2.11888598491807,7.9169118205374,0,347.62489993945,10
