"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge"
"1","a2",37,5,0.249999994644895,1,1,7.8999999910593,0
"2","a2",37,4,0.249999991734512,0,1,8.49999999627471,0
"3","a2",37,2,1.96500002560439,0,1,38.7099999992643,0
"4","a2",42,14,48.7610000595436,1,1,3.62983639352024,0
"5","a2",42,11,11.6140000203173,1,1,21.1501636076719,0
"6","a2",42,13,19.7740000025709,1,1,26.9498364068568,0
"7","a2",42,16,18.268000043212,1,1,-0.0501635950058699,1
"8","a2",42,12,10.0949999481975,1,1,15.9099999989849,0
"9","a2",42,10,47.2710001670136,1,1,14.5701635628939,0
"10","a2",42,9,1.41884998702337,1,1,0.0100000004749745,1
"11","a2",42,15,41.7947499195298,1,1,-0.0401635654270649,0
"12","a2",43,15,66.4062499028223,1,2,-0.000163586810231209,0
"13","a2",43,11,53.2919999720338,1,2,17.4701635725796,0
"14","a2",43,9,14.6449999571382,1,2,0.0100000004749745,1
"15","a2",43,14,52.5759999853917,1,2,4.74983640015125,0
"16","a2",43,16,12.4666500420593,1,2,-0.0501635950058699,1
"17","a2",43,10,55.4379999469039,1,2,12.5501635950059,0
"18","a2",43,13,76.1175000580482,1,2,26.2998363934457,0
"19","a2",43,12,3.60699998955894,1,2,17.6099999982398,0
"20","a2",44,17,1.0810000096154,0,1,0.589999998919666,1
"21","a2",44,13,135.439999958153,1,3,28.0899999663234,0
"22","a2",44,14,83.2099999285047,1,3,7.02999997884035,0
"23","a2",44,18,55.1920000471682,0,1,0.390000001061708,1
"24","a2",44,15,61.5052000673164,1,3,0.809999997727573,0
"25","a2",44,16,30.3755999143171,1,3,2.33000000007451,0
"26","a2",44,12,33.8069999975567,1,3,14.010000001872,0
"27","a2",44,9,27.2199999438319,1,3,0.109999999403954,0
"28","a2",44,10,80.8712499320356,1,3,9.45000001229346,0
"29","a2",44,11,46.4159999670493,1,3,15.5500000342727,0
"30","a2",49,19,18.0406000296428,1,1,0.260000000707805,1
"31","a2",49,13,171.064899826565,1,8,22.3198364023119,0
"32","a2",49,11,64.8214999493412,1,8,15.4501636046916,0
"33","a2",49,9,37.105749971454,1,8,0.0100000004749745,1
"34","a2",49,15,85.256499923405,1,8,-0.0801635906100273,0
"35","a2",49,12,62.5119998063771,1,8,8.01000000210479,0
"36","a2",50,19,15.8979000284561,0,2,0.390000001061708,1
"37","a2",50,20,2.4820000612708,0,1,0.570000009611249,1
"38","a2",50,12,42.5708999992263,1,9,7.20999999903142,0
"39","a2",50,15,75.5530001487494,1,9,0.0100000004749745,0
"40","a2",50,13,106.246999982951,1,9,23.3500000089407,0
"41","a2",50,11,127.158000048886,1,9,6.05000001378357,0
"55","a4",23,17,0.249999991734512,0,1,4.75000003352761,0
"56","a4",23,16,0.249999994644895,1,1,23.450000025332,0
"57","a4",23,15,0.249999994644895,0,1,2.74999999674037,1
"58","a4",24,16,2.05499998624902,1,2,21.4084130711854,0
"59","a4",25,16,11.0990000488693,1,3,22.2099999897182,0
"60","a4",26,16,20.2699999619112,1,4,22.4100000225008,0
"61","a4",27,16,73.5425000153587,1,5,18.5099999886006,0
"62","a4",28,16,95.1699999203975,1,6,18.3100000023842,0
"63","a4",29,16,79.8400000818621,1,7,18.0084130726755,0
"64","a4",30,16,2.88250000664964,1,8,20.2084131073207,0
"65","a4",31,16,7.19399996935995,0,9,19.7084130719304,0
"66","a4",35,32,0.249999994644895,1,1,46.6499999980442,0
"67","a4",35,35,0.249999994644895,0,1,21.5499999991152,0
"68","a4",35,34,0.249999994644895,1,1,5.1500000001397,0
"69","a4",35,31,0.25000001792796,1,1,3.95000000135042,1
"70","a4",35,39,0.249999994644895,1,1,3.45000000670552,1
"71","a4",35,41,0.249999994644895,1,1,6.95000002160668,0
"72","a4",35,30,0.249999994644895,0,1,4.55000000074506,0
"73","a4",35,40,0.25000001792796,1,1,3.64999999292195,1
"74","a4",35,36,0.25000001792796,1,1,17.7499999990687,0
"75","a4",35,19,0.249999994644895,0,1,16.6499999817461,0
"76","a4",35,33,0.249999994644895,1,1,17.7499999990687,0
"77","a4",35,18,1.00000000535511,0,1,2.80999999959022,1
"78","a4",35,29,0.249999994644895,0,1,22.7499999979045,0
"79","a4",35,37,0.249999994644895,1,1,16.9500000309199,0
"80","a4",35,20,0.25000001792796,0,1,15.4499999713153,0
"81","a4",35,38,0.25000001792796,1,1,8.74999999068677,0
"82","a4",35,22,0.25000001792796,1,1,21.9499999657273,0
"83","a4",35,23,0.249999994644895,0,1,17.6500000059605,0
"84","a4",35,24,0.25000001792796,0,1,8.6499999742955,0
"85","a4",35,28,0.249999994644895,1,1,6.5500000026077,0
"86","a4",35,26,0.249999994644895,0,1,23.6499999999069,0
"87","a4",35,25,0.249999994644895,1,1,11.0499999951571,0
"88","a4",35,27,0.249999994644895,0,1,3.04999998770654,1
"89","a4",35,21,0.250000015017576,0,1,10.3499999735504,0
"90","a4",36,25,2.11500000184402,0,2,7.34000001102686,0
"91","a4",36,40,2.25500001252396,1,2,1.31000000983477,1
"92","a4",36,38,1.81999997003703,1,2,7.41000003181398,0
"93","a4",36,45,0.2499999946449,0,1,2.25000000209548,1
"94","a4",36,28,4.68550005245884,1,2,6.1599999666214,0
"95","a4",36,48,0.2499999946449,0,1,17.0500000007451,0
"96","a4",36,22,14.5125000047672,1,2,18.8899999950081,0
"97","a4",36,34,2.77999999749474,1,2,6.19000000297092,0
"98","a4",36,36,6.14200002728449,1,2,15.4099999985192,0
"99","a4",36,42,0.59999998772983,0,1,12.390000000596,0
"100","a4",36,37,4.14499997669598,1,2,14.2100000288337,0
"101","a4",36,47,0.25000001792796,1,1,11.9499999971595,0
"102","a4",36,50,0.2499999946449,1,1,15.6500000040978,0
"103","a4",36,49,0.2499999946449,0,1,15.6499999982771,0
"104","a4",36,41,0.2499999946449,1,2,7.25000002421439,0
"105","a4",36,31,0.2499999946449,0,2,2.85000000149012,1
"106","a4",36,32,0.25000001792796,1,2,46.5499999932945,0
"107","a4",36,46,0.25000001792796,0,1,18.4499999973923,0
"108","a4",36,33,19.6049999953643,1,2,17.6900000020396,0
"109","a4",36,39,2.93499999068212,1,2,2.21000001765788,0
"110","a4",36,51,0.2499999946449,0,1,13.9500000048429,0
"111","a4",36,44,0.2499999946449,0,1,8.74999999068677,0
"112","a4",36,43,3.35799996491568,0,1,3.28999999910593,0
"113","a4",37,47,14.494999970363,1,2,6.01000000024214,0
"114","a4",37,52,2.4449999979767,0,1,26.510000001872,0
"115","a4",37,50,9.56000000418629,1,2,16.0084130708128,0
"116","a4",37,41,12.4649999434152,0,3,4.40841307863593,0
