"size","frequency"
-1.54268666126389,0.0226873604000602
-1.40918415892347,0.0249099282552154
-1.27568165658305,0.0270419117461065
-1.14217915424263,0.0290309775883238
-1.00867665190221,0.0308291697423635
-0.87517414956179,0.0323956708491218
-0.74167164722137,0.0336990518393216
-0.60816914488095,0.0347187943681179
-0.47466664254053,0.0354459476335654
-0.34116414020011,0.0358828762644762
-0.20766163785969,0.0360421562793304
-0.0741591355192699,0.0359447676722647
0.0593433668211502,0.0356178024700101
0.19284586916157,0.0350919473312013
0.32634837150199,0.0343990056630271
0.459850873842411,0.0335696967902294
0.59335337618283,0.0326319155775315
0.72685587852325,0.0316095643248763
0.86035838086367,0.0305219906805496
0.99386088320409,0.029383992424176
1.12736338554451,0.0282062909790805
1.26086588788493,0.0269963366680268
1.39436839022535,0.025759292178301
1.52787089256577,0.0244990458281111
1.66137339490619,0.0232191273702885
1.79487589724661,0.0219234348100575
1.92837839958703,0.0206167197731412
2.06188090192745,0.0193048178866166
2.19538340426787,0.0179946453868735
2.32888590660829,0.0166940095345077
2.46238840894871,0.0154112949923826
2.59589091128913,0.0141550915803267
2.72939341362955,0.0129338231314776
2.86289591596997,0.011755421520862
2.99639841831039,0.0106270691460119
3.12990092065081,0.00955501286240666
3.26340342299123,0.00854443723327044
3.39690592533165,0.00759937815289778
3.53040842767207,0.00672266326708416
3.66391093001249,0.00591587675225605
3.79741343235291,0.00517935892844708
3.93091593469333,0.0045122570720713
4.06441843703375,0.00391263770993541
4.19792093937417,0.0033776554851625
4.33142344171459,0.00290375710180092
4.46492594405501,0.00248688853671136
4.59842844639543,0.00212267926827874
4.73193094873585,0.00180680184090129
4.86543345107627,0.00155258851090897
4.99893595341669,0.0022570585919335
