"time","cover"
500,0.000791930255446141
501,0.000535722772478018
502,0.000850066437532131
503,0.000688304850661035
504,0.000862675510622483
505,0.00144639170705307
506,0.00310473736424994
507,0.00283906842487251
508,0.00172074559703048
509,0.00031839593125333
510,0.000249443422065603
511,0.000231239311471151
512,0.000205180327739421
513,0.000282086220072282
514,0.000339555086268547
515,0.000390959764303003
516,0.00060281756255194
517,0.000452752345225082
518,0.000350106327002017
519,0.000348567469582481
520,0.000298500185529212
521,0.000257553942582963
522,0.000413151850431563
523,0.00065808844622498
524,0.000745682785691495
525,0.000414399856692783
526,0.000272511636230129
527,0.000575940067046602
528,0.000419939951991933
529,0.000344109276665889
530,0.000541340324652712
531,0.000786287479452307
532,0.000556638568755888
533,0.000114176236353321
534,0.000144364578241639
535,0.000323757519154865
536,0.000243965697895864
537,0.000204565901311397
538,0.000277078380618949
539,0.000216306027547649
540,0.000316975053772814
541,0.000473246640611339
542,0.00052987420043539
543,0.000684386028652312
544,0.000318049330028582
545,0.000622902549986107
546,0.000927285753941066
547,0.000166556908017703
548,0.000162350660100912
549,0.000172974603816849
550,0.000537799633100313
551,0.000773448865708874
552,0.000846754031118255
553,0.0012337682376187
554,0.00142025483156252
555,0.00167454947043439
556,0.00364287502810325
557,0.00378677944097045
558,0.00218701092093602
559,0.000975786631052184
560,0.0018910943914461
561,0.00289132786879679
562,0.00116032761241568
563,0.00101407412095803
564,0.00080817463067853
565,0.0014758658796077
566,0.00226899693961528
567,0.00463104357227016
568,0.00240622064319979
569,0.00365233216398112
570,0.00219103047383963
571,0.00182852228621989
572,0.00163620883666848
573,0.000781374554719163
574,0.000623646661620899
575,0.00190675794484679
576,0.00260770987769669
577,0.00172913308951544
578,0.00443268358808402
579,0.00514735610286484
580,0.0027551923571638
581,0.00298510178018819
582,0.00192366875237222
583,0.00317848199881523
584,0.00425179051343417
585,0.000639854234457828
586,0.000945437835910511
587,0.000697556271537982
588,0.000670123449388449
589,0.000555835737897484
590,0.00081866742413871
591,0.00139692259022824
592,0.00164184327815871
593,0.00182330973725367
594,0.0018792600417009
595,0.00194100752748754
596,0.00218697403557526
597,0.00223641755276193
598,0.00227777729116886
599,0.00231539106416419
600,0.0027199258291127
601,0.00268684277420281
602,0.00394321931185049
603,0.00776030206768747
604,0.00251701959088099
605,0.00267750174810603
606,0.0059374642122294
607,0.00336120345074333
608,0.00531366614973076
609,0.0105164877865288
610,0.00534688310373335
611,0.00517624037051857
612,0.00195490499646293
613,0.00137274617427163
614,0.00204218499591032
615,0.0013960189117428
616,0.00124269838570775
617,0.000245025343329756
618,0.000486556831765582
619,0.00131773574252279
620,0.000812942964215386
621,0.000393792343419368
622,8.35929980768692e-05
623,0.000107048447267313
624,0.000174719250434658
625,0.000293285883543892
626,0.000657507968693152
627,0.000616693400021617
628,0.000339003271078937
629,0.000991100056999134
630,0.00110176098705222
631,0.00129604423100715
632,0.0015492317128459
633,0.001996814803369
634,0.000341107616595884
635,0.000402280870503221
636,0.000870920750601293
637,0.000603393246918631
638,0.000389996302109644
639,0.000267597641371097
640,0.000278217439733519
641,0.000446588619024776
642,0.00110893497704295
643,0.00111027444439314
644,0.000588468510963811
645,0.000748990141263687
646,0.000535740365866486
647,0.000514119310596463
648,0.000108341615485806
649,0.000444135495876401
650,8.59337588011786e-05
651,0.000135974459373031
652,0.000126801492669804
653,0.00010937554491463
654,0.000228815496932719
655,4.59815158759465e-05
656,3.66921648141517e-05
657,5.48729613968935e-05
658,5.0451879102955e-05
659,2.75067651044406e-05
660,1.96231980241057e-05
661,4.33977614294274e-05
662,6.90598664867186e-05
663,9.51773220598969e-05
664,4.68363320161051e-05
665,3.21616307401334e-05
666,7.39057915564342e-06
667,1.24893229619675e-05
668,2.28048150624239e-05
669,2.61328449423504e-05
670,1.59462120091104e-05
671,3.62271360566563e-06
672,6.08654957896072e-06
673,3.3453564198234e-06
674,2.39835312241424e-06
675,4.10494517633394e-06
676,6.44725034567229e-06
677,1.61761005754096e-05
678,1.87980044974518e-05
679,1.42711157957983e-05
680,9.84752186531067e-06
681,1.57132018364956e-05
682,1.01537427634416e-05
683,3.16920487603159e-05
684,2.20438322835028e-05
685,2.95740698094127e-05
686,4.95394920366005e-05
687,6.96282380495816e-05
688,9.21704522904852e-05
689,4.58654341736044e-05
690,4.58699184974734e-05
691,7.44254201515498e-05
692,4.63936439684588e-05
693,7.06579507024967e-05
694,3.65973256944506e-05
695,3.13480224914457e-05
696,0.000100243725056898
697,0.000139652036977067
698,0.000105828600219042
699,8.84342985600011e-05
700,0.000154330297304795
701,0.000250515741967219
702,0.000293863358792139
703,0.0001703237386723
704,0.000267162333007289
705,0.000666817728447372
706,0.00128418005789414
707,0.0016125889073683
708,0.000667555822188316
709,0.000960606100046728
710,0.000180941270580108
711,0.000219738281660032
712,0.000350152070986562
713,0.000489184372109924
714,0.000686256809139777
715,0.000317636547977993
716,0.000455227163763988
717,0.000532770842860994
718,0.000693449956823198
719,0.000475852959945561
720,0.000858409552196083
721,0.000601328308549773
722,0.000122499132492936
723,7.16246649326453e-05
724,1.66162026017329e-05
725,3.72026770363592e-05
726,5.30038866030568e-05
727,4.62052545377452e-05
728,6.16227586389989e-05
729,3.18295392382582e-05
730,1.75160575124372e-05
731,1.54893842884514e-05
732,1.65429277542739e-05
733,2.32867745736264e-05
734,3.34653489524561e-05
735,4.52930666868348e-05
736,3.38197402785049e-05
737,1.85390010592329e-05
738,3.36261393422018e-05
739,2.12766653104615e-05
740,2.19047391204789e-05
741,1.22236221772546e-05
742,2.43904605464301e-05
743,1.24658489109599e-05
744,2.81766485848501e-06
745,6.93663139510009e-06
746,6.30500076875698e-06
747,5.55673043789377e-06
748,3.96208110392411e-06
749,1.29619178049019e-05
750,6.32933956932431e-06
751,5.53027464325897e-06
752,9.13145177926261e-06
753,7.20473004107505e-06
754,5.08961218532375e-06
755,3.72178334816272e-06
756,1.23001685794507e-05
757,1.50389527441905e-05
758,1.14600611779453e-05
759,2.15382117656302e-05
760,2.86573283301863e-05
761,3.32626554163025e-05
762,5.32000615858469e-05
763,7.8885437386279e-05
764,8.57898830721802e-05
765,6.55154459837224e-05
766,8.78636488092707e-05
