"time","density"
1000,225.640672735855
1001,215.507927565619
1002,201.942859937077
1003,210.711841695285
1004,166.865702600638
1005,107.994617617365
1006,110.262131523711
1007,62.7305912488043
1008,183.710259593424
1009,45.0628161131546
1010,51.7718629904757
1011,35.2991053029936
1012,450.52726214049
1013,554.276266565646
1014,181.83224358848
1015,76.7150017606307
1016,80.081743223942
1017,72.526383953475
1018,76.7068921983746
1019,67.9087941577986
1020,55.5592253217927
1021,52.6226498632901
1022,94.0498358052151
1023,316.515806624302
1024,587.134258307904
1025,119.751177838299
1026,28.733555702416
1027,21.6134154142085
1028,7.17481277159331
1029,3.13203070125891
1030,10.6573694717148
1031,7.00477150172188
1032,5.86892726957039
1033,5.07132684992945
1034,5.25175015266332
1035,65.1689537059271
1036,19.7564605969159
1037,17.526180615943
1038,11.9684336869435
1039,37.2510321171162
1040,18.3235509696029
1041,8.12411033980304
1042,19.1866404733688
1043,12.9816523779939
1044,41.7573525888763
1045,23.148587347677
1046,51.5669945505174
1047,29.9542869343576
1048,25.4840074069704
1049,23.2289723042894
1050,124.147861213744
1051,528.19611813523
1052,97.0996216651814
1053,78.8856853944439
1054,91.4905653534654
1055,84.0457709795606
1056,269.423413154341
1057,255.680268496632
1058,280.219663963178
1059,50.7186492230967
1060,23.8826459782123
1061,21.6420960930952
1062,28.7715428991451
1063,538.547552085886
1064,231.318737230801
1065,125.350197818853
1066,126.514999007883
1067,120.656233076773
1068,101.064677165529
1069,153.211026316626
1070,104.155599425375
1071,280.079010047106
1072,127.173546104588
1073,133.914883598466
1074,229.096513598061
1075,133.566420243558
1076,99.4625605447488
1077,117.188596797781
1078,81.1748188287912
1079,108.999910400493
1080,108.733026232358
1081,51.7344492000113
1082,27.2073485188737
1083,22.3999275056973
1084,44.5864562193955
1085,17.8897442671022
1086,22.1124211033561
1087,30.759061233123
1088,222.416273221425
1089,189.507611716276
1090,186.652484839612
1091,196.798092358974
1092,187.810092870702
1093,166.071148631242
1094,83.3289773188656
1095,82.0538990658952
1096,132.386227167289
1097,85.328011455717
1098,44.1746839562476
1099,28.616277269767
1100,35.9375179875745
1101,39.350643722617
1102,42.1441995363467
1103,86.5483552774498
1104,59.9426118546074
1105,85.5270389569668
1106,71.6987001626442
1107,40.6321280338386
1108,34.0689057868522
1109,192.198342189986
1110,145.167797514197
1111,117.772312041947
1112,111.256491828974
1113,62.8145768860714
1114,52.1318015328056
1115,41.3636239857416
1116,44.2799510170937
1117,42.0538605532842
1118,34.7368358474383
1119,129.722304636207
1120,88.7803256608601
1121,69.1074909246567
1122,66.1109749380848
1123,276.423650267985
1124,70.9866811274312
1125,445.72783693185
1126,383.738462920861
1127,240.919439735248
1128,97.8419172614652
1129,92.8163860433626
1130,42.44595292371
1131,48.2397263411057
1132,261.443934269786
1133,185.706937632912
1134,85.4079160205787
1135,723.538630624814
1136,414.363943938294
1137,521.574480603852
1138,359.361975338966
1139,148.853381822271
1140,73.3975411205449
1141,33.5253399030428
1142,34.7651259466478
1143,82.3653254178052
1144,38.0355919218156
1145,31.6275315567722
1146,314.993286813303
1147,179.051290946904
1148,164.704669273995
1149,124.776304939144
1150,429.132750297157
1151,540.357645556013
1152,405.190634659869
1153,363.356503656379
1154,355.172002095649
1155,332.306702909132
1156,331.626019899592
1157,282.445393504838
1158,284.984088030013
1159,153.948671070151
1160,148.446086741119
1161,123.043086657192
1162,155.72640475948
1163,110.737421125679
1164,802.606302897943
1165,572.487135094696
1166,363.514168012315
1167,251.245160181137
1168,202.952080624411
1169,169.590980094622
1170,168.882531611504
1171,168.481087554297
1172,185.056999234282
1173,146.702281612348
1174,130.556141944055
1175,83.674362920575
1176,57.5196959663288
1177,64.6607974709164
1178,60.9781542606556
1179,37.2125206526493
1180,43.6121429260655
1181,45.0199745770313
1182,58.2060325220165
1183,51.3049079307111
1184,43.7621166181882
1185,180.31091123306
1186,42.3906147999983
1187,19.7908485429761
1188,78.9211516246912
1189,239.9292306004
1190,441.751755590702
1191,648.604838905484
1192,489.496057970499
1193,442.673932257932
1194,376.965148994702
1195,268.101293178531
1196,267.801806029344
1197,224.93512945215
1198,200.767273007631
1199,390.950996683693
1200,169.240583691622
1201,127.441244811721
1202,100.56410242084
1203,40.5771460051144
1204,22.0935165929099
1205,26.3000581332342
1206,139.772443739794
1207,110.697929213446
1208,437.280452057571
1209,131.973813650805
1210,124.666386086982
1211,95.8817461515486
1212,71.5695292263158
1213,97.3972423653803
1214,27.3782411532782
1215,110.644323787429
1216,85.3562130426669
1217,48.0054661118823
1218,54.0374775231825
1219,533.292920637454
1220,476.332194441777
1221,282.626750963933
1222,429.351629858271
1223,248.138177649032
1224,179.537284027329
1225,221.71439359535
1226,180.063070618127
1227,815.54594813404
1228,594.077904393098
1229,459.146148050425
1230,460.217357177611
1231,375.231901514513
1232,269.612416210314
1233,92.2434671200106
1234,41.2982124807958
1235,20.8734611276478
1236,56.7238919223973
1237,156.393627541817
1238,237.824214311345
1239,210.694328594653
1240,210.752218039262
1241,144.286518769142
1242,118.091151269129
1243,120.850116387345
1244,135.451453037893
1245,134.461945980033
1246,108.147898583888
1247,131.456881135861
1248,98.5047479524687
1249,109.058635637519
1250,87.7957578001342
1251,98.7773200089043
1252,126.504679461016
1253,120.668260168118
1254,115.846353998628
1255,117.093126613999
1256,115.996626578975
1257,67.9633998062354
1258,78.6816426273824
1259,45.3941321702651
1260,126.539333425557
1261,71.7587784370482
1262,45.6785626865831
1263,42.1913102029641
1264,148.595300113434
1265,107.644502817855
1266,63.6168928587007
1267,51.8161183173335
1268,81.47111854723
1269,64.8513668952238
1270,161.04075310114
1271,142.373096599293
1272,250.482651164767
1273,697.190988697585
1274,609.315543938166
1275,525.862125052897
1276,414.242141233029
1277,194.501800470794
1278,190.304781314405
1279,194.306857187734
1280,382.718677896555
1281,273.330529576443
1282,242.221546203079
1283,218.844524294555
1284,211.912953362037
1285,311.698219955386
1286,160.392954481594
1287,411.229608367158
1288,322.876832919517
1289,190.513909259868
1290,164.266526380896
1291,175.86245037061
1292,190.815757396166
1293,151.033498408506
1294,139.759581565894
1295,141.395692366634
1296,130.626413501608
1297,123.60098857115
1298,181.899630559602
1299,174.215469693283
1300,147.386551678636
1301,145.253056646104
1302,116.343449914771
1303,324.872471262322
1304,155.479003315452
1305,144.880670407518
1306,123.204900097678
1307,51.0578029919926
1308,56.7501810477665
1309,64.0541541255274
1310,58.6102570245416
1311,55.0425364706585
1312,51.5382058585274
1313,48.752949528885
1314,198.329485777586
1315,99.550282077325
1316,77.8339371865412
1317,68.0764128351793
1318,33.0376725610809
1319,26.9108649044263
1320,65.283364111463
1321,37.0550644983135
1322,32.5497202982531
1323,555.663116753168
1324,414.060284590267
1325,283.001515795777
1326,256.095116237866
1327,224.892533014542
1328,140.082210201528
1329,38.932796476947
1330,98.227814121705
1331,160.609223904413
1332,189.003162208398
1333,91.8500615937768
1334,92.6422960084206
1335,92.8193580531092
1336,84.5249397642366
1337,48.6141161647185
1338,52.2156548138959
1339,49.3220912713767
1340,43.8060641741554
1341,39.0556535678881
1342,55.6119842098357
1343,364.425423518902
1344,162.471488320955
1345,80.35903484027
1346,69.4727556765707
1347,124.998222317229
1348,90.4771560214285
1349,61.8624588702511
1350,67.3662331294174
1351,280.092952246329
1352,515.451351422523
1353,128.324518002834
1354,110.946805352285
1355,92.2629429177848
1356,39.2969517998178
1357,47.7741176484808
1358,38.3904007358713
1359,44.3569780280851
1360,928.305534485668
1361,343.713434624658
1362,580.531879008326
1363,464.508948718447
1364,371.902768942568
1365,205.185297726597
1366,89.4118556454803
1367,99.3817189559919
