"","Point est.","Upper C.I."
"beta[1]",1.0002612914943,1.00090011515949
"beta[2]",1.0003292731782,1.00123828223087
"beta[3]",1.00052413904531,1.00189928662333
"beta[4]",1.00085358726386,1.0029801376345
"beta[5]",1.00008023910989,1.00025815306516
"beta[6]",1.00033023485305,1.00109943874881
"beta[7]",1.00002626083612,1.00012971967917
"beta[8]",1.00038410721225,1.0013505389006
"beta[9]",1.00026087465285,1.00097313833106
"beta[10]",1.00039412555877,1.0010309345129
"beta[11]",1.00015927871991,1.00061900439783
"beta[12]",1.00005790975475,1.00018514119991
"beta[13]",1.00064838554508,1.00179207672968
"intG[1]",1.00386355594809,1.00799368958913
"intG[2]",1.00316059891888,1.00737318423189
"intG[3]",1.0043939139193,1.0104306760616
"intG[4]",1.00326222912634,1.00800147414653
"intG[5]",1.00291196793021,1.00663646872003
"intG[6]",1.00337581462722,1.0067768736354
"intYr[1]",1.00185203085175,1.00540040989899
"intYr[2]",1.00321378630121,1.00944300933418
"intYr[3]",1.00096484851088,1.00292720186854
"intYr[4]",1.00186038870026,1.00659494300489
"intYr[5]",1.00144372779652,1.00356590765686
"intYr[6]",1.00305411609038,1.00914510217157
"intYr[7]",1.00174360281633,1.00460099085291
"intYr[8]",1.00208842414531,1.00597864556586
"intYr[9]",1.00279556668713,1.00855375129172
"intYr[10]",1.00267248579689,1.0090514506654
"intYr[11]",1.00253721888984,1.00812788375597
"intYr[12]",1.00344202396185,1.01105753517508
"intYr[13]",1.00105324800609,1.00327528646095
"interceptMu",1.00445528649681,1.0112940185068
"rain1",1.00156642330736,1.00484851634634
"rain2",1.00487470220547,1.00876324063589
"temp1",1.00115927804591,1.00288650016205
"temp2",1.00112484171086,1.00228515513229
